pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
162,UNIVERSITAS MAHENDRADATTA,"Jalan Ken Arok No 12, KOTA DENPASAR",BALI,"{""website"": ""mahendradattauniversitas.ac.id"", ""email"": ""mahendradattauniversitas@gmail.com"", ""phone"": ""0361 434827 / 0361 434827""}",3625000,3250000,4000000,7250000,6500000,8000000,SWASTA,-,-1,-1,-
163,AKADEMI KEBIDANAN WIJAYA HUSADA,"Bogor, KABUPATEN BOGOR",JAWA BARAT,"{""website"": """", ""email"": ""wijayahusada8@gmail.com"", ""phone"": ""081295819088""}",1,1,1,2,2,2,SWASTA,-,-1,-1,-
164,UNIVERSITAS WIRA BHAKTI,KOTA MAKASSAR,SULAWESI SELATAN,"{""website"": ""-"", ""email"": ""operator@wirabhaktimakassar.ac.id"", ""phone"": """"}",3350000,2500000,4200000,6700000,5000000,8400000,SWASTA,-,-1,-1,-
165,STMIK SAMARINDA,"Jalan Banggeris No 82, KOTA SAMARINDA",KALIMANTAN TIMUR,"{""website"": ""www.stmik-samarinda.ac.id"", ""email"": ""kampus@stmik-samarinda.ac.id"", ""phone"": ""0541 746557 / 0541 746557""}",4550000,4550000,4550000,9100000,9100000,9100000,SWASTA,-,-1,-1,-
166,POLITEKNIK DARMA GANESHA,"Jl. Sriwijaya No. 13 Tanjungpandan  Belitung, KABUPATEN BELITUNG",BANGKA BELITUNG,"{""website"": ""www.poltekdg.ac.id"", ""email"": ""darmaganeshapoliteknik@gmail.com"", ""phone"": ""0719- 9301023""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
167,POLITEKNIK KESEHATAN SITEBA,"Jalan Joni Anwar No 8 Lapai, KOTA PADANG",SUMATERA BARAT,"{""website"": ""www.poltekessitebapadang.ac.id"", ""email"": ""info@poltekessitebapadang.ac.id"", ""phone"": ""0751-445-881""}",3750000,2500000,5000000,7500000,5000000,10000000,SWASTA,-,-1,-1,-
168,POLITEKNIK INSAN TAZAKKA,KABUPATEN KARAWANG,JAWA BARAT,"{""website"": ""https://poltek-insantazakka.ac.id"", ""email"": ""poltek.insantazakka@gmail.com"", ""phone"": ""085179751842""}",4200000,4200000,4200000,8400000,8400000,8400000,SWASTA,-,-1,-1,-
169,POLITEKNIK LAMANDAU,"Jl. Jenderal Sudriman RT. 12C Kel. Nanga Bulik, KABUPATEN LAMANDAU",KALIMANTAN TENGAH,"{""website"": ""https://polilaman.ac.id/"", ""email"": ""polilamannb@gmail.com"", ""phone"": """"}",2090000,270000,3910000,4180000,540000,7820000,SWASTA,-,-1,-1,-
170,STKIP PARACENDEKIA N W SUMBAWA,"Jalan Lintas Sumbawa-Bima Km. 5 Sumbawa Besar  NTB, KABUPATEN SUMBAWA",NUSA TENGGARA BARAT,"{""website"": ""stkipparacendekianw.ac.id"", ""email"": ""stkippnwsbw@gmail.com; stkipparacendekianw.ac.id"", ""phone"": ""081915923077""}",2500000,1000000,4000000,5000000,2000000,8000000,SWASTA,-,-1,-1,-
171,SEKOLAH TINGGI ILMU EKONOMI DAHANI DAHANAI BUNTOK,"Jl Cut Nyak Dien No 09 A, KABUPATEN BARITO SELATAN",KALIMANTAN TENGAH,"{""website"": ""www.stiedahanidahanai.com"", ""email"": ""stiedahanidahanai@gmail.com  stiedd_buntok@yahoo.co.id"", ""phone"": ""082255464333 / 082255464333""}",6875000,1250000,12500000,13750000,2500000,25000000,SWASTA,-,-1,-1,-
172,UNIVERSITAS BANI SALEH,KOTA BEKASI,JAWA BARAT,"{""website"": ""www.ubs.ac.id"", ""email"": ""info@ubs.ac.id"", ""phone"": ""0218800992""}",57401,57401,57402,114803,114802,114804,SWASTA,-,-1,-1,-
173,SEKOLAH TINGGI ILMU KOMPUTER 22 JANUARI KENDARI,KOTA KENDARI,SULAWESI TENGGARA,"{""website"": ""-"", ""email"": ""stikom22jnrkdi@gmail.com"", ""phone"": ""081244023900""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
174,AKADEMI FARMASI MITRA SEHAT MANDIRI SIDOARJO,"Jl. Ki Hajar Dewantara No.200 Krian Sidoarjo, KABUPATEN SIDOARJO",JAWA TIMUR,"{""website"": ""akfarmitseda.ac.id"", ""email"": ""akfar@mitseda.ac.id"", ""phone"": ""031 8887233  8987404 / 031 8987233""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
175,STISIP SAMUDERA INDONESIA SELATAN,"Jl. Raya Mekarmukti Cijayana Mekarmukti Garut Jawa Barat, KABUPATEN GARUT",JAWA BARAT,"{""website"": ""https://stisipsains.ac.id/"", ""email"": ""stisipsamuderaindonesia@gmail.com"", ""phone"": ""085223104191""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
176,UNIVERSITAS MUHAMMADIYAH MUARA BUNGO,KABUPATEN BUNGO,JAMBI,"{""website"": ""www.ummuba.ac.id"", ""email"": ""rektorat@ummuba.ac.id"", ""phone"": ""0822 8883 8851""}",4575000,4500000,4650000,9150000,9000000,9300000,SWASTA,-,-1,-1,-
177,INSTITUT KEUANGAN-PERBANKAN DAN INFORMATIKA ASIA PERBANAS,"Jl Perbanas  Karet Kuningan, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""www.perbanas.id"", ""email"": ""contact@perbanas.id"", ""phone"": ""021-5222501-04 / 021-5228460""}",7500000,5000000,10000000,15000000,10000000,20000000,SWASTA,-,-1,-1,-
178,SEKOLAH TINGGI ILMU SOSIAL DAN POLITIK FAJAR TIMUR,"Jl Meo Abekunatun No 26, KABUPATEN BELU",NUSA TENGGARA TIMUR,"{""website"": ""http://stisipfajartimur.ac.id"", ""email"": ""stisipfajartimur.atb@gmail.com"", ""phone"": ""081318673608 / 038922146""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
179,STIKES SAKINAH HUSADA TANJUNG BALAI,"Jln. Anwar IdrisKel. Bunga Tanjung  Kec. Datuk Bandar Timur Kota Tanj, KOTA TANJUNG BALAI",SUMATERA UTARA,"{""website"": ""---"", ""email"": ""stikessakinahhusada123@gmail.com"", ""phone"": ""085270222443 / 085270222443""}",3500000,3000000,4000000,7000000,6000000,8000000,SWASTA,-,-1,-1,-
180,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,"Jl KH Wachid Hasyim No 65, KOTA KEDIRI",JAWA TIMUR,"{""website"": ""www.iik.ac.id"", ""email"": ""admin@iik.ac.id"", ""phone"": ""0354-773299 / 0354-771539""}",12000000,3000000,21000000,24000000,6000000,42000000,SWASTA,-,-1,-1,-
181,UNIVERSITAS MUHAMMADIYAH TEGAL,KABUPATEN TEGAL,JAWA TENGAH,"{""website"": ""umtegal.ac.id"", ""email"": ""umtegal@gmail.com"", ""phone"": ""0283351081""}",4900000,2400000,7400000,9800000,4800000,14800000,SWASTA,-,-1,-1,-
182,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PGRI ARUNGBINANG KEBUMEN,KABUPATEN KEBUMEN,JAWA TENGAH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",2850000,2850000,2850000,5700000,5700000,5700000,SWASTA,-,-1,-1,-
183,DEAKIN UNIVERSITY,KOTA BANDUNG,JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
184,AKADEMI KOMUNITAS KEBUN ANOM,KABUPATEN JEMBER,JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
185,UNIVERSITAS NURUL JADID,"PP Nurul Jadid Pox Box 1  Karanganyar  Paiton, KABUPATEN PROBOLINGGO",JAWA TIMUR,"{""website"": ""https://www.unuja.ac.id"", ""email"": ""unuja@unuja.ac.id"", ""phone"": ""08883077077 / 08883077077""}",1000,1000,1000,2000,2000,2000,SWASTA,-,-1,-1,-
186,AKADEMI KEBIDANAN PRIMA HUSADA,"Jl. Brigdjen H Saptadji No. 19 Cilendek Barat Kota Bogor, KOTA BOGOR",JAWA BARAT,"{""website"": ""akbidprimahusada.ac.id"", ""email"": ""akbidprima@yahoo.com"", ""phone"": ""02518319922 / 02518339966""}",6500000,6500000,6500000,13000000,13000000,13000000,SWASTA,-,-1,-1,-
187,SEKOLAH TINGGI ILMU HUKUM SOELTHAN M TSJAFIOEDDIN,"Jl Soelthan M Tsjafioeddin No 29, KOTA SINGKAWANG",KALIMANTAN BARAT,"{""website"": ""stihsmt.ac.id"", ""email"": ""stih.singkawang@gmail.com"", ""phone"": ""081256494135 / 0562-631926""}",3750000,3500000,4000000,7500000,7000000,8000000,SWASTA,-,-1,-1,-
188,UNIVERSITAS SUBANG,"Jalan RA Kartini KM 3 Subang, KABUPATEN SUBANG",JAWA BARAT,"{""website"": ""www.unsub.ac.id"", ""email"": ""info@unsub.ac.id"", ""phone"": ""02604240927 / 02604240927""}",2600000,200000,5000000,5200000,400000,10000000,SWASTA,-,-1,-1,-
189,STMIK ANTAR BANGSA,"Jl. Raden Fattah No. 70A  Pondok Aren, KOTA TANGERANG",BANTEN,"{""website"": ""antarbangsa.ac.id"", ""email"": ""info@antarbangsa.ac.id"", ""phone"": ""50986099""}",2550000,1000000,4100000,5100000,2000000,8200000,SWASTA,-,-1,-1,-
190,POLITEKNIK KEBANGSAAN,KOTA GORONTALO,GORONTALO,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
191,STIKES KUSUMA BANGSA,"Jl. Pariwisata No. 48, KOTA MATARAM",NUSA TENGGARA BARAT,"{""website"": ""www.kusumabangsa.ac.id"", ""email"": ""kusumabangsaaaa@gmail.com"", ""phone"": ""7847342""}",7150000,5825000,8475000,14300000,11650000,16950000,SWASTA,-,-1,-1,-
192,UNIVERSITAS NUSANTARA PGRI KEDIRI,"Jl KH Achmad Dahlan 76 Mojoroto, KOTA KEDIRI",JAWA TIMUR,"{""website"": ""www.unpkediri.ac.id"", ""email"": ""admin@unpkediri.ac.id"", ""phone"": ""771503  771576 / 771503  771576""}",3900000,600000,7200000,7800000,1200000,14400000,SWASTA,-,-1,-1,-
193,SEKOLAH TINGGI ILMU EKONOMI WILWATIKTA,"Kebonsari Baru Selatan  Kebonsari, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""stie.wilwatiktaa.ac.id"", ""email"": ""stie.wilwatikta@gmail.com"", ""phone"": ""081232890611""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
194,AKADEMI KEBIDANAN BUDI MULIA,"Jl. Wali Songo Rt. 03 Kel. Kenali Besar  Kec. Kotabaru   Jambi, KOTA JAMBI",JAMBI,"{""website"": ""http://budimulia.ac.id"", ""email"": ""akbidbudimuliajambi@yahoo.co.id"", ""phone"": ""081366828846""}",30250000,5500000,55000000,60500000,11000000,110000000,SWASTA,-,-1,-1,-
195,AKADEMI KEBIDANAN MENARA PRIMADANI,"Soppeng, KABUPATEN SOPPENG",SULAWESI SELATAN,"{""website"": ""akbidmps.ac.id"", ""email"": ""akbid_primadanisoppeng@yahoo.co.id"", ""phone"": ""085251691864""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
