institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
quipper-390,Universitas Mataram (Unram),Universitas Negeri,https://campus.quipper.com/directory/universitas-mataram,Rp3.000.000 kisaran per-semester,23483,1068,"{""website"": ""www.unram.ac.id"", ""email"": ""media@unram.ac.id"", ""phone"": ""0370-633007""}","Quipperian harus tahu nih, Universitas Mataram (Unram) merupakan perguruan tinggi yang sudah berdiri dari tahun 1963 lho. Kampus ini berlokasi di Kota Mataram, Provinsi Nusa Tenggara Barat. Seiring berjalannya waktu, Unram saat ini menjadi salah satu perguruan tinggi negeri unggul dengan peningkatan kualitas penyelenggaraan pendidikan yang signifikan.",{}
quipper-391,Sekolah Tinggi Ilmu Kesehatan Mercubaktijaya Padang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-mercubaktijaya-padang,Rp3.100.000 kisaran per-semester,1213,55,"{""website"": ""www.mercubaktijaya.ac.id"", ""email"": ""stikesmercubaktijaya@yahoo.co.id"", ""phone"": ""0751-442295""}","STIKES Mercubaktijaya menyelenggarakan pendidikan pertama pada tahun 1993 dengan Program Studi Diploma III Keperawatan. Selanjutnya kampus ini berkembang dengan membuat Program Studi Keperawatan, Profesi Keperawatan dan Diploma III Kebidanan. Kampus ini terakreditasi B dan mendapatkan penghargaan Apresiasi Sistem Penjaminan Mutu Internal dari Kementerian Ristekdikti. Kampus ini bisa menjadi piihan Quipperian yang tertarik menjadi Perawat atau Bidan.",{}
quipper-392,Universitas Islam Negeri Walisongo,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-walisongo,0-Rp7.351.000 per semester,13275,394,"{""website"": ""www.walisongo.ac.id"", ""email"": ""uin@walisongo.ac.id"", ""phone"": ""024-7604554""}","Hai Quipperian, tahukah kamu bahwa Universitas Islam Negeri (UIN) Walisongo Semarang, adalah salah satu universitas negeri di Indonesia yang berafiliasi khusus dengan agama islam. Dari sekian banyak universitas islam di Indonesia, UIN Walisongo adalah salah satu UIN di Semarang yang mempunyai predikat yang tidak kalah dengan universitas negeri lainnya.  Kamu tidak perlu ragu dengan kualitasnya karena UIN Walisongo Semarang sudah mendapat akreditasi B pada tahun 2015 menurut BAN-PT.",{}
quipper-393,Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-indonesia-banjarmasin,Rp3.500.000 kisaran per-semester,284,42,"{""website"": ""www.stiei-kayutangi-bjm.ac.id"", ""email"": ""it@stiei-kayutangi-bjm.ac.id"", ""phone"": ""0511-3304652""}","Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin berhasil masuk dalam daftar 100 Besar Perguruan Tinggi Indonesia Non-Politeknik versi Kemenristekdikti pada 2017. Selain itu, sekolah tinggi ini juga menjadi satu dari 10 Sekolah Tinggi Ilmu Ekonomi di Indonesia yang mempunyai peringkat akreditasi institusi B, lho!",{}
quipper-394,Universitas Pembangunan Panca Budi,Universitas Swasta,https://campus.quipper.com/directory/universitas-pembangunan-panca-budi,Rp7.500.000 kisaran per-semester,14508,288,"{""website"": ""www.pancabudi.ac.id"", ""email"": ""unpab@pancabudi.ac.id"", ""phone"": ""061-8455571""}","Ada yang unik dari sejarah Universitas Pembangunan Panca Budi (Unpab). Unpab dulunya adalah sebuah sekolah untuk belajar ilmu metafisika yang didirikan pada 1956, oleh Prof. Dr. H. Kadirun Yahya. Dulu, Unpab bernama Sekolah Tinggi Metafisika. Unpab yang resmi berdiri pada 19 Desember 1961 ini memiliki visi untuk menjadi perguruan tinggi swasta yang terkemuka berbasis religius dalam mengembangkan IPTEK yang bermanfaat bagi kemaslahatan umat. Menarik, ya!",{}
quipper-395,Akademi Keperawatan Pasar Rebo Jakarta,Akademi Swasta,https://campus.quipper.com/directory/akademi-keperawatan-pasar-rebo-jakarta,Rp8.900.000 kisaran per-semester,177,12,"{""website"": ""www.akperpasarrebo.ac.id"", ""email"": ""akperpasarrebo.com@gmail.com"", ""phone"": ""021-840 4242, 021-87790913""}","Dengan pesatnya perkembangan profesi perawat di Indonesia dalam 10 tahun belakangan ini, akan sangat menarik jika kita membahas kampus yang satu ini, Quipperian! Akademi Keperawatan Pasar Rebo merupakan salah satu kampus bidang keperawatan yang menyelenggarakan program studi pada tingkat diploma (D3). Akper Pasar Rebo mengusung program pendidikan dengan kurikulum berbasis kompetensi dengan muatan pelengkap, antara lain: bahasa inggris keperawatan dan juga pengembangan sikap profesional dan layanan prima. Nggak heran ya, kalau kampus yang berdiri sejak 20 tahun ini telah meluluskan banyak tenaga perawat profesional yang sukses dalam berkarier, baik di dalam maupun luar negeri. Ingin tahu lebih lengkap tentang info kampus ini? Simak profilnya berikut ini ya, Quipperian!",{}
quipper-396,Sekolah Tinggi Ilmu Hukum Sumpah Pemuda Palembang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-hukum-sumpah-pemuda-palembang,Rp3.400.000 kisaran per-semester,905,34,"{""website"": ""www.stihpada.ac.id"", ""email"": ""stihpada@gmail.com"", ""phone"": ""0711 - 418873""}","Sekolah Tinggi Ilmu Hukum Sumpah Pemuda (STIHPADA) Palembang didirikan atas pemikiran belum adanya lembaga pendidikan tinggi yang mengkhususkan diri kepada program studi ilmu hukum di Palembang. Maksud diberi nama Sumpah Pemuda adalah untuk selalu mengenang tekad pemuda-pemudi yang membentuk persatuan dan kesatuan bangsa yang berjuang untuk mencapai kemerdekaan. Mewarisi semangat juang pemuda pemudi inilah, maka didirikan STIHPADA.",{}
quipper-397,Universitas Alma Ata,Universitas Swasta,https://campus.quipper.com/directory/universitas-alma-ata,Rp4.000.000 kisaran per-semester,1227,133,"{""website"": ""www.almaata.ac.id"", ""email"": ""uaa@almaata.ac.id"", ""phone"": ""0274-434 2288""}","Quipperian, Universitas Alma Ata (UAA) adalah univesitas baru yang merupakan penggabungan dari dua kampus yang berbeda namun masih dalam satu yayasan, yaitu Sekolah Tinggi Ilmu Kesehatan (STIKES) Alma Ata Yogyakarta dan Sekolah Tinggi Agama Islam (STAI) Alma Ata Yogyakarta. Seiring dan pertumbuhan dan kebutuhan masyarakat, akhirnya pada tanggal 21 Desember 2015 semua perguruan tinggi Alma Ata resmi menjadi Universitas Alma Ata",{}
quipper-398,Universitas Samudra,Universitas Negeri,https://campus.quipper.com/directory/universitas-samudra,Rp2.500.000 kisaran per semester,7826,285,"{""website"": ""www.unsam.ac.id"", ""email"": ""info@unsam.ac.id"", ""phone"": ""0641-426534""}","Universitas Samudra (Unsam) adalah Perguruan Tinggi Negeri yang berada di Provinsi Nangroe Aceh Darussalam.Kampus yang terletak di provinsi paling timur Indonesia ini dulunya merupakan Perguruan Tinggi Swasta (PTS).Berawal dari sebuah yayasan, akhirnya Universitas Samudra resmi menjadi PTN pada tahun 2013. Quipperian, kampus ini berada di Kota Langsa yang menerapkan hukum syariat Islam. Meskipun begitu, kampus ini tetap menjamin dan menghormati perbedaan agama.",{}
quipper-399,Akademi Komunikasi Indonesia (AKINDO) YPK,Akademi Swasta,https://campus.quipper.com/directory/akademi-komunikasi-indonesia-akindo-ypk,Rp4.000.000 kisaran per-semester,523,25,"{""website"": ""www.akindo.ac.id"", ""email"": ""humas@akindo.ac.id"", ""phone"": ""0274-4533864""}","Tahukah Quipperian bahwa Akademi Komunikasi Indonesia (AKINDO)  yang fokus pada komunikasi terapan itu sudah berdiri lebih dari 21 tahun? Lebih menarik lagi, perguruan tinggi vokasi swasta nasional ini punya tiga program studi unggulan, yakni Penyiaran, Periklanan, dan Hubungan Masyarakat. Dengan usia yang cukup lama, tak salah bila Quipperian mempertimbangkan AKINDO sebagai alternatif perguruan tinggi pilihan kalian.",{}
quipper-400,Universitas Sanata Dharma,Universitas Swasta,https://campus.quipper.com/directory/universitas-sanata-dharma,Rp7.000.000 kisaran per semester,11856,346,"{""website"": ""www.usd.ac.id"", ""email"": ""humas@usd.ac.id"", ""phone"": ""0274-513301 atau 515352""}","Universitas Sanata Dharma (USD) telah berhasil meraih akreditasi perguruan tinggi swasta terbaik di Yogyakarta. USD yang berkembang dari IKIP Sanata Dharma ini memiliki delapan fakultas yang terdiri dari 23 program studi dengan empat di antaranya adalah program pascasarjana. Selain itu, terdapat juga dua program profesi dan program kursus bersertifikat. USD atau yang lebih dikenal dengan sebutan Sadhar ini siap memadukan keunggulan akademik dengan nilai-nilai kemanusiaan yang cerdas dan humanis.",{}
quipper-401,Akademi Keperawatan Hang Tuah Jakarta,Akademi Swasta,https://campus.quipper.com/directory/akademi-keperawatan-hang-tuah-jakarta,Rp6.500.000 kisaran per semester,191,8,"{""website"": ""www.akperhangtuahjakarta.ac.id"", ""email"": ""admin@akperhangtuahjakarta.ac.id"", ""phone"": ""021-5743272""}","Akademi Keperawatan (Akper) Hang Tuah Jakarta didirikan atas dasar besarnya kebutuhan akan tenaga lulusan D-III Keperawatan di rumah sakit, termasuk Rumkital Dr. Mintohardjo. Pada 12 Mei 1996, Kepala Rumkital Dr. Mintohardjo pun mengeluarkan surat perintah pembentukan pendirian akademi keperawatan. Akhirnya, tanggal 1 Agustus 1996, Akper Hang Tuah Jakarta diresmikan oleh Laksamana Muda Abu Hanifa yang kala itu menjabat sebagai Deputi Personil TNI AL.",{}
quipper-402,Lembaga Pendidikan Tinggi Y.A.I,Universitas Swasta,https://campus.quipper.com/directory/lembaga-pendidikan-tinggi-y-a-i,Mulai Rp 5.000.000 kisaran per-semester,,,"{""website"": ""www.yai.ac.id"", ""email"": ""birohumasmarketing.yai@gmail.com"", ""phone"": ""021-3916000""}","Lembaga Pendidikan Tinggi Yayasan Administrasi Indonesia menaugi tiga lembaga pendidikan, yaitu Universitas Persada Indonesia Y.A.I, Sekolah Tinggi Ilmu Ekonomi Y.A.I, dan Akademi Akuntansi Y.A.I. Seperti namanya, perguruan tinggi ini awalnya merupakan lembaga kursus khusus di bidang akuntansi lho, Quipperian. Setelah 46 tahun berkecimpung di dunia pendidikan, LPT Y.A.I kini menjadi salah satu Perguruan Tinggi Swasta terbaik di Indonesia. Untuk mempertahankan eksistensinya, LPT Y.A.I terus melakukan pengembangan mutu pendidikan. Kini LPT Y.A.I telah melakukan kerjasama dengan 21 Universitas dari luar negeri. Selain itu, LPT Y.A.I juga bekerjasama dengan departemen tenaga kerja RI dan lebih dari 1.000 perusahaan negara/swasta. Jadi, Quipperian tidak perlu ragu untuk memilih LPT Y.A.I sebagai tempat studi kalian, ya!",{}
quipper-403,Sekolah Tinggi Teknologi Sapta Taruna,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-sapta-taruna,Rp2.200.000 kisaran per-semester,18,12,"{""website"": ""www.sttsaptataruna.ac.id"", ""email"": ""info@sttsaptataruna.ac.id"", ""phone"": ""021-8194644""}","Sekolah Tinggi Teknologi Sapta Taruna merupakan pengembangan dari Akademi Teknologi Sapta Taruna yang awalnya berdiri pada 7 Juli 1984. Diprakarsai oleh para pejabat di lingkungan Departemen Pekerjaan Umum, sekolah tinggi ini didirikan untuk mencetak para tenaga ahli jalan dan jembatan serta ahli pengelolaan air bersih. Para pengajarnya diambil dari tenaga ahli Departemen Pekerjaan Umum yang sekarang menjadi Kementerian Pekerjaan Umum dan Perumahan Rakyat dan beberapa lembaga negara lain.",{}
quipper-404,Sekolah Tinggi Ilmu Kesehatan Akbidyo,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-akbidyo,Rp5.300.000 kisaran per-semester,472,34,"{""website"": ""www.akbidyo.ac.id"", ""email"": ""info@akbidyo.ac.id"", ""phone"": ""0274-371345""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Akbidyo adalah perubahan bentuk dari Akademi Kebidanan Yogyakarta yang merupakan akademi kebidanan terbaik se-Indonesia. STIKes Akbidyo memiliki tiga program studi di bidang kesehatan, yaitu Kebidanan, Manajemen Informasi Kesehatan dan Farmasi. Kegiatan kuliah di sini didukung oleh dosen-dosen berkualitas dan fasilitas kampus yang memadai. Selain mempelajari teori, mahasiswa juga dididik untuk aktif dalam penelitian serta kegiatan pengabdian masyarakat. Seru ya!",{}
quipper-405,Akademi Teknologi Kulit Yogyakarta,Akademi Negeri,https://campus.quipper.com/directory/akademi-teknologi-kulit-yogyakarta,Rp2.000.000 kisaran per-semester,688,43,"{""website"": ""www.atk.ac.id"", ""email"": ""info@atk.ac.id"", ""phone"": ""0274-383727""}","Akademi Teknologi Kulit (ATK) Yogyakarta merupakan kampus yang berada di bawah Kementerian Perindustrian (Kemenperin). Kampus yang sudah berdiri sejak 1959 ini sekarang sudah berstatus Politeknik. Perubahan itu didasarkan pada MOU antara Sekjen Kemenperin dengan Direktorat Jenderal Dikti Kemendikbud tahun 2012 silam tentang Pembinaan Penyelenggaraan Perguruan Tinggi di Lingkungan Kementerian Perindustrian. Jika kamu berminat kuliah di Politeknik ATK Yogyakarta ini, informasi berikut penting buat kamu ketahui. Yuk, ikuti lebih lanjut.",{}
quipper-406,Sekolah Tinggi Agama Islam Negeri Kudus,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-agama-islam-negeri-kudus,Rp900.000-Rp1.100.000 kisaran per-semester,7762,130,"{""website"": ""www.stainkudus.ac.id"", ""email"": ""tipd@stainkudus.ac.id"", ""phone"": ""0291-432677""}","Quipperian, Sekolah Tinggi Agama Islam Negeri Kudus (STAIN Kudus) adalah satu-satunya perguruan tinggi negeri agama islam di bagian timur Jawa Tengah. Berdirinya STAIN Kudus ini diilhami oleh dua tokoh besar di Kudus, yaitu Sunan Kudus dan Sunan Muria sehingga menginspirasi visi STAIN Kudus yaitu menyebarkan agama islam dan kepandaian dalam memahami problematika masyarakat. Nah, tertarik memperdalam agama islam? Kampus ini bisa menjadi pilihan.",{}
quipper-407,Jakarta International Hotel Schools,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/jakarta-international-hotel-schools,���Rp9.900.000��܉�� ���kisaran��� ���per semester,629,18,"{""website"": ""www.jihs.ac.id"", ""email"": ""info@jihs.ac.id"", ""phone"": ""021-5736332""}","Apakah Quipperian tertarik kuliah di bidang perhotelan dan pariwisata? Nah, mungkin Jakarta
International Hotels School bisa jadi pilihan kalian. Kampus ini terletak di kawasan SCBD
Sudirman. Berdiri pada 12 September 1994, kampus ini telah berhasil meluluskan sekitar 1.636
mahasiswa dan tersebar di industri pariwisata sebanyak 87%. Kampus ini juga memiliki
akreditasi B lho, Quipperian! Yuk, intip profilnya!",{}
quipper-408,Universitas Muria Kudus,Universitas Swasta,https://campus.quipper.com/directory/universitas-muria-kudus,Rp4.000.000 kisaran per-semester,6884,175,"{""website"": ""www.umk.ac.id"", ""email"": ""muria@umk.ac.id"", ""phone"": ""0291-438229""}","Universitas yang didirikan pada tahun 1980 ini merupakan institusi yang selalu berupaya melestarikan nilai-nilai budaya bangsa. Salah satu nilai yang masih dipegang erat sampai saat ini adalah falsafah warisan Sunan Kudus, yaitu “GUSJIGANG”. “GUS” artinya berperilaku bagus, “JI” artinya suka mengaji (menuntut ilmu) dan “GANG” yang artinya pandai berdagang. Berdasar filosofi tersebut, maka Universitas Muria Kudus berusaha untuk mewujudkan universitas yang menghasilkan lulusan yang santun, cerdas, dan berjiwa wirausaha.",{}
quipper-409,Universitas Alma Ata,Universitas Swasta,https://campus.quipper.com/directory/universitas-alma-ata,Rp4.000.000 kisaran per-semester,1227,133,"{""website"": ""www.almaata.ac.id"", ""email"": ""uaa@almaata.ac.id"", ""phone"": ""0274-434 2288""}","Quipperian, Universitas Alma Ata (UAA) adalah univesitas baru yang merupakan penggabungan dari dua kampus yang berbeda namun masih dalam satu yayasan, yaitu Sekolah Tinggi Ilmu Kesehatan (STIKES) Alma Ata Yogyakarta dan Sekolah Tinggi Agama Islam (STAI) Alma Ata Yogyakarta. Seiring dan pertumbuhan dan kebutuhan masyarakat, akhirnya pada tanggal 21 Desember 2015 semua perguruan tinggi Alma Ata resmi menjadi Universitas Alma Ata",{}
quipper-410,Universitas Samudra,Universitas Negeri,https://campus.quipper.com/directory/universitas-samudra,Rp2.500.000 kisaran per semester,7826,285,"{""website"": ""www.unsam.ac.id"", ""email"": ""info@unsam.ac.id"", ""phone"": ""0641-426534""}","Universitas Samudra (Unsam) adalah Perguruan Tinggi Negeri yang berada di Provinsi Nangroe Aceh Darussalam.Kampus yang terletak di provinsi paling timur Indonesia ini dulunya merupakan Perguruan Tinggi Swasta (PTS).Berawal dari sebuah yayasan, akhirnya Universitas Samudra resmi menjadi PTN pada tahun 2013. Quipperian, kampus ini berada di Kota Langsa yang menerapkan hukum syariat Islam. Meskipun begitu, kampus ini tetap menjamin dan menghormati perbedaan agama.",{}
quipper-411,Akademi Komunikasi Indonesia (AKINDO) YPK,Akademi Swasta,https://campus.quipper.com/directory/akademi-komunikasi-indonesia-akindo-ypk,Rp4.000.000 kisaran per-semester,523,25,"{""website"": ""www.akindo.ac.id"", ""email"": ""humas@akindo.ac.id"", ""phone"": ""0274-4533864""}","Tahukah Quipperian bahwa Akademi Komunikasi Indonesia (AKINDO)  yang fokus pada komunikasi terapan itu sudah berdiri lebih dari 21 tahun? Lebih menarik lagi, perguruan tinggi vokasi swasta nasional ini punya tiga program studi unggulan, yakni Penyiaran, Periklanan, dan Hubungan Masyarakat. Dengan usia yang cukup lama, tak salah bila Quipperian mempertimbangkan AKINDO sebagai alternatif perguruan tinggi pilihan kalian.",{}
quipper-412,Universitas Sanata Dharma,Universitas Swasta,https://campus.quipper.com/directory/universitas-sanata-dharma,Rp7.000.000 kisaran per semester,11856,346,"{""website"": ""www.usd.ac.id"", ""email"": ""humas@usd.ac.id"", ""phone"": ""0274-513301 atau 515352""}","Universitas Sanata Dharma (USD) telah berhasil meraih akreditasi perguruan tinggi swasta terbaik di Yogyakarta. USD yang berkembang dari IKIP Sanata Dharma ini memiliki delapan fakultas yang terdiri dari 23 program studi dengan empat di antaranya adalah program pascasarjana. Selain itu, terdapat juga dua program profesi dan program kursus bersertifikat. USD atau yang lebih dikenal dengan sebutan Sadhar ini siap memadukan keunggulan akademik dengan nilai-nilai kemanusiaan yang cerdas dan humanis.",{}
quipper-413,Akademi Keperawatan Hang Tuah Jakarta,Akademi Swasta,https://campus.quipper.com/directory/akademi-keperawatan-hang-tuah-jakarta,Rp6.500.000 kisaran per semester,191,8,"{""website"": ""www.akperhangtuahjakarta.ac.id"", ""email"": ""admin@akperhangtuahjakarta.ac.id"", ""phone"": ""021-5743272""}","Akademi Keperawatan (Akper) Hang Tuah Jakarta didirikan atas dasar besarnya kebutuhan akan tenaga lulusan D-III Keperawatan di rumah sakit, termasuk Rumkital Dr. Mintohardjo. Pada 12 Mei 1996, Kepala Rumkital Dr. Mintohardjo pun mengeluarkan surat perintah pembentukan pendirian akademi keperawatan. Akhirnya, tanggal 1 Agustus 1996, Akper Hang Tuah Jakarta diresmikan oleh Laksamana Muda Abu Hanifa yang kala itu menjabat sebagai Deputi Personil TNI AL.",{}
quipper-414,Lembaga Pendidikan Tinggi Y.A.I,Universitas Swasta,https://campus.quipper.com/directory/lembaga-pendidikan-tinggi-y-a-i,Mulai Rp 5.000.000 kisaran per-semester,,,"{""website"": ""www.yai.ac.id"", ""email"": ""birohumasmarketing.yai@gmail.com"", ""phone"": ""021-3916000""}","Lembaga Pendidikan Tinggi Yayasan Administrasi Indonesia menaugi tiga lembaga pendidikan, yaitu Universitas Persada Indonesia Y.A.I, Sekolah Tinggi Ilmu Ekonomi Y.A.I, dan Akademi Akuntansi Y.A.I. Seperti namanya, perguruan tinggi ini awalnya merupakan lembaga kursus khusus di bidang akuntansi lho, Quipperian. Setelah 46 tahun berkecimpung di dunia pendidikan, LPT Y.A.I kini menjadi salah satu Perguruan Tinggi Swasta terbaik di Indonesia. Untuk mempertahankan eksistensinya, LPT Y.A.I terus melakukan pengembangan mutu pendidikan. Kini LPT Y.A.I telah melakukan kerjasama dengan 21 Universitas dari luar negeri. Selain itu, LPT Y.A.I juga bekerjasama dengan departemen tenaga kerja RI dan lebih dari 1.000 perusahaan negara/swasta. Jadi, Quipperian tidak perlu ragu untuk memilih LPT Y.A.I sebagai tempat studi kalian, ya!",{}
quipper-415,Sekolah Tinggi Teknologi Sapta Taruna,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-sapta-taruna,Rp2.200.000 kisaran per-semester,18,12,"{""website"": ""www.sttsaptataruna.ac.id"", ""email"": ""info@sttsaptataruna.ac.id"", ""phone"": ""021-8194644""}","Sekolah Tinggi Teknologi Sapta Taruna merupakan pengembangan dari Akademi Teknologi Sapta Taruna yang awalnya berdiri pada 7 Juli 1984. Diprakarsai oleh para pejabat di lingkungan Departemen Pekerjaan Umum, sekolah tinggi ini didirikan untuk mencetak para tenaga ahli jalan dan jembatan serta ahli pengelolaan air bersih. Para pengajarnya diambil dari tenaga ahli Departemen Pekerjaan Umum yang sekarang menjadi Kementerian Pekerjaan Umum dan Perumahan Rakyat dan beberapa lembaga negara lain.",{}
quipper-416,Sekolah Tinggi Ilmu Kesehatan Akbidyo,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-akbidyo,Rp5.300.000 kisaran per-semester,472,34,"{""website"": ""www.akbidyo.ac.id"", ""email"": ""info@akbidyo.ac.id"", ""phone"": ""0274-371345""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Akbidyo adalah perubahan bentuk dari Akademi Kebidanan Yogyakarta yang merupakan akademi kebidanan terbaik se-Indonesia. STIKes Akbidyo memiliki tiga program studi di bidang kesehatan, yaitu Kebidanan, Manajemen Informasi Kesehatan dan Farmasi. Kegiatan kuliah di sini didukung oleh dosen-dosen berkualitas dan fasilitas kampus yang memadai. Selain mempelajari teori, mahasiswa juga dididik untuk aktif dalam penelitian serta kegiatan pengabdian masyarakat. Seru ya!",{}
quipper-417,Akademi Teknologi Kulit Yogyakarta,Akademi Negeri,https://campus.quipper.com/directory/akademi-teknologi-kulit-yogyakarta,Rp2.000.000 kisaran per-semester,688,43,"{""website"": ""www.atk.ac.id"", ""email"": ""info@atk.ac.id"", ""phone"": ""0274-383727""}","Akademi Teknologi Kulit (ATK) Yogyakarta merupakan kampus yang berada di bawah Kementerian Perindustrian (Kemenperin). Kampus yang sudah berdiri sejak 1959 ini sekarang sudah berstatus Politeknik. Perubahan itu didasarkan pada MOU antara Sekjen Kemenperin dengan Direktorat Jenderal Dikti Kemendikbud tahun 2012 silam tentang Pembinaan Penyelenggaraan Perguruan Tinggi di Lingkungan Kementerian Perindustrian. Jika kamu berminat kuliah di Politeknik ATK Yogyakarta ini, informasi berikut penting buat kamu ketahui. Yuk, ikuti lebih lanjut.",{}
quipper-418,Sekolah Tinggi Agama Islam Negeri Kudus,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-agama-islam-negeri-kudus,Rp900.000-Rp1.100.000 kisaran per-semester,7762,130,"{""website"": ""www.stainkudus.ac.id"", ""email"": ""tipd@stainkudus.ac.id"", ""phone"": ""0291-432677""}","Quipperian, Sekolah Tinggi Agama Islam Negeri Kudus (STAIN Kudus) adalah satu-satunya perguruan tinggi negeri agama islam di bagian timur Jawa Tengah. Berdirinya STAIN Kudus ini diilhami oleh dua tokoh besar di Kudus, yaitu Sunan Kudus dan Sunan Muria sehingga menginspirasi visi STAIN Kudus yaitu menyebarkan agama islam dan kepandaian dalam memahami problematika masyarakat. Nah, tertarik memperdalam agama islam? Kampus ini bisa menjadi pilihan.",{}
quipper-419,Jakarta International Hotel Schools,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/jakarta-international-hotel-schools,���Rp9.900.000��܉�� ���kisaran��� ���per semester,629,18,"{""website"": ""www.jihs.ac.id"", ""email"": ""info@jihs.ac.id"", ""phone"": ""021-5736332""}","Apakah Quipperian tertarik kuliah di bidang perhotelan dan pariwisata? Nah, mungkin Jakarta
International Hotels School bisa jadi pilihan kalian. Kampus ini terletak di kawasan SCBD
Sudirman. Berdiri pada 12 September 1994, kampus ini telah berhasil meluluskan sekitar 1.636
mahasiswa dan tersebar di industri pariwisata sebanyak 87%. Kampus ini juga memiliki
akreditasi B lho, Quipperian! Yuk, intip profilnya!",{}
quipper-420,Universitas Muria Kudus,Universitas Swasta,https://campus.quipper.com/directory/universitas-muria-kudus,Rp4.000.000 kisaran per-semester,6884,175,"{""website"": ""www.umk.ac.id"", ""email"": ""muria@umk.ac.id"", ""phone"": ""0291-438229""}","Universitas yang didirikan pada tahun 1980 ini merupakan institusi yang selalu berupaya melestarikan nilai-nilai budaya bangsa. Salah satu nilai yang masih dipegang erat sampai saat ini adalah falsafah warisan Sunan Kudus, yaitu “GUSJIGANG”. “GUS” artinya berperilaku bagus, “JI” artinya suka mengaji (menuntut ilmu) dan “GANG” yang artinya pandai berdagang. Berdasar filosofi tersebut, maka Universitas Muria Kudus berusaha untuk mewujudkan universitas yang menghasilkan lulusan yang santun, cerdas, dan berjiwa wirausaha.",{}
quipper-421,Universitas Tunas Pembangunan,Universitas Swasta,https://campus.quipper.com/directory/universitas-tunas-pembangunan,Rp12.000.000 kisaran per-semester,4727,139,"{""website"": ""www.utp.ac.id"", ""email"": ""utp_slo@utp.ac.id, utp_ska@yahoo.com"", ""phone"": ""0271-726278""}","Program akademik di UTP ditata dan dipersiapkan secara profesional sehingga mahasiswa dapat menyelesaikan kuliah tepat pada waktunya, Quipperian. Selain itu, seluruh program studi di UTP juga memiliki akreditasi B, lho! Jadi, Quipperian tidak perlu ragu untuk menjadikan UTP sebagai alternatif pilihan untuk melanjutkan studi.",{}
quipper-422,Sekolah Tinggi Meteorologi Klimatologi dan Geofisika,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-meteorologi-klimatologi-dan-geofisika,,250,37,"{""website"": ""www.stmkg.ac.id"", ""email"": ""admin@stmkg.ac.id"", ""phone"": ""021-73691621""}","Didirikan pada tahun 1955, Sekolah Tinggi milik pemerintah ini dahulunya berada di kawasan Institut Teknologi Bandung. Seiring dengan perkembangan waktu, kampus yang awalnya bernama Akademi Meteorologi dan Geofisika kemudian berubah nama menjadi Balai Pendidikan dan Latihan Meteorologi dan Geofisika hingga akhirnya berubah nama menjadi Sekolah Tinggi Meteorologi Klimatologi dan Geofisika pada tahun 2014. Kini, STMKG memiliki empat program studi dengan jenjang D4 yakni Meteorologi, Klimatologi, Geofisika, dan Instrumensasi",{}
quipper-423,Universitas Tadulako,Universitas Negeri,https://campus.quipper.com/directory/universitas-tadulako,Rp7.000.000 kisaran per semester,22752,1273,"{""website"": ""www.untad.ac.id"", ""email"": ""untad@untad.ac.id"", ""phone"": ""0451-422611, 422355""}","Quipperian, Universitas Tadulako adalah Universitas Negeri yang berada di Palu, Sulawesi Tengah. Awalnya, pada tahun 1961, Universitas Tadulako merupakan universitas swasta. Namun pada tahun 1981 Universitas ini berganti status menjadi universitas negeri. Berdasarkan data Kemristekdikti pada tahun 2017, Universitas Tadulako berada di peringkat 38 dari 100 perguruan tinggi di Indonesia. Prestasi yang sangat baik ya, Quipperian!",{}
