faculty,prodi,institution_code
Fast Track Program,Film dan Televisi,quipper-376
Fast Track Program,Musik,quipper-376
Fast Track Program,Rias dan Busana,quipper-376
Authorized Training Course,Sistem Informasi,quipper-376
Authorized Training Course,Lainnya,quipper-376
Fakultas Teknik Lingkungan,Teknik Lingkungan,quipper-377
Fakultas Teknik Lingkungan,Ilmu Lingkungan,quipper-377
Fakultas Teknologi Sumber Daya Alam,Teknik Pertambangan,quipper-377
Fakultas Teknologi Sumber Daya Alam,Kelautan,quipper-377
Fakultas Teknik Industri,Teknik Industri,quipper-377
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,quipper-378
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-378
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-378
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,quipper-378
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-378
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-378
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,quipper-378
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,quipper-378
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,quipper-378
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Perpustakaan,quipper-378
Fakultas Teknik,Teknik Pertambangan,quipper-378
Fakultas Teknik,Teknik Sipil,quipper-378
Fakultas Teknik,Perencanaan Wilayah dan Kota,quipper-378
Fakultas Agama Islam,Ilmu Komunikasi,quipper-378
Fakultas Agama Islam,Ilmu Agama Islam,quipper-378
Fakultas Agama Islam,Sastra Arab,quipper-378
Fakultas Hukum,Ilmu Hukum,quipper-378
Fakultas Pertanian,Ilmu dan Teknologi Pangan,quipper-378
Fakultas Pertanian,Teknik Pertanian,quipper-378
Fakultas Ilmu Kesehatan,Farmasi,quipper-378
Fakultas Ilmu Kesehatan,Kebidanan,quipper-378
Keperawatan,Ilmu Keperawatan,quipper-379
Keperawatan,Kesehatan Masyarakat,quipper-379
Fakultas Teknik,Teknik Sipil,quipper-380
Fakultas Teknik,Ilmu Teknik,quipper-380
Fakultas Teknik,Teknik Mesin,quipper-380
Fakultas Teknik,Teknik Elektro,quipper-380
Fakultas Teknik,Teknik Informatika,quipper-380
Fakultas Teknik,Teknik Manufaktur,quipper-380
Fakultas Teknik,Teknik Otomotif,quipper-380
Fakultas Teknik,Tata Boga,quipper-380
Fakultas Teknik,Rias dan Busana,quipper-380
Fakultas Teknik,Teknologi Informasi,quipper-380
Fakultas Ekonomi,Ilmu Ekonomi,quipper-380
Fakultas Ekonomi,Manajemen,quipper-380
Fakultas Ekonomi,Akuntansi,quipper-380
Fakultas Ekonomi,Bisnis,quipper-380
Fakultas Ekonomi,Administrasi Perkantoran,quipper-380
Fakultas Ekonomi,Ilmu Administrasi,quipper-380
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-380
Fakultas Ilmu Pendidikan,Keguruan & Pendidikan,quipper-380
Fakultas Ilmu Pendidikan,Psikologi,quipper-380
Fakultas Ilmu Pendidikan,Manajemen Pendidikan,quipper-380
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,quipper-380
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,quipper-380
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-380
Fakultas Ilmu Pendidikan,Filsafat,quipper-380
Fakultas Ilmu Keolahragaan,Pendidikan Guru Sekolah Dasar,quipper-380
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,quipper-380
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-380
Fakultas Ilmu Sosial,Sosiologi,quipper-380
Fakultas Ilmu Sosial,Ilmu Komunikasi,quipper-380
Fakultas Ilmu Sosial,Sejarah,quipper-380
Fakultas Ilmu Sosial,Geografi,quipper-380
Fakultas Ilmu Sosial,Keguruan & Pendidikan,quipper-380
Fakultas Ilmu Sosial,Administrasi Negara (Publik),quipper-380
Fakultas Ilmu Sosial,Pendidikan Geografi,quipper-380
Fakultas Bahasa dan Seni,Tari,quipper-380
Fakultas Bahasa dan Seni,Pendidikan Bahasa Indonesia,quipper-380
Fakultas Bahasa dan Seni,Pendidikan Bahasa Inggris,quipper-380
Fakultas Bahasa dan Seni,Seni Rupa,quipper-380
Fakultas Bahasa dan Seni,Sastra Indonesia,quipper-380
Fakultas Bahasa dan Seni,Sastra Inggris,quipper-380
Fakultas Bahasa dan Seni,Musik,quipper-380
Fakultas Bahasa dan Seni,Sastra & Bahasa Daerah,quipper-380
Fakultas Bahasa dan Seni,Sastra & Bahasa Asing,quipper-380
Fakultas Bahasa dan Seni,Seni Kriya,quipper-380
Fakultas Matematika dan Ilmu Pengetahuan Alam,Pendidikan Matematika,quipper-380
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,quipper-380
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,quipper-380
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,quipper-380
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,quipper-380
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,quipper-380
Program Pascasarjana,Pendidikan Guru Sekolah Dasar,quipper-380
Program Pascasarjana,Psikologi,quipper-380
Program Pascasarjana,Keguruan & Pendidikan,quipper-380
Program Pascasarjana,Pendidikan Bahasa Inggris,quipper-380
Program Pascasarjana,Pendidikan Bahasa Indonesia,quipper-380
Program Pascasarjana,Pendidikan Matematika,quipper-380
Program Pascasarjana,Pendidikan Olahraga,quipper-380
Program Pascasarjana,Ilmu Ekonomi,quipper-380
Program Pascasarjana,Sejarah,quipper-380
Program Pascasarjana,Teknik Mesin,quipper-380
Program Pascasarjana,Teknik Elektro,quipper-380
Program Pascasarjana,Teknik Informatika,quipper-380
Program Pascasarjana,Pendidikan Anak Usia Dini (PAUD),quipper-380
Program Pascasarjana,Biologi,quipper-380
Program Pascasarjana,Kimia,quipper-380
Program Pascasarjana,Bimbingan dan Konseling,quipper-380
Program Pascasarjana,Fisika,quipper-380
Program Pascasarjana,Manajemen Pendidikan,quipper-380
Keperawatan,Ilmu Keperawatan,quipper-381
Ketatalaksanaan Pelayaran Niaga,Kelautan,quipper-382
Ketatalaksanaan Pelayaran Niaga,Teknik Perkapalan,quipper-382
Teknika,Ilmu Teknik,quipper-382
Nautika,Kelautan,quipper-382
Nautika,Nautika,quipper-382
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,quipper-383
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,quipper-383
Fakultas Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,quipper-383
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,quipper-383
Fakultas Ilmu Komunikasi,Sosiologi,quipper-383
Fakultas Ilmu Komunikasi,Ilmu Komunikasi,quipper-383
Fakultas Ilmu Komunikasi,Kesejahteraan Sosial,quipper-383
Fakultas Ilmu Administrasi,Ilmu Administrasi,quipper-383
Ilmu Pelayaran,Lainnya,quipper-384
Ilmu Pelayaran,Kelautan,quipper-384
Ilmu Pelayaran,Ilmu Teknik,quipper-384
Ilmu Pelayaran,Nautika,quipper-384
"Fakultas Ushuluddin, Adab, dan Dakwah",Ilmu Agama Islam,quipper-385
"Fakultas Ushuluddin, Adab, dan Dakwah",Manajemen,quipper-385
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syariah,quipper-385
Fakultas Ekonomi dan Bisnis Islam,Perbankan Syariah,quipper-385
Pascasarjana,Ilmu Agama Islam,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Ilmu Agama Islam,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Biologi,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Bimbingan dan Konseling,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Manajemen Pendidikan,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Matematika,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Inggris,quipper-385
Fakultas Tarbiyah dan Ilmu Keguruan,Sastra Arab,quipper-385
Fakultas Syariah,Ilmu Hukum,quipper-385
Fakultas Syariah,Ilmu Agama Islam,quipper-385
Fakultas Agama Islam,Ilmu Komunikasi,quipper-386
Fakultas Agama Islam,Ilmu Agama Islam,quipper-386
Fakultas Ekonomi,Manajemen,quipper-386
Fakultas Ekonomi,Akuntansi,quipper-386
Fakultas Pertanian,Agroteknologi,quipper-386
Fakultas Pertanian,Peternakan,quipper-386
Fakultas Pertanian,Agribisnis,quipper-386
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-386
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,quipper-386
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-386
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-386
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-386
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-386
Fakultas Hukum,Ilmu Hukum,quipper-386
Fakultas Teknik,Sistem Informasi,quipper-386
Fakultas Teknik,Teknik Informatika,quipper-386
Fakultas Ilmu Kesehatan,Kesehatan Masyarakat,quipper-386
Fakultas Ilmu Kesehatan,Ilmu Keperawatan,quipper-386
Fakultas Ilmu Sosial Politik,Ilmu Administrasi,quipper-386
Fakultas Ilmu Sosial Politik,Sosiologi,quipper-386
Fakultas Ilmu Sosial Politik,Ilmu Komunikasi,quipper-386
Fakultas Pertanian,Agroteknologi,quipper-387
Fakultas Pertanian,Kehutanan,quipper-387
Fakultas Pertanian,Budidaya Perairan (Akuakultur),quipper-387
Fakultas Pertanian,Agribisnis,quipper-387
Fakultas Ekonomi dan Bisnis,Perpajakan,quipper-387
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-387
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-387
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,quipper-387
Fakultas Agama Islam,Ilmu Komunikasi,quipper-387
Fakultas Agama Islam,Ilmu Agama Islam,quipper-387
Fakultas Agama Islam,Sastra Arab,quipper-387
Fakultas Agama Islam,Ilmu Ekonomi,quipper-387
Fakultas Agama Islam,Ilmu Hukum,quipper-387
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,quipper-387
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,quipper-387
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,quipper-387
Fakultas Teknik,Ilmu Teknik,quipper-387
Fakultas Teknik,Teknik Elektro,quipper-387
Fakultas Teknik,Teknik Sipil,quipper-387
Fakultas Teknik,Arsitektur,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Seni Rupa,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Sosiologi,quipper-387
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-387
Fakultas Kedokteran,Pendidikan Dokter,quipper-387
Fakultas Ilmu Administrasi,Ilmu Administrasi Negara,quipper-388
Fakultas Ilmu Administrasi,Ilmu Administrasi Niaga,quipper-388
Fakultas Ilmu Administrasi,Ilmu Administrasi,quipper-388
Fakultas Teknik,Teknik Mesin,quipper-388
Fakultas Teknik,Teknik Elektro,quipper-388
Fakultas Teknik,Teknik Industri,quipper-388
Fakultas Teknik,Teknik Sipil,quipper-388
Fakultas Teknik,Teknik Arsitektur,quipper-388
Fakultas Teknik,Teknik Perencanaan Wilayah dan Kota,quipper-388
Fakultas Teknik,Sistem Informasi,quipper-388
Fakultas Teknik,Manajemen Teknologi,quipper-388
Fakultas Hukum,Ilmu Hukum,quipper-388
Fakultas Ekonomi,Manajemen,quipper-388
Fakultas Ekonomi,Akuntansi,quipper-388
Perhotelan,Perhotelan,quipper-389
Fakultas Kedokteran,Pendidikan Dokter,quipper-390
Fakultas Kedokteran,Farmasi,quipper-390
Fakultas Pertanian,Agribisnis,quipper-390
Fakultas Pertanian,Agroteknologi,quipper-390
Fakultas Pertanian,Ilmu Tanah,quipper-390
Fakultas Pertanian,Kehutanan,quipper-390
Fakultas Pertanian,Budidaya Perairan (Akuakultur),quipper-390
Fakultas Pertanian,Kelautan,quipper-390
Fakultas Teknologi Pangan dan Agroindustri,Ilmu dan Teknologi Pangan,quipper-390
Fakultas Teknologi Pangan dan Agroindustri,Teknik Pertanian,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Sosiologi,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,quipper-390
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-390
Fakultas Peternakan,Peternakan,quipper-390
Fakultas Hukum,Ilmu Hukum,quipper-390
Fakultas Teknik,Teknik Sipil,quipper-390
Fakultas Teknik,Teknik Mesin,quipper-390
Fakultas Teknik,Teknik Elektro,quipper-390
Fakultas Teknik,Teknik Informatika,quipper-390
Fakultas Teknik,Arsitektur,quipper-390
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,quipper-390
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,quipper-390
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,quipper-390
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-390
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-390
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,quipper-390
Fakultas Ekonomi dan Bisnis,Pariwisata,quipper-390
Fakultas Ekonomi dan Bisnis,Perpajakan,quipper-390
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,quipper-390
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,quipper-390
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,quipper-390
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,quipper-390
Fakultas Matematika dan Ilmu Pengetahuan Alam,Teknik Lingkungan,quipper-390
Program Pascasarjana,Administrasi Pendidikan,quipper-390
Program Pascasarjana,Keguruan & Pendidikan,quipper-390
Keperawatan,Ilmu Keperawatan,quipper-391
Kebidanan,Kebidanan,quipper-391
Fakultas Ilmu Tarbiyah dan Keguruan,Ilmu Agama Islam,quipper-392
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Bahasa Inggris,quipper-392
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Anak Usia Dini (PAUD),quipper-392
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Guru Sekolah Dasar,quipper-392
Fakultas Ilmu Tarbiyah dan Keguruan,Sastra Arab,quipper-392
Fakultas Ilmu Tarbiyah dan Keguruan,Manajemen Pendidikan,quipper-392
Fakultas Ilmu Sosial dan Politik,Sosiologi,quipper-392
Fakultas Ilmu Sosial dan Politik,Ilmu Politik,quipper-392
Fakultas Psikologi dan Kesehatan,Gizi,quipper-392
Fakultas Psikologi dan Kesehatan,Psikologi,quipper-392
Fakultas Syariah dan Hukum,Ilmu Hukum,quipper-392
Fakultas Syariah dan Hukum,Ilmu Politik,quipper-392
Fakultas Usluhudin dan Humaniora,Filsafat,quipper-392
Fakultas Usluhudin dan Humaniora,Ilmu Agama Islam,quipper-392
Fakultas Sains dan Teknologi,Matematika,quipper-392
Fakultas Sains dan Teknologi,Fisika,quipper-392
Fakultas Sains dan Teknologi,Kimia,quipper-392
Fakultas Sains dan Teknologi,Biologi,quipper-392
Fakultas Sains dan Teknologi,Pendidikan Matematika,quipper-392
Fakultas Sains dan Teknologi,Keguruan & Pendidikan,quipper-392
Fakultas Sains dan Teknologi,Teknik Informatika,quipper-392
Fakultas Sains dan Teknologi,Teknologi Informasi,quipper-392
Fakultas Dakwah dan Komunikasi,Manajemen,quipper-392
Fakultas Dakwah dan Komunikasi,Ilmu Komunikasi,quipper-392
Fakultas Dakwah dan Komunikasi,Bimbingan dan Konseling,quipper-392
Fakultas Ekonomi dan Bisnis Islam,Akuntansi,quipper-392
Fakultas Ekonomi dan Bisnis Islam,Manajemen,quipper-392
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syariah,quipper-392
Fakultas Ekonomi dan Bisnis Islam,Perbankan Syariah,quipper-392
Ekonomi dan Bisnis,Manajemen,quipper-393
Ekonomi dan Bisnis,Akuntansi,quipper-393
Fakultas Ilmu Komputer,Ilmu Komputer,quipper-394
Fakultas Agama Islam,Ilmu Agama Islam,quipper-394
Fakultas Ekonomi dan Bisnis,Perpajakan,quipper-394
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-394
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-394
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,quipper-394
Fakultas Hukum,Ilmu Hukum,quipper-394
Fakultas Filsafat,Filsafat,quipper-394
Fakultas Pertanian,Agroteknologi,quipper-394
Fakultas Pertanian,Peternakan,quipper-394
Fakultas Teknik,Teknik Elektro,quipper-394
Fakultas Teknik,Arsitektur,quipper-394
Keperawatan,Ilmu Keperawatan,quipper-395
Keperawatan,Kesehatan Masyarakat,quipper-395
Ilmu Hukum,Ilmu Hukum,quipper-396
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-397
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-397
Fakultas Ilmu Komputer,Teknik Informatika,quipper-397
Fakultas Ilmu Komputer,Sistem Informasi,quipper-397
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-397
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-397
Fakultas Ilmu Kesehatan,Farmasi,quipper-397
Fakultas Ilmu Kesehatan,Ilmu Keperawatan,quipper-397
Fakultas Ilmu Kesehatan,Gizi,quipper-397
Fakultas Ilmu Kesehatan,Ilmu Administrasi,quipper-397
Fakultas Agama Islam,Perbankan,quipper-397
Fakultas Agama Islam,Ilmu Agama Islam,quipper-397
Fakultas Agama Islam,Keguruan & Pendidikan,quipper-397
Fakultas Agama Islam,Ilmu Ekonomi,quipper-397
Fakultas Teknik,Biologi,quipper-398
Fakultas Teknik,Fisika,quipper-398
Fakultas Teknik,Kimia,quipper-398
Fakultas Teknik,Matematika,quipper-398
Fakultas Teknik,Teknik Industri,quipper-398
Fakultas Teknik,Teknik Mesin,quipper-398
Fakultas Teknik,Teknik Informatika,quipper-398
Fakultas Teknik,Teknik Sipil,quipper-398
Fakultas Pertanian,Agroteknologi,quipper-398
Fakultas Pertanian,Budidaya Perairan (Akuakultur),quipper-398
Fakultas Pertanian,Agribisnis,quipper-398
Fakultas Hukum,Ilmu Hukum,quipper-398
Fakultas Ekonomi,Manajemen,quipper-398
Fakultas Ekonomi,Akuntansi,quipper-398
Fakultas Ekonomi,Ekonomi Pembangunan,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Geografi,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Sejarah,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Pendidikan Olahraga,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Pendidikan Matematika,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Biologi,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Kimia,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Fisika,quipper-398
Fakultas Keguruan & Ilmu Pendidikan,Pendidikan Geografi,quipper-398
Komunikasi,Ilmu Komunikasi,quipper-399
Komunikasi,Public Relations,quipper-399
Komunikasi,Broadcasting (Penyiaran),quipper-399
Fakultas Teologi,Teologi,quipper-400
Fakultas Sains dan Teknologi,Teknik Mesin,quipper-400
Fakultas Sains dan Teknologi,Matematika,quipper-400
Fakultas Sains dan Teknologi,Teknik Elektro,quipper-400
Fakultas Sains dan Teknologi,Teknik Informatika,quipper-400
Fakultas Ekonomi,Manajemen,quipper-400
Fakultas Ekonomi,Ilmu Ekonomi,quipper-400
Fakultas Ekonomi,Akuntansi,quipper-400
Fakultas Sastra,Sejarah,quipper-400
Fakultas Sastra,Sastra Indonesia,quipper-400
Fakultas Sastra,Sastra Inggris,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Akuntansi,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-400
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-400
Fakultas Farmasi,Farmasi,quipper-400
Fakultas Psikologi,Psikologi,quipper-400
Pascasarjana,Sastra Inggris,quipper-400
Pascasarjana,Lainnya,quipper-400
Keperawatan,Ilmu Keperawatan,quipper-401
Fakultas Teknik (Universitas Persada Indonesia Y.A.I),Teknik Informatika,quipper-402
Fakultas Teknik (Universitas Persada Indonesia Y.A.I),Sistem Informasi,quipper-402
Fakultas Teknik (Universitas Persada Indonesia Y.A.I),Teknik Sipil,quipper-402
Fakultas Teknik (Universitas Persada Indonesia Y.A.I),Arsitektur,quipper-402
Fakultas Teknik (Universitas Persada Indonesia Y.A.I),Teknik Industri,quipper-402
Ilmu Ekonomi (Sekolah Tinggi Ilmu Ekonomi Y.A.I),Manajemen,quipper-402
Ilmu Ekonomi (Sekolah Tinggi Ilmu Ekonomi Y.A.I),Akuntansi,quipper-402
Fakultas Komunikasi (Universitas Persada Indonesia Y.A.I),Ilmu Komunikasi,quipper-402
Fakultas Komunikasi (Universitas Persada Indonesia Y.A.I),Desain,quipper-402
Fakultas Komunikasi (Universitas Persada Indonesia Y.A.I),Film dan Televisi,quipper-402
Fakultas Psikologi (Universitas Persada Indonesia Y.A.I),Psikologi,quipper-402
Akademi Akuntansi (Akademi Akuntansi Y.A.I),Akuntansi,quipper-402
Fakultas Ekonomi dan Bisnis (Universitas Persada Indonesia Y.A.I),Manajemen,quipper-402
Teknologi,Teknik Informatika,quipper-403
Teknologi,Teknik Lingkungan,quipper-403
Teknologi,Teknik Sipil,quipper-403
Ilmu Kesehatan,Kebidanan,quipper-404
Ilmu Kesehatan,Farmasi,quipper-404
Ilmu Kesehatan,Kesehatan Masyarakat,quipper-404
Teknologi Pengolahan Kulit,Teknik Industri,quipper-405
Teknologi Pengolahan Kulit,Lainnya,quipper-405
Fakultas Ushuluddin,Ilmu Agama Islam,quipper-406
Fakultas Dakwah dan Komunikasi,Kesejahteraan Sosial,quipper-406
Fakultas Dakwah dan Komunikasi,Ilmu Agama Islam,quipper-406
Fakultas Dakwah dan Komunikasi,Ilmu Komunikasi,quipper-406
Fakultas Syariah dan Ekonomi Islam,Manajemen,quipper-406
Fakultas Syariah dan Ekonomi Islam,Ilmu Agama Islam,quipper-406
Fakultas Syariah dan Ekonomi Islam,Ilmu Ekonomi,quipper-406
Fakultas Tarbiyah,Pendidikan Guru Sekolah Dasar,quipper-406
Fakultas Tarbiyah,Ilmu Agama Islam,quipper-406
Fakultas Tarbiyah,Keguruan & Pendidikan,quipper-406
Fakultas Psikologi,Psikologi,quipper-408
Fakultas Hukum,Ilmu Hukum,quipper-408
Fakultas Teknik,Teknik Mesin,quipper-408
Fakultas Teknik,Teknik Elektro,quipper-408
Fakultas Teknik,Teknik Industri,quipper-408
Fakultas Teknik,Teknik Informatika,quipper-408
Fakultas Teknik,Sistem Informasi,quipper-408
Fakultas Pertanian,Agroteknologi,quipper-408
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-408
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-408
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-408
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-408
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-408
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-408
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-408
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-409
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-409
Fakultas Ilmu Komputer,Teknik Informatika,quipper-409
Fakultas Ilmu Komputer,Sistem Informasi,quipper-409
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-409
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-409
Fakultas Ilmu Kesehatan,Farmasi,quipper-409
Fakultas Ilmu Kesehatan,Ilmu Keperawatan,quipper-409
Fakultas Ilmu Kesehatan,Gizi,quipper-409
Fakultas Ilmu Kesehatan,Ilmu Administrasi,quipper-409
Fakultas Agama Islam,Perbankan,quipper-409
Fakultas Agama Islam,Ilmu Agama Islam,quipper-409
Fakultas Agama Islam,Keguruan & Pendidikan,quipper-409
Fakultas Agama Islam,Ilmu Ekonomi,quipper-409
Fakultas Teknik,Biologi,quipper-410
Fakultas Teknik,Fisika,quipper-410
Fakultas Teknik,Kimia,quipper-410
Fakultas Teknik,Matematika,quipper-410
Fakultas Teknik,Teknik Industri,quipper-410
Fakultas Teknik,Teknik Mesin,quipper-410
Fakultas Teknik,Teknik Informatika,quipper-410
Fakultas Teknik,Teknik Sipil,quipper-410
Fakultas Pertanian,Agroteknologi,quipper-410
Fakultas Pertanian,Budidaya Perairan (Akuakultur),quipper-410
Fakultas Pertanian,Agribisnis,quipper-410
Fakultas Hukum,Ilmu Hukum,quipper-410
Fakultas Ekonomi,Manajemen,quipper-410
Fakultas Ekonomi,Akuntansi,quipper-410
Fakultas Ekonomi,Ekonomi Pembangunan,quipper-410
Fakultas Keguruan & Ilmu Pendidikan,Geografi,quipper-410
Fakultas Keguruan & Ilmu Pendidikan,Sejarah,quipper-410
