id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah,kelompok,pembina,kode_pt,email,no_tel,no_fax,website,alamat,nm_singkat,kode_pos,kecamatan_pt,lintang_pt,bujur_pt,tgl_berdiri_pt,tgl_sk_pendirian_sp,sk_pendirian_sp,akreditasi_pt,status_akreditasi
MgLA7-ZmcZ4DvmK4Ds9coPvlX5XCO9RkhB11Ri38Yn1v_WDJ5ZQTHB3f8yz5HXzxMgzlsg==,Kota Padang,Prov. Sumatera Barat,B,STIE KBP PADANG,Aktif,Sekolah Tinggi Ilmu Ekonomi KBP,Swasta,3,3.000.000 - 7.000.000,Perguruan Tinggi Swasta,LLDIKTI X,103009  ,ppmkbp@gmail.com,0751-51398,0751-55450,http://www.akbpstie.ac.id/,Jalan Khatib Sulaiman No 61 ,STIE KBP PADANG,25136,Tidak Diisi,-0.9153722,100.3585383,1985-04-17T00:00:00Z,2016-09-23T00:00:00Z,424/KPT/I/2016,B,-
vpbrGG3QPDOafg1ZdD9I60ZSjB2RevvnRE4WPCMbCL5yVrAdREfyABCZJqD_2Z4bEpFDIQ==,Kab. Kendal,Prov. Jawa Tengah,Baik,POLIFURNEKA,Aktif,Politeknik Industri Furnitur dan Pengolahan Kayu,Kedinasan,3,2.200.000 - 2.200.000,Perguruan Tinggi Kementerian Lain,Kementerian Perindustrian,435010  ,humas@poltek-furnitur.ac.id,0294 3692732,-,poltek-furnitur.ac.id,-,POLIFURNEKA,-,Tidak Diisi,-6.929428,110.256226,2018-06-22T00:00:00Z,2018-06-22T00:00:00Z,538/KPT/I/2018,Baik,-
WacRCiL8QCua2OSP_1Ed1zqcMxBXWorFusw9nV1v5PbONaqVb1yWK7SThjfutraJ2K8tIA==,Kab. Bekasi,Prov. Jawa Barat,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Pelita Bangsa,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI IV,043169  ,akademik.upb@gmail.com,021 - 28518181 82 83,021 - 2851 8180,www.pelitabangsa.ac.id,-,-,17131,Kec. Cikarang Pusat,0.0,0.0,2001-02-09T00:00:00Z,2001-02-09T00:00:00Z,15/D/O/2001,-,-
4GpNnjKDgPxRJqPbHl6-B5RWBa20p0wC5X56P5eY6mjB2WiarZDFDI_Ak1RAg776paCzKw==,Kab. Ciamis,Prov. Jawa Barat,Baik Sekali,Unigal,Aktif,Universitas Galuh,Swasta,37,1.500.000 - 10.500.000,Perguruan Tinggi Swasta,LLDIKTI IV,041023  ,info@unigal.ac.id,(0265) 776787,(0265) 776787,https://unigal.ac.id/,Jalan R.E. Martadinata No. 150 ,Unigal,46251,Tidak Diisi,-7.3126458,108.355751,1995-07-21T00:00:00Z,1995-07-21T00:00:00Z,181995,Baik Sekali,-
LYbTiYpL9NeRFWLD60riWSwPm134hh9hcQNse2dfPBaOG-vxnTrscoJpoK162Y7lShDXrg==,Kota Jayapura,Prov. Papua,-,stikom,Alih Bentuk,STIKOM Muhammadiyah Jayapura,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI XIV,143012  ,stikom.jayapura@yahoo.com,0967586714,0967586714,stikomjayapura.ac.id,Jalan Abepantai No 25 Tanah Hitam,stikom,99351,Tidak Diisi,-2.6140897,140.678712,2001-09-26T00:00:00Z,2001-09-26T00:00:00Z,181DO2001,-,-
ns1p5lnRiMilR8yJasNY4ERVd-6vNDAa3Ybh84GfwMaTbZL5Q9Wk-N09sPJ58lS4Zos_mg==,Kota Jambi,Prov. Jambi,Baik,Politeknik Jambi,Aktif,Politeknik Jambi,Swasta,9,1.700.000 - 10.777.000,Perguruan Tinggi Swasta,LLDIKTI X,105006  ,info@politeknikjambi.ac.id,0741-5917477,0741-581505,www.politeknikjambi.ac.id,Jalan Lingkar Barat III Lrg Veteran Kelurahan Bagan Bete Kecamatan Kotabaru Jamb,Politeknik Jambi,36112,Tidak Diisi,-1.6413457,103.5520065,2003-07-09T00:00:00Z,2003-07-09T00:00:00Z,102D02003,Baik,-
5V2SR1XZLXaBPE2-iD1E4qTlf_N549_hvXPlUQp1biuY1tZP7ZFJdxAbYulvf9oF6LfIHQ==,Kab. Klaten,Prov. Jawa Tengah,-,STAHN Japa,Aktif,Sekolah Tinggi Agama Hindu Negeri Jawa Dwipa Klaten Jawa Tengah,Agama,8,600.000 - 1.200.000,Perguruan Tinggi Agama,PTA Hindu Negeri,243010  ,info@stahnjapa.ac.id,(0272) 3393936,-,-,-,STAHN Japa,-,Tidak Diisi,-7.6923504,110.6221478,2024-05-13T00:00:00Z,2024-05-13T00:00:00Z,PMA Nomor 6 Tahun 2024,-,-
3gRDhvifhIjzlIjbraTHIMdL5zXrKNpQzm7i97eoKPXdSA5-ox7DvreWv6iDk6Zl79cHkg==,Kab. Temanggung,Prov. Jawa Tengah,Baik,INISNU TEMANGGUNG,Aktif,Institut Islam Nahdlatul Ulama Temanggung,Agama,8,2 - 11.100.000,Perguruan Tinggi Agama,PTA Islam Swasta,212104  ,inisnu@gmail.com,0293 4962963,-,inisnu.ac.id,-,INISNU TEMANGGUNG,-,Tidak Diisi,-7.331093,110.2021337,2021-03-12T00:00:00Z,2021-03-12T00:00:00Z,324 tahun 2021,Baik,-
Qem7uMB2xC076gfBnXU1j1n1JWUeuK7QBkF46WgFVc1A9PNLi5sweRE7C-XwQ6BxqhFPgw==,Kab. Bangkalan,Prov. Jawa Timur,Baik,STAMIDIYA,Aktif,STAI Al-Hamidiyah Bangkalan,Agama,1,-,Perguruan Tinggi Agama,PTA Islam Swasta,213201  ,info@alhamidiyah.ac.id,085257756064,031-81996633,alhamidiyah.ac.id,Jl. Raya KH. Zarkasyi No. 74 Sen-Asen Konang   69175 Bangkalan,STAMIDIYA,69175,Tidak Diisi,-7.0683488,113.100264,2004-03-02T00:00:00Z,2004-03-02T00:00:00Z,Dj.II/27/2004,Baik,-
sluhBRVbEh5sijkPT9Ub_U9BPPdpe66fg_Lu-_6a9gdh_BswdeJ6nNYhnNBCOcfjc76g-Q==,Kab. Aceh Tamiang,Prov. Aceh,-,AMBA,Alih Kelola,Akademi Manajemen Banda Aceh,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI XIII,134001  ,ambatamiang@yahoo.com,06417010410,06417010410,www.amba.ac.id,Jl. Medan Banda Aceh KM.120 Bukit rata kuala simpang kabupaten Aceh Tamiang Prop,AMBA,24475,Tidak Diisi,0.0,0.0,1990-05-04T00:00:00Z,1990-05-04T00:00:00Z,0341/O/1990,-,-
IGkrI4w_AcuSHAieBUSFteC03vevBhHVe_A7-yZqi-R5Gna5gYiyocc8JrIQM5a7p5Vvfg==,Kota Bandar Lampung,Prov. Lampung,Baik Sekali,STIAB Jinarakkhita,Aktif,Sekolah Tinggi Ilmu Agama Buddha Jinarakkhita,Agama,3,2.900.000 - 2.900.000,Perguruan Tinggi Agama,PTA Buddha Swasta,293005  ,kampus@stiab-jinarakkhita.ac.id,082139114444,+62721781263,https://stiab-jinarakkhita.ac.id/,Jl. Raya Suban No. 86  Kel. Pidada  Kec. Panjang Bandar Lampung 35241,STIAB Jinarakkhita,35221,Tidak Diisi,-4.8408916,105.7694445,2006-02-07T00:00:00Z,2006-02-07T00:00:00Z,DJ.V/06/SK/2006,Baik Sekali,-
nbAyQCYR_2zUPZ3rgKxhV-c1C72i9ISMPyfn06TTQd431HszMib6JBV98MZVp6ubwt1amg==,Kota Cimahi,Prov. Jawa Barat,-,STKIP Siliwangi,Alih Bentuk,STKIP Siliwangi,Swasta,10,-,Perguruan Tinggi Swasta,LLDIKTI IV,043041  ,stkipsiliwangi4341@yahoo.co.id,022 6658680,022 6629913,http://stkipsiliwangi.ac.id,Jl Terusan Jenderal Sudirman - Cimahi,STKIP Siliwangi,40526,Kec. Cimahi Tengah,-6.887477,107.52966,1987-10-10T00:00:00Z,1987-10-10T00:00:00Z,06301987,-,-
oeAUCvEx_12R317PIJr8bxZ1NUKoyxHJyRdA58aL1goyfzfxliYKjrvvZ9cqvxymCUcfrA==,Kota Surabaya,Prov. Jawa Timur,-,STIU,Alih Bentuk,Sekolah Tinggi Ilmu Ushuluddin Masjid Al Akbar Surabaya Jawa Timur,Agama,2,-,Perguruan Tinggi Agama,PTA Islam Swasta,213623  ,staialakbarsby@gmail.com,031-8289755/8289756,031-8286896,www.staialakbarsurabaya.ac.id,Jalan Masjid Al Akbar Kabupaten Surabaya  Jawa timur,STIU,-,Tidak Diisi,20.840152,114.7992621,2017-07-17T00:00:00Z,2017-07-17T00:00:00Z,Nomor: 3812 Tahun 2017,-,-
i2plBS0Xp8YeOfhhS4m1Z4jhFl58qsL_BrRjxUWLfccx7yw_l1OCEb7F32xC8_boDdmxqg==,Kota Semarang,Prov. Jawa Tengah,Baik,Unkaha,Aktif,Universitas Karya Husada Semarang,Swasta,13,3.000.000 - 11.000.000,Perguruan Tinggi Swasta,LLDIKTI VI,061064  ,info@unkaha.ac.id,024 6724581,024 6724581,www.unkaha.ac.id,-,Unkaha,-,Tidak Diisi,-7.03097,110.45836,2021-07-19T00:00:00Z,2021-07-19T00:00:00Z,328/E/O/2021,Baik,-
Xbnc-71aVop8ZOQrZ6ZV3UYLZAMpIrvH54MSdZElIq5Q-ViLBDHR9pqgT8_oTD_W1AJG9Q==,Kota Madiun,Prov. Jawa Timur,-,Akper Dr.Soedono Mad,Aktif,Akademi Keperawatan Dr. Soedono Madiun Prov. Jawa Timur,Kedinasan,1,-,Perguruan Tinggi Kementerian Lain,Kementerian Dalam Negeri,344047  ,akpermadiun@gmail.com,0351-463310,0351-491702,http://www.akpermadiun.ac.id, Jl.Imam Bonjol No.1 Madiun,Akper Dr.Soedono Mad,63117,Tidak Diisi,0.0,0.0,2012-10-10T00:00:00Z,2012-10-10T00:00:00Z,354/E/O/2012,-,-
OZ4mTTRNU8wtwX2NMcKJoUH1HgxhTUbUVnDs_Tl6jRObHtWcIRfETMhTMuupXJkbZqqJ3A==,Kab. Bandung,Prov. Jawa Barat,-,-,Tutup,STAI Azzakiyah Ujungberung Bandung,Agama,2,-,Perguruan Tinggi Agama,PTA Islam Swasta,213113  ,-,-,-,www.azzakiyyah.com,-,-,     ,Tidak Diisi,0.0,0.0,2003-05-01T00:00:00Z,2003-05-01T00:00:00Z,NO.Dj.II/75/03,-,-
sklL6jYE9LFQeC4y4AVzoOfaxfjSjF0WAMwLCC0nRfM1j0MPr8wnaMwLFU1qfecyu3NUmw==,Kota Tangerang,Prov. Banten,Baik,-,Aktif,STMIK PGRI Tangerang,Swasta,2,2.400.000 - 2.400.000,Perguruan Tinggi Swasta,LLDIKTI IV,043242  ,stmik@pgri.id,021-5523052,021-55795777,www.pgri-tng.ac.id,Jalan Perintis Kemerdekaan II Cikokol,-,15100,Tidak Diisi,-6.1964568,106.6323523,2004-03-01T00:00:00Z,2006-11-27T00:00:00Z,4327DT2006,Baik,-
ZVaQJ68YlHSdYFlY_DovzVw3jlZYeFcb_OfLYWE2EYGlrYCRFNgOEDWgAJaJPVOeNNl2zg==,Kota Padang Sidempuan,Prov. Sumatera Utara,-,-,Tutup,Sekolah Tinggi Ilmu Ekonomi Y P Kampus,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI I,013076  , ,063422896-21682, 063422896, ,Jalan St Soripada Mulia 64 A Padangsidimpuan Utara,-,22716,Tidak Diisi,0.0,0.0,1999-05-27T00:00:00Z,1999-07-13T00:00:00Z,113DO1999,-,-
sRGs2XAE23bAU1VqWiGeeUnh1cdK5DkOaeSHgWvPDrF8mCxCB1K4kvH5947eTgriqPgX-A==,Kab. Deli Serdang,Prov. Sumatera Utara,-,STIQ ASH-SHIDDIQ,Aktif,Sekolah Tinggi Ilmu Al-Qur'an Ash-Shiddiq,Agama,1,800.000 - 800.000,Perguruan Tinggi Agama,PTA Islam Swasta,213546  ,-,-,-,-,Jalan Hidayatullah  DUsun II  Desa Bandar Labuhan  Kecamatan Tanjung Morawa,STIQ ASH-SHIDDIQ,20362,Tidak Diisi,3.4963299,98.7703943,2015-03-23T00:00:00Z,2022-10-10T00:00:00Z,1115 Tahun 2022,-,-
UmkLTOlxpfDqiLp4wl3ziViqyLVnPxMzYtINPt0PTQY8nl7fZaGukLd1T9BETycgmuwIig==,Kab. Banyumas,Prov. Jawa Tengah,-,-,Aktif,Akademi Pertanian Hkti Banyumas,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI VI,064011  ,aktan_hkti@yahoo.com,08156974743, , ,Jalan Raya Purwokerto Km 12 Kalibagor,-,53191,Tidak Diisi,0.0,0.0,1981-06-01T00:00:00Z,2007-08-22T00:00:00Z,2335DT2007,-,-
xHgWl4Ms7kxxZWtbiu-fUdRRwZQGZ6kKSuH7GSv8IoW0rYJlI4PwbNwT4ZhmrQRtE_ho8w==,Kota Manado,Prov. Sulawesi Utara,B,Polkesdo,Aktif,Poltekkes Kemenkes Manado,Kedinasan,13,400.000 - 13.700.000,Perguruan Tinggi Kementerian Lain,Kementerian Kesehatan,405025  ,direktorat@poltekkesmanado.ac.id,0431-833773; 833774,0431-834310,poltekkes-manado.ac.id,Jl. R. W. Mongisidi Malalayang II Manado,Polkesdo,95263,Tidak Diisi,1.457711,124.807187,2001-04-16T00:00:00Z,2001-04-16T00:00:00Z,298/MENKES-KESOS/SK/IV/2001,B,-
f3BJtgR6NltliTQTCgJR8CrnWWEi8_ppUTm1YkVMwpYXmkk4NKvQXt3Bf4UTfl0O7FrVxA==,Kota Tomohon,Prov. Sulawesi Utara,-,-,Alih Bentuk,Akademi Fisioterapi ST Lukas Tomohon,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI XVI,164025  , akfis.lukas@yahoo.com, 0431-356774, , , Tomohon,-,0    ,Tidak Diisi,0.0,0.0,2012-01-20T00:00:00Z,2012-01-20T00:00:00Z,23/E/O/2012,-,-
OL1Omk4EXQy4K-0aABc1iwBiv13TVa5KJPYgKu9KmoYUuRYZaM8gDyPmNT-76AQG1cBrig==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,-,-,Aktif,Sekolah Tinggi Ilmu Ekonomi Taman Siswa,Swasta,2,2.400.000 - 2.400.000,Perguruan Tinggi Swasta,LLDIKTI III,033086  ,stietamsisjakarta@yahoo.com,021 4265630,021 42884122, ,Jalan Garuda No 44  Kemayoran ,-,10620,Tidak Diisi,0.0,0.0,1993-09-04T00:00:00Z,1995-06-05T00:00:00Z,161DO1995,-,-
G-ifsTL097UQKq9wMju17xksygTHIZ6zdD8DSA5m77waa-hmA0SGblkFhLPrlS8hL0figQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,APP,Aktif,Akademi Pimpinan Perusahaan,Kedinasan,5,-,Perguruan Tinggi Kementerian Lain,Kementerian Perindustrian,434004  ,akademik@app-jakarta.ac.id,0217270215,0217271847,app-jakarta.ac.id,Jl. Timbul No. 34 Kelurahan Cipedak Kecamatan Jagakarsa Jakarta Selatan,APP,12630,Tidak Diisi,0.0,0.0,0001-01-01T00:00:00Z,-,-,-,-
X6zvLhIBNcZGMFGTJQ_NkJSeqCNId6cVlzTdZfLmsDf2WyZQT6u-y9fonz5V963Q34fvIg==,Kota Makassar,Prov. Sulawesi Selatan,-,ATIM,Aktif,Akademi Teknik Industri Makassar,Kedinasan,4,-,Perguruan Tinggi Kementerian Lain,Kementerian Perindustrian,434005  ,tika_mks@yahoo.com,0411449609,0411449867,www.atim.ac.id,Jl. Sunu No. 220 ,ATIM,0    ,Tidak Diisi,0.0,0.0,2009-10-19T00:00:00Z,2009-10-19T00:00:00Z,150/M-IND/PER/10/2009 ,-,-
VWk86_qsNDYMS2lWJguNvef-7OKM6SVh3QOKWkuZuq283G24zA7mbPcbkuXNbZbMbF9JnA==,Kab. Maluku Tenggara,Prov. Maluku,Baik Sekali,Polikant Tual,Aktif,Politeknik Perikanan Negeri Tual,Negeri,10,-,Perguruan Tinggi Negeri,PTN,005022  , sekretariat@polikant.ac.id,091621377,091621377, www.polikant.ac.id,Jalan Langgur-Sathean Km. 6,Polikant Tual,97612,Tidak Diisi,-5.7149585,132.7463317,1997-07-18T00:00:00Z,1997-07-18T00:00:00Z,4DO1997,Baik Sekali,-
5vRXeIRvJ4JFTEAfv2cuJJUFEBQkDwLzChiuWDXEGYHxCYZemGnU3LPWH9FP_lSbJn9u4Q==,Kab. Mamuju,Prov. Sulawesi Barat,Baik,-,Aktif,Universitas Sulbar Manarang,Swasta,6,-,Perguruan Tinggi Swasta,LLDIKTI IX,091079  ,-,-,-,-,-,-,-,Tidak Diisi,0.0,0.0,2022-10-27T00:00:00Z,2022-10-27T00:00:00Z,781/E/O/2022,Baik,-
Z1hzB2Kx0d6_AnUW0cTqVsfZ9d7KGoe3yVDHgpufp6dudFXGpnwUNQ-5n3DA30Z8cFsl0g==,Tidak Diisi,Prov. D.I. Yogyakarta,-,STIA Alma Ata Yogyak,Alih Bentuk,STAI Alma Ata Yogyakarta,Agama,4,-,Perguruan Tinggi Agama,PTA Islam Swasta,213189  ,stia@almaata.ac.id,(0274) 4342 288 (027,(0274) 434 2269,www.almaata.ac.id,Jl. Ringroad Barat Daya No. 01 Tamantirto Yogyakarta,STIA Alma Ata Yogyak,55011,Tidak Diisi,0.0,0.0,2010-12-07T00:00:00Z,2010-12-07T00:00:00Z,--,-,-
PdvyBqo95RvV8MpPX9dmrLqMAmvwUh-IqrNj45Cf3-fELdNAKPRqQeSUMnTPar7gXD0M1A==,Kab. Nias,Prov. Sumatera Utara,-,AKPER Gunungsitoli P,Alih Bentuk,Akademi Keperawatan Gunungsitoli Pemerintah Kabupaten Nias,Kedinasan,1,-,Perguruan Tinggi Kementerian Lain,Kementerian Dalam Negeri,344017  ,upt.akper.gunungsitoli@gmail.comm,(0639) 7000285 ,(0639) 7000285 ,www.akpergunungsitoli.ac.id ,Jl. Iraonogeba  Kota Gunungsitoli,AKPER Gunungsitoli P,22815,Tidak Diisi,0.0,0.0,2012-10-10T00:00:00Z,2012-10-10T00:00:00Z,354/E/O/2012,-,-
A2UyeOchQFxIXt8DZuE3BOyeafX_bOw73LS55nJ9PBfCLoI_J4p89uN4RaekPTn7c5ENpg==,Kab. Kuburaya,Prov. Kalimantan Barat,Baik,STAKatN Pontianak,Aktif,Sekolah Tinggi Agama Katolik Negeri Pontianak,Agama,6,600.000 - 2.500.000,Perguruan Tinggi Agama,PTA Katolik Negeri,263001  ,admin@stakatnpontianak.ac.id,(0561) 6710424,-,https://www.stakatnpontianak.ac.id/,Jl. Parit Haji Muksin 2  KM 2 Kubu Raya,STAKatN Pontianak,-    ,Tidak Diisi,-0.1043808,109.3628561,2017-01-17T00:00:00Z,2017-01-17T00:00:00Z,PMA NOmor: 3 Tahun 2017,Baik,-
ZSttpewpvvhr1npK7eLmaYrU-sWm-F0Wnzjvcatp9kcXvSqljy0LcffsDVCrrOojPLh9IQ==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Aktif,Sekolah Tinggi Teologi Inalta,Agama,2,300.000 - 400.000,Perguruan Tinggi Agama,PTA Kristen Swasta,233089  , stt_inalta@yahoo.com,02127934798, , , Jl. Rempoa Permai No. 1-2  Bintaro  Pesanggrahan  Jakarta Selatan.,-,12330,Tidak Diisi,0.0,0.0,2004-01-05T00:00:00Z,2004-01-05T00:00:00Z,Dj.III/Kep/HK.005/07/07/2004,-,-
_roB5gxJgbomwOlv1RhT35cBppNtxlXuHxio5WSfWE73C7dnVI7NyaPDP7GplWl4Ljk_gQ==,Kota Manado,Prov. Sulawesi Utara,-,-,Aktif,Sekolah Tinggi Teologi Agape Manado,Agama,1,-,Perguruan Tinggi Agama,PTA Kristen Swasta,233298  ,sttagapemanado@gmail.com,085240556091, , ,Gedung Percetakan Negara  Jl. Lumimuut No. 2 Tikala Manado,-,95110,Tidak Diisi,0.0,0.0,2012-12-10T00:00:00Z,2012-12-10T00:00:00Z,871,-,-
roHWQopxONJUhXmVpZhOOmItY7j5yvHGg_c2aVCs8vi9toy3jIGnO5w-Lz4q4athjpm9Vw==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,-,AKPER SUMBER WARAS,Alih Bentuk,Akademi Keperawatan Sumber Waras,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI III,034218  ,info@akpersumberwaras.ac.id, 0215682011 ext 146, 0215697453,www.akpersumberwaras.ac.id, Jl .Kyai Tapa Grogol ,AKPER SUMBER WARAS,11440,Tidak Diisi,-6.1881116,123.3915148,2010-09-07T00:00:00Z,2010-09-07T00:00:00Z,134/D/O/2010,-,-
vxkFJMRPg4V19T0XcOFxXZluRaE5Ch7nJSAuXY5885mZyVajJ7_wvZ9xHfvoKq9LNQLFCg==,Kab. Jember,Prov. Jawa Timur,Unggul,Unmuh Jember,Aktif,Universitas Muhammadiyah Jember,Swasta,37,200 - 46.860.000,Perguruan Tinggi Swasta,LLDIKTI VII,071032  ,kantorpusat@unmuhjember.ac.id,(0331) 336728,(0331) 337957,www.unmuhjember.ac.id,Jalan Karimata No 49 ,Unmuh Jember,68121,Kec. Sumbersari,-8.174982,113.71714,1982-05-10T00:00:00Z,1982-05-10T00:00:00Z,0172/O/1982,Unggul,-
pU0yUl6J7zNiZIoUNzNvxPtDmE6GesLhB88mfOyMlSR0zARGDuwYvi4O_TqV4o3FK6l_Uw==,Kota Tangerang,Prov. Banten,-,STKIP SERA,Alih Bentuk,STKIP Sera,Swasta,5,-,Perguruan Tinggi Swasta,LLDIKTI IV,043354  ,joko@stkipsera.ac.id  stkip.sera04@gmail.com,021-5542939,021-55774334,http://stikipsera.ac.id,Jl. MH Thamrin Komplek Mahkota Mas Blok E 28-30,STKIP SERA,-,Kec. Tangerang,0.0,0.0,2017-01-03T00:00:00Z,2017-01-03T00:00:00Z,4/KPT/I/2017,-,-
ZhLqg6AvykXUVElld8WRcn1j95owW6XJcaaYw4Gth8JMtXfH6fX-y5Zgqvp38krVRzvxkw==,Kab. Tangerang,Prov. Banten,Baik Sekali,Universitas Pradita,Aktif,Universitas Pradita,Swasta,15,-,Perguruan Tinggi Swasta,LLDIKTI III,031067  ,info@pradita.ac.id,(021) 55689999,-,www.pradita.ac.id,Scienta Busines Park  Jl. gading Serpong Boulevard No.1 Curug Tangerang  Kelapa Dua  Tangerang Banten 15810,Universitas Pradita,15810,Tidak Diisi,-6.2607827,106.6184306,2020-01-23T00:00:00Z,2020-01-23T00:00:00Z,74/M/2020,Baik Sekali,-
ykrWopEeiVrOcaF18CUvssl_R9hiqYTLanbEqrwkfV2WOpSUaRxFMveD5046KL2HEUOaJg==,Kab. Lumajang,Prov. Jawa Timur,Baik Sekali,STISMU Lumajang,Alih Bentuk,Sekolah Tinggi Ilmu Syari`ah Miftahul Ulum Lumajang,Agama,2,-,Perguruan Tinggi Agama,PTA Islam Swasta,213440  ,stismu156@gmail.com,0334 882900,0334 882900,www.stismu.ac.id,Jl. Raya Banyuputih Kidul Po. Box. 101 Kecamatan Jatiroto KabupatenLumajang,STISMU Lumajang,67355,Tidak Diisi,-8.1092224,113.2786576,2013-02-21T00:00:00Z,2013-02-21T00:00:00Z,SK Dirjen Pendis No.380/2013,Baik Sekali,-
bPP_zI6JkxncRoc02YG0JVd87KTjMYnZ2Txk76DCKqqCpxa-wx6K8uYjzx-6V2cXYQS3qw==,Kota Malang,Prov. Jawa Timur,Unggul,UB,Aktif,Universitas Brawijaya,Negeri,203,1 - 73.500.000,Perguruan Tinggi Negeri,PTN,001019  ,rektorat@ub.ac.id,0341-551611,0341-565420,www.ub.ac.id,Jalan Veteran ,UB,65145,Kec. Lowokwaru,-7.9564022,112.6171699,1963-09-23T00:00:00Z,1963-01-05T00:00:00Z,196,Unggul,-
-CwxYTwyhLb_Ot3Aqkulp95AV52TAA4GkLVd7sTnfrmnT5nhm4iImxty3n92QVHZ-UFxPQ==,Kota Bekasi,Prov. Jawa Barat,-,-,Aktif,Akademi Teknik Radiodiagnostik dan Radioterapi Persada Nusantara Bekasi,Swasta,1,4.500.000 - 5.000.000,Perguruan Tinggi Swasta,LLDIKTI IV,044255  ,-,-,-,-,-,-,-,Tidak Diisi,0.0,0.0,2024-09-04T00:00:00Z,2024-09-04T00:00:00Z,237/D/O/2024,-,-
5u16tLnEdUx03F40XonKIa5mWS1TmsCXaqCKuwLku3b7W3wEfcvCEc8XFW7DACSErbYqLw==,Kab. Pandeglang,Prov. Banten,Baik Sekali,STAI Babunnajah,Aktif,STAI Babunnajah Pandeglang  Banten,Agama,2,-,Perguruan Tinggi Agama,PTA Islam Swasta,213159  ,staibabunnajah@gmail.com,083813451618,0253-501675,stai.babunnajah.ac.id,Jl. Eks Stasiun Kereta Api Kp. Benteng Cimanying   Menes Pandeglang Banten  ,STAI Babunnajah,42262,Tidak Diisi,-6.3827316,105.9147692,2001-03-27T00:00:00Z,2001-03-27T00:00:00Z,E/49/2001,Baik Sekali,-
hwNfuqTAyTqW_lYdJVkuTgWWs-s02x4qctT_RopaZ6BPpkKZw8mHtHmmlSaqsZLPEFLNow==,Kab. Bone,Prov. Sulawesi Selatan,-,ITB Arungpalakka,Aktif,Institut Teknologi dan Bisnis Arungpalakka,Swasta,3,2.400.000 - 3.000.000,Perguruan Tinggi Swasta,LLDIKTI IX,092031  ,itbapbone@gmail.com,082258079671,-,https://itbarungpalakka.ac.id/,-,ITB Arungpalakka,-,Tidak Diisi,-4.3480971,120.1175891,2022-03-07T00:00:00Z,2022-03-07T00:00:00Z,119/E/O/2022,-,-
D8DpGF14nVw9Mcwbph2TvONe5SKo55sbvif_Fhp7mRYl4J-Vrh5X_Ra4kXYT0L9lV34m_Q==,Kab. Lamongan,Prov. Jawa Timur,Baik Sekali,UNISLA,Aktif,Universitas Islam Lamongan,Swasta,20,2.500.000 - 5.000.000,Perguruan Tinggi Swasta,LLDIKTI VII,071067  ,info@unisla.ac.id,0322-324706  322158,0322-324706  324707,www.unisla.ac.id,Jalan Veteran 53A Lamongan Jawa Timur ,UNISLA,62211,Kec. Lamongan,-7.1224094,112.4223971,1991-09-09T00:00:00Z,2018-08-28T00:00:00Z,689/KPT/I/2018,Baik Sekali,-
EtGjA0iR3pRUdwULKIBxPhSTQMbnrVS0phZ8YQFuE-1t217fqTXb-tr98RK-sFjUZmbF3Q==,Kab. Sleman,Prov. D.I. Yogyakarta,-,Poliseni,Aktif,Politeknik Seni Yogyakarta,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI V,055006  ,poliseniyogyakarta@gamil.com,0274-4464892,0274-4464892,www.poliseni.ac.id,Klidon Sukoharjo Ngaglik Sleman,Poliseni,55581,Tidak Diisi,-7.7016334,110.4288178,2001-04-21T00:00:00Z,2001-04-21T00:00:00Z,142DO2001,-,-
PWbm3RoulaDGLav-X20fVru9WBLniVz38Ka3vmvYnOxoEgqqfCMK4evLr3XJHhYE68Xc-g==,Kota Banda Aceh,Prov. Aceh,Baik,AKPER TEUNGKU FAKINA,Aktif,Akademi Keperawatan Teungku Fakinah Banda Aceh,Swasta,1,3.000.000 - 3.000.000,Perguruan Tinggi Swasta,LLDIKTI XIII,134016  ,akper_fakinah@yahoo.com ; akperfakinah@gmail.com,0651-46245  46243,0651-46243, http://www.akpertgkfakinah.ac.id,Jalan Jenderal Sudirman No 27-29 Banda Aceh,AKPER TEUNGKU FAKINA,23239,Tidak Diisi,5.5296467,95.3042391,1991-06-17T00:00:00Z,1991-06-17T00:00:00Z,HK.00.06.1539,Baik,-
