pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
1505,INSTITUT TEKNOLOGI DAN BISNIS KRISTEN REGENT,KOTA SURABAYA,JAWA TIMUR,"{""website"": ""-"", ""email"": ""ypgr.surabaya@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1506,UNIVERSITAS AGUNG PODOMORO,"APL Tower lantai 5  Jl. S. Parman Kav. 28  Jakarta Barat, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""rektorat@podomorouniversity.ac.id"", ""phone"": ""+622129200456 / +622129200455""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1507,AKADEMI ILMU PELAYARAN NUSA TENGGARA,"Jl. Raya Labuhan Haji  Montong Meong, KABUPATEN LOMBOK TIMUR",NUSA TENGGARA BARAT,"{""website"": ""www.aipnusra.ac.id"", ""email"": ""info@aipnusra.ac.id"", ""phone"": ""087771669488""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1508,IKIP PGRI WATES,"Jl. KRT Kertodiningrat No 5 Pengasih Kulonprogo DIY, KABUPATEN KULON PROGO",D.I. YOGYAKARTA,"{""website"": ""www.ipw.ac.id"", ""email"": ""admin2@ipw.ac.id"", ""phone"": ""773283 / 0274773283""}",3070000,1640000,4500000,6140000,3280000,9000000,SWASTA,-,-1,-1,-
1509,SEKOLAH TINGGI ILMU KOMUNIKASI ALMAMATER WARTAWAN SURABAYA,"Jl Nginden Intan Timur I18, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""https://www.stikosa-aws.ac.id/"", ""email"": ""info@stikosa-aws.ac.id"", ""phone"": ""031-5922018 / 031-5922018""}",4475000,2350000,6600000,8950000,4700000,13200000,SWASTA,-,-1,-1,-
1510,AMIK PURNAMA NIAGA,"JL. Ir. H. DJUANDA NO. 256 INDRAMAYU, KABUPATEN INDRAMAYU",JAWA BARAT,"{""website"": ""amikpurnamaniaga.ac.id"", ""email"": ""amik.purnamaniaga@yahoo.com"", ""phone"": ""7008175  2744""}",2525000,2350000,2700000,5050000,4700000,5400000,SWASTA,-,-1,-1,-
1511,STMIK SYAIKH ZAINUDDIN NAHDLATUL WATHAN,"Jl. Raya Mataram-Lb. Lombok Km. 49 Anjani Lombok Timur - NTB, KABUPATEN LOMBOK TIMUR",NUSA TENGGARA BARAT,"{""website"": ""www.stmiksznw.ac.id"", ""email"": ""stmikmaulana@gmail.com dan kontak@stmiksznw.ac.id"", ""phone"": ""0376-631645 / 0376-631645""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
1512,UNIVERSITAS IQRA BURU,"Jl. Prof. Dr. ABDURRACHMAN BASSALAMA  M.Si, KABUPATEN BURU",MALUKU,"{""website"": ""www.uniqbu.ac.id"", ""email"": ""universitasiqraburu@gmail.com"", ""phone"": ""0913-21909 / 0913-21909""}",2325000,2000000,2650000,4650000,4000000,5300000,SWASTA,-,-1,-1,-
1513,UNIVERSITAS FAJAR,"Jl Racing Centre No 101, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""www.unifa.ac.id"", ""email"": ""info@unifa.ac.id"", ""phone"": ""0411-447508-459064 / 0411-459065""}",3750000,500000,7000000,7500000,1000000,14000000,SWASTA,-,-1,-1,-
1514,POLITEKNIK BHAKTI SEMESTA,KOTA SALATIGA,JAWA TENGAH,"{""website"": ""bhaktisemesta.ac.id"", ""email"": ""sekretariat@bhaktisemesta.ac.id"", ""phone"": ""322388""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1515,SEKOLAH TINGGI ILMU KESEHATAN FATMAWATI,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,"{""website"": ""www.stikesfatmawati.ac.id"", ""email"": ""stikesfatmawati.ykfs@gmail.com"", ""phone"": ""021-7660607 / 021-75913075""}",9475000,7500000,11450000,18950000,15000000,22900000,SWASTA,-,-1,-1,-
1516,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN AL MAKSUM,"Jl. Sei Batang Serangan no.04. Kwala Bingai Stabat, KABUPATEN LANGKAT",SUMATERA UTARA,"{""website"": ""stkipalmaksum.ac.id"", ""email"": ""ops.stkipalmaksum@gmail.com"", ""phone"": ""0813-6198-1355""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
1517,UNIVERSITAS BINAWAN,"Jl. Kalibata Raya No. 25-30, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.binawan.ac.id"", ""email"": ""ubinawan@binawan.ac.id"", ""phone"": ""021 80880882 / 021 80880883""}",11550000,1500000,21600000,23100000,3000000,43200000,SWASTA,-,-1,-1,-
1518,POLITEKNIK BORNEO MEDISTRA,KOTA BALIKPAPAN,KALIMANTAN TIMUR,"{""website"": ""poltekborneomedistra.ac.id"", ""email"": ""info@poltekborneomedistra.ac.id"", ""phone"": ""0542 - 730555 / 0542 - 732422""}",7400000,6300000,8500000,14800000,12600000,17000000,SWASTA,-,-1,-1,-
1519,AKADEMI KEPERAWATAN BAITURRAHMAH,"Jalan Raya By Pass Km 15 Aie Pacah, KOTA PADANG",SUMATERA BARAT,"{""website"": ""akperbaiturrahmah.ac.id"", ""email"": ""akperypb@yahoo.com"", ""phone"": ""0751-463058""}",4500000,4500000,4500000,9000000,9000000,9000000,SWASTA,-,-1,-1,-
1520,SEKOLAH TINGGI ILMU MANAJEMEN PUBLIK MAKASSAR,"Jalan Maccini Tengah No 50-54 Makassar, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""www.stimpublik.ac.id"", ""email"": ""stimpublikmakassar@gmail.com"", ""phone"": ""0411-449569 / 0411-422872""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
1521,POLITEKNIK BHAKTI KARTINI,KOTA BEKASI,JAWA BARAT,"{""website"": ""poltekbhaktikartini.ac.id"", ""email"": ""admin@poltekbhaktikartini.ac.id"", ""phone"": ""02182624738""}",6000000,3000000,9000000,12000000,6000000,18000000,SWASTA,-,-1,-1,-
1522,SEKOLAH TINGGI ILMU KESEHATAN BALA KESELAMATAN PALU,KOTA PALU,SULAWESI TENGAH,"{""website"": ""www.stikesbkpalu.ac.id"", ""email"": ""stikesbkpalu@gmail.com"", ""phone"": ""+62 811-4491-899""}",2950000,2700000,3200000,5900000,5400000,6400000,SWASTA,-,-1,-1,-
1523,STIKS TAMALANREA MAKASSAR,"Jalan Ammanagappa No 12, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""stiks.tamalanrea.ac.id"", ""email"": ""stiks.tamalanrea@ymail.com"", ""phone"": ""0411 8001213 / 0411 8001213""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
1524,STIKIP CATUR SAKTI,"Jalan Dr Wahidin Sudirahusada Bantul Timur Bantul 55714 Yogyakarta, KABUPATEN BANTUL",D.I. YOGYAKARTA,"{""website"": ""www.stikipcatursakti.ac.id"", ""email"": ""kampus@stikipcatursakti.ac.id"", ""phone"": ""367612 / 367612""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
1525,SEKOLAH TINGGI ILMU KESEHATAN KESOSI,"Jalan Pacuan Kuda 1-5 Pulomas, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""stikeskesosi.ac.id"", ""email"": ""stikeskesosi@gmail.com"", ""phone"": ""021 58354779 / 021 58354781""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1526,SEKOLAH TINGGI ILMU ADMINISTRASI YAPPI,"Jalan Sumba No 46, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""www.stiayappimakassar.ac.id"", ""email"": ""stiayappimks@yahoo.com"", ""phone"": ""3616142 / 3623310""}",1500000,1500000,1500000,3000000,3000000,3000000,SWASTA,-,-1,-1,-
1527,UNIVERSITAS TULUNGAGUNG,"Jl Ki Mangunsarkoro  Beji  Boyolangu, KABUPATEN TULUNGAGUNG",JAWA TIMUR,"{""website"": ""www.unita.ac.id"", ""email"": ""humas@unita.ac.id   humas.unita@gmail.com"", ""phone"": ""0355-322145 320396 / 0355-322145""}",2050000,2050000,2050000,4100000,4100000,4100000,SWASTA,-,-1,-1,-
1528,AKADEMI ENTERPRENEURSHIP TERANG BANGSA,"Jl. Arteri Utara  Kompleks Grand Marina  Semarang - Jawa Tengah, KOTA SEMARANG",JAWA TENGAH,"{""website"": ""https://entrepreneurship-terangbangsa.ac.id"", ""email"": ""info@entrepreneurship-terangbangsa.ac.id"", ""phone"": ""024-76631812 / 024-76631760""}",3915000,330000,7500000,7830000,660000,15000000,SWASTA,-,-1,-1,-
1529,UNIVERSITAS LEMBAH DEMPO,KOTA PAGAR ALAM,SUMATERA SELATAN,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1530,UNIVERSITAS HAYAM WURUK PERBANAS,"Jl. Wonorejo Utara No.16 Surabaya, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""http://hayamwuruk.ac.id"", ""email"": ""sekretaris@hayamwuruk.ac.id"", ""phone"": ""5947151 / 87862621""}",10655000,210000,21100000,21310000,420000,42200000,SWASTA,-,-1,-1,-
1531,UNIVERSITAS BUNDA MULIA,"Jalan Lodan Raya No 2, KOTA JAKARTA UTARA",D.K.I. JAKARTA,"{""website"": ""http://www.ubm.ac.id"", ""email"": ""info@ubm.ac.id"", ""phone"": ""021-6209090 / 021-6909712""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1532,UNIVERSITAS NAHDLATUL ULAMA PASURUAN,KABUPATEN PASURUAN,JAWA TIMUR,"{""website"": ""unupasuruan.ac.id"", ""email"": ""mail@unupasuruan.ac.id"", ""phone"": ""0343 5617767""}",4375000,150000,8600000,8750000,300000,17200000,SWASTA,-,-1,-1,-
1533,INSTITUT KESEHATAN RAJAWALI,KOTA BANDUNG,JAWA BARAT,"{""website"": ""htpps://rajawali.ac.id"", ""email"": ""ikes@rajawali.ac.id"", ""phone"": ""022-6079141""}",14118000,14118000,14118000,28236000,28236000,28236000,SWASTA,-,-1,-1,-
1534,STKIP BUDIDAYA,"Jalan Gaharu No 147 Jati Makmur Kec Binjai Utara, KOTA BINJAI",SUMATERA UTARA,"{""website"": ""www.stkipbudidaya.ac.id"", ""email"": ""admin@stkipbudidaya.ac.id"", ""phone"": ""061-8823928""}",3430000,2000000,4860000,6860000,4000000,9720000,SWASTA,-,-1,-1,-
1535,SEKOLAH TINGGI ILMU EKONOMI PPI,"Jalan Citra Utama Barat No.29 i 10 Citra Raya Kec. Cikupa, KABUPATEN TANGERANG",BANTEN,"{""website"": ""stieppi.ac.id"", ""email"": ""info@stieppi.ac.id"", ""phone"": ""021-5961609 / 021-5962048""}",2475000,550000,4400000,4950000,1100000,8800000,SWASTA,-,-1,-1,-
1536,POLITEKNIK MUHAMMAD DAHLAN,KOTA BIMA,NUSA TENGGARA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1537,AKADEMI KOMUNITAS PERKEBUNAN YOGYAKARTA,KABUPATEN SLEMAN,D.I. YOGYAKARTA,"{""website"": ""www.akpy-stiper.ac.id"", ""email"": ""admin@akpy-stiper.ac.id"", ""phone"": ""027456076 / 027456076""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1538,SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA HANDAYANI,"Jalan Tukad Banyusari No 17 B, KOTA DENPASAR",BALI,"{""website"": ""www.stimihandayani.ac.id"", ""email"": ""info@stimihandayani.ac.id"", ""phone"": ""0361222291 / 0361222291""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
1539,AKADEMI KEBIDANAN BERLIAN NUSANTARA,"Jl. Perubaya I No. 20, KABUPATEN MAGETAN",JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1540,UNIVERSITAS SATYA NEGARA INDONESIA,"Jl Arteri Pondok Indah No 11 Kebayoran Lama, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""www.usni.ac.id"", ""email"": ""humas@usni.ac.id"", ""phone"": ""0217398393 / 0217200352""}",9125000,250000,18000000,18250000,500000,36000000,SWASTA,-,-1,-1,-
1541,UNIVERSITAS BATTUTA,"Jl. Sekip Simpang Jl Sikambing No. 1  Kel. Sekip, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.battuta.ac.id"", ""email"": ""official@battuta.ac.id"", ""phone"": ""80514277""}",4500000,1000000,8000000,9000000,2000000,16000000,SWASTA,-,-1,-1,-
1542,UNIVERSITAS BALIEM PAPUA,KABUPATEN JAYAWIJAYA,PAPUA,"{""website"": ""unibapapua.ac.id"", ""email"": ""humas@unibapapua.ac.id"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1543,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KOMPUTAMA MAJENANG,KABUPATEN CILACAP,JAWA TENGAH,"{""website"": ""www.stmikkomputama.ac.id"", ""email"": ""stmik.komputama.majenang@gmail.com"", ""phone"": ""02806265594""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1544,UNIVERSITAS PEKALONGAN,"Jalan Sriwijaya No 3, KOTA PEKALONGAN",JAWA TENGAH,"{""website"": ""www.unikal.ac.id"", ""email"": ""unikal.ac.id@gmail.com"", ""phone"": ""0285-421096 / 0285-421096""}",5755000,260000,11250000,11510000,520000,22500000,SWASTA,-,-1,-1,-
1545,INSTITUT KESEHATAN DAN TEKNOLOGI BUTON RAYA,KOTA BAUBAU,SULAWESI TENGGARA,"{""website"": ""http://iktbutonraya.ac.id"", ""email"": ""iktbutonraya@gmail.com"", ""phone"": """"}",13200000,2400000,24000000,26400000,4800000,48000000,SWASTA,-,-1,-1,-
1546,UNIVERSITAS KANJURUHAN,"Jl. S. Supriyadi No. 48  Kel. Bandungrejosari Kec. Sukun, KOTA MALANG",JAWA TIMUR,"{""website"": ""https://unikama.ac.id"", ""email"": ""email@unikama.ac.id"", ""phone"": ""0341-801488 / 0341-831532""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1547,AKADEMI KEPERAWATAN KEBONJATI,"Jalan Kawaluyaan No 70, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.akperkebonjati.ac.id"", ""email"": ""humas@akperkebonjati.ac.id"", ""phone"": ""022-7303959 / 73203959""}",4950000,2400000,7500000,9900000,4800000,15000000,SWASTA,-,-1,-1,-
1548,POLITEKNIK MANDIRI BINA PRESTASI,"Jl Jamin Ginting No 267-271 Padang Bulan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""https://www.politeknikmbp.ac.id"", ""email"": ""us@politeknikmbp.ac.id"", ""phone"": ""082363317180""}",22125000,2250000,42000000,44250000,4500000,84000000,SWASTA,-,-1,-1,-
1549,SEKOLAH TINGGI ILMU KESEHATAN BUDI MULIA,"Jl. Saranani No. 25, KOTA KENDARI",SULAWESI TENGGARA,"{""website"": ""stikesbumuliakendari.ac.id"", ""email"": ""stikes.budimulia@yahoo.com"", ""phone"": ""0401-3126033""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
1550,UNIVERSITAS ISKANDAR MUDA,"Jalan Kampus Unida  No 15  Surien   Meuraxa, KOTA BANDA ACEH",ACEH,"{""website"": ""www.unida-aceh.ac.id"", ""email"": ""info@unida-aceh.ac.id"", ""phone"": ""0651 42098 / 0651 42225""}",3000000,1000000,5000000,6000000,2000000,10000000,SWASTA,-,-1,-1,-
1551,UNIVERSITAS WANITA INTERNASIONAL,"JL. AHMAD YANI NO. 18-20 BANDUNG, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.iwu.ac.id"", ""email"": ""rektorat@iwu.ac.id"", ""phone"": ""022 - 6017849 / 022 - 6019845""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1552,SEKOLAH TINGGI ILMU PARIWISATA MANADO,"Jl Kampus STP Pinalelepo Sosonopan Paniki bawah Kecamatan Mapanget Manado, KOTA MANADO",SULAWESI UTARA,"{""website"": ""www.stpmanado.ac.id"", ""email"": ""stp_manado@yahoo.com"", ""phone"": ""082348437744 / 0431-7240237""}",5200000,5200000,5200000,10400000,10400000,10400000,SWASTA,-,-1,-1,-
1553,UNIVERSITAS DEHASEN BENGKULU,"Jalan Meranti Raya No 32, KOTA BENGKULU",BENGKULU,"{""website"": ""unived.ac.id"", ""email"": ""info@unived.ac.id"", ""phone"": ""0736-22-027 / 0736 341139""}",8497500,995000,16000000,16995000,1990000,32000000,SWASTA,-,-1,-1,-
1554,SEKOLAH TINGGI ILMU EKONOMI BUDI PERTIWI,"Jalan Surotokunto No 2 Rawagabus, KABUPATEN KARAWANG",JAWA BARAT,"{""website"": ""www.budipertiwi.ac.id"", ""email"": ""stie.budipertiwi@yahoo.com"", ""phone"": ""7310470 / 400317""}",2750000,2500000,3000000,5500000,5000000,6000000,SWASTA,-,-1,-1,-
1555,SEKOLAH TINGGI ILMU KESEHATAN COLUMBIA ASIA,"Jln. Sei Batang Hari No. 58-58A Babura Sunggal Kec. Medan Sunggal, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""https://stikescolumbia-asia.ac.id/"", ""email"": ""stikesca@stikescolumbiaasia.ac.id"", ""phone"": ""0821 8333 5580""}",3486750,973500,6000000,6973500,1947000,12000000,SWASTA,-,-1,-1,-
1556,UNIVERSITAS WIRA BUANA,KOTA METRO,LAMPUNG,"{""website"": ""univwirabuana.ac.id"", ""email"": ""universitaswirabuanametro@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1557,INSTITUT TEKNOLOGI DAN BISNIS SWADHARMA,"Jalan Malaka No 3, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""swadharma.ac.id"", ""email"": ""info@swadharma.ac.id"", ""phone"": ""021-6915209/10 / 021-6915212""}",7580000,300000,14860000,15160000,600000,29720000,SWASTA,-,-1,-1,-
1558,AKADEMI KEUANGAN DAN PERBANKAN EFFATA KUPANG,"Jalan Sumba No 17 Fatubesi, KOTA KUPANG",NUSA TENGGARA TIMUR,"{""website"": ""www.akubeffata.ac.i"", ""email"": ""akubeffata@gmail.com"", ""phone"": ""8431287 / 8431287""}",11400000,2400000,20400000,22800000,4800000,40800000,SWASTA,-,-1,-1,-
1559,POLITEKNIK BISNIS LPP QUANTUM,KABUPATEN KOTAWARINGIN TIMUR,KALIMANTAN TENGAH,"{""website"": ""www.poltekquantum.com"", ""email"": ""poltekquantum@gmail.com"", ""phone"": ""31367 / 31367""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1560,INSTITUT TEKNOLOGI DAN BISNIS JAKARTA,KOTA JAKARTA SELATAN,D.K.I. JAKARTA,"{""website"": ""https://jbs.ac.id/"", ""email"": ""admin@jbs.ac.id"", ""phone"": ""29026828""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1561,SEKOLAH TINGGI ILMU EKONOMI INDONESIA SURABAYA,"Jalan Menur Pumpungan 30, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.stiesia.ac.id"", ""email"": ""stiesia@stiesia.ac.id"", ""phone"": ""5947505 / 5932218""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1562,SEKOLAH TINGGI ILMU HUKUM ZAINUL HASAN,"Jl Raya Kraksaan No 360, KABUPATEN PROBOLINGGO",JAWA TIMUR,"{""website"": ""www.stihzainulhasan.ac.id"", ""email"": ""stihzaha.pts@gmail.com"", ""phone"": ""0335-842177 / 0335-842177""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
1563,AKADEMI GIZI ANDALUSIA,KABUPATEN TANGERANG,BANTEN,"{""website"": ""www.andalusia.ac.id"", ""email"": ""akzi@andalusia.ac.id"", ""phone"": ""085215045594""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1564,POLITEKNIK LP3I MEDAN,"Jalan Sei Serayu No 48D Kelurahan Babura Kecamatan Medan Sunggal, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.plm.ac.id"", ""email"": ""info@plm.ac.id"", ""phone"": ""061-7322634 / 061-7322649""}",4800000,4800000,4800000,9600000,9600000,9600000,SWASTA,-,-1,-1,-
1565,UNIVERSITAS DOKTOR NUGROHO MAGETAN,"Jalan Sendang Kamal no.50  kel. kraton  maospati  magetan, KABUPATEN MAGETAN",JAWA TIMUR,"{""website"": ""www.udn.ac.id"", ""email"": ""rektoratudn@udn.ac.id"", ""phone"": ""03514100002 / 035186627""}",13750000,2500000,25000000,27500000,5000000,50000000,SWASTA,-,-1,-1,-
1566,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,"Jl Terusan Jenderal Sudirman - Cimahi, KOTA CIMAHI",JAWA BARAT,"{""website"": ""ikipsiliwangi.ac.id"", ""email"": ""ikipsiliwangi4212@gmail.com"", ""phone"": ""0226658680 / 0226629913""}",6900000,800000,13000000,13800000,1600000,26000000,SWASTA,-,-1,-1,-
1567,POLITEKNIK MERCUSUAR INDONESIA,"Jl. Dr. Saharjo IIIB No.16  Campurejo, KOTA KEDIRI",JAWA TIMUR,"{""website"": ""https://polimercia.ac.id/"", ""email"": ""polimercia2021@gmail.com"", ""phone"": """"}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
1568,STMIK KUWERA,"Jalan Kalideres Permai C-5 RT 002 RW 014  Kalideres, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""http://stmikku.ac.id"", ""email"": ""info@stmikku.ac.id"", ""phone"": ""5407200 / 5407200""}",6387500,275000,12500000,12775000,550000,25000000,SWASTA,-,-1,-1,-
1569,AKADEMI KEBIDANAN ADHIRA MUSTIKA GAYO,"Takengon, KABUPATEN ACEH TENGAH",ACEH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1570,SEKOLAH TINGGI ILMU EKONOMI INDOCAKTI,"Jl. R. Panji Suroso No.91-A  Rt 07  Rw 07 Kel. Purwodadi  Kec. Blimbing  Kota Malang, KOTA MALANG",JAWA TIMUR,"{""website"": ""www.indocakti.ac.id"", ""email"": ""indocaktistie@yahoo.com"", ""phone"": ""0341-354259 / 0341-354259""}",2325000,2250000,2400000,4650000,4500000,4800000,SWASTA,-,-1,-1,-
1571,STKIP SIMBIOSIS,KABUPATEN ENDE,NUSA TENGGARA TIMUR,"{""website"": """", ""email"": ""stkipsimbiosisende@gmail.com"", ""phone"": ""082235575217""}",1375000,250000,2500000,2750000,500000,5000000,SWASTA,-,-1,-1,-
1572,SEKOLAH TINGGI MANAJEMEN PPM,"Jalan Menteng Raya No 9, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""www.ppmschool.ac.id"", ""email"": ""updt@ppm-manajemen.ac.id"", ""phone"": ""2300313 / 2302051""}",16125000,1500000,30750000,32250000,3000000,61500000,SWASTA,-,-1,-1,-
1573,UNIVERSITAS PEMBANGUNAN PANCA BUDI,"Jl. Jend. Gatot Subroto Km 4 5 Sie Sikambing Medan 20122, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.pancabudi.ac.id"", ""email"": ""unpab@pancabudi.ac.id"", ""phone"": ""061 8455571 / 061 8458077""}",1375000,1375000,1375000,2750000,2750000,2750000,SWASTA,-,-1,-1,-
1574,POLITEKNIK BINA MADANI,"Jl. Industri Raya No. 57  Kelurahan Cikarang Kota  Kec. Cikarang Utara, KABUPATEN BEKASI",JAWA BARAT,"{""website"": ""https://www.poltekbima.ac.id"", ""email"": ""info@poltekbima.ac.id"", ""phone"": ""0218901711""}",5550000,1500000,9600000,11100000,3000000,19200000,SWASTA,-,-1,-1,-
1575,SEKOLAH TINGGI TEKNIK MALANG,"Jl.Soekarno Hatta No.94, KOTA MALANG",JAWA TIMUR,"{""website"": ""http://stt.ac.id"", ""email"": ""stt@stt.ac.id  admin@stt.ac.id"", ""phone"": ""0341-412611 / 0341-412611""}",3500000,3500000,3500000,7000000,7000000,7000000,SWASTA,-,-1,-1,-
1576,SEKOLAH TINGGI ILMU EKONOMI TRIGUNA,KABUPATEN TANGERANG,BANTEN,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1577,STMIK WIDYA CIPTA DHARMA,"Jalan M Yamin No 14 Kelurahan Samarinda Ulu, KOTA SAMARINDA",KALIMANTAN TIMUR,"{""website"": ""www.wicida.ac.id"", ""email"": ""wicida@wicida.ac.id"", ""phone"": ""0541-736071 / 0541-734468""}",3250000,2500000,4000000,6500000,5000000,8000000,SWASTA,-,-1,-1,-
1578,POLITEKNIK SEKAYU,"Jl Kolonel Wahid Udin  Kel. Kayuara  Kec. Sekayu, KABUPATEN MUSI BANYU ASIN",SUMATERA SELATAN,"{""website"": ""www.polsky.ac.id"", ""email"": ""humaspolsky22@gmail.com"", ""phone"": ""0714-321099 / 0711-321099""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1579,INSTITUT TARUMANAGARA,"Jl. T.B. Simatupang & Jl. Cilandak KKO No.1  Ragunan, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""https://www.itaru.ac.id/"", ""email"": ""sekretariat@institut.tarumanagara.ac.id"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1580,AKADEMI KOMUNITAS NURUL JADID,KABUPATEN JEMBER,JAWA TIMUR,"{""website"": ""aknj.ac.id"", ""email"": ""aknjjbr@gmail.com"", ""phone"": ""085236691999 / 085236691999""}",1500000,1500000,1500000,3000000,3000000,3000000,SWASTA,-,-1,-1,-
1581,INSTITUT BISNIS DAN KOMUNIKASI SWADAYA,KOTA JAKARTA TIMUR,D.K.I. JAKARTA,"{""website"": ""https://swins.ac.id/"", ""email"": ""info@swins.ac.id"", ""phone"": ""021) 8612829 / 021) 8612829""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
1582,UNIVERSITAS IBN KHALDUN BOGOR,"Jl KH Sholeh Iskandar KM 2 Kedung Badak Bogor, KOTA BOGOR",JAWA BARAT,"{""website"": ""uika-bogor.ac.id"", ""email"": ""mail@uika-bogor.ac.id"", ""phone"": ""0251-8356884 / 0251-8356884""}",6002500,5000,12000000,12005000,10000,24000000,SWASTA,-,-1,-1,-
1583,SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SURABAYA,KOTA SURABAYA,JAWA TIMUR,"{""website"": ""www.stikesghsby.ac.id"", ""email"": ""admin@stikesghsby.ac.id"", ""phone"": ""031-5670113""}",3450000,2400000,4500000,6900000,4800000,9000000,SWASTA,-,-1,-1,-
1584,INSTITUT PRIMA BANGSA,KABUPATEN CIREBON,JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",3750000,2500000,5000000,7500000,5000000,10000000,SWASTA,-,-1,-1,-
