quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
147,Politeknik Negeri Nunukan,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-negeri-nunukan,Rp500.000 - Rp2.500.000 per semester,366,40,"{""website"": ""www.pnn.ac.id"", ""email"": ""humas@pnn.ac.id"", ""phone"": null}","Politeknik Negeri Nunukan (PNN) sebelumnya berada di bawah binaan Politeknik Negeri Samarinda. Namun, kini telah berubah status menjadi perguruan tinggi negeri dan berdiri sendiri. Saat ini, PNN menjadi satu-satunya Politeknik Negeri di Provinsi Kalimantan Utara dan menyediakan empat program studi. PNN menawarkan biaya kuliah yang terjangkau, didukung dengan pengajar berpengalaman, serta fasilitas yang memadai.",{}
148,Sekolah Tinggi Ilmu Kesehatan IKIFA,Lainnya,https://campus.quipper.com/directory/akademi-farmasi-ikifa,Rp4.000.000 - Rp5.500.000 per semester,929,41,"{""website"": ""www.ikifa.ac.id"", ""email"": ""sekretariat@ikifa.ac.id"", ""phone"": ""021-86615593""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) IKIFA berawal dari Akademi Farmasi IKIFA yang berdiri sejak tahun 2009 di bawah naungan Yayasan Pendidikan IKIFA. Selain itu, STIKes IKIFA juga telah melalui proses reakreditasi dari Lembaga Akreditasi Mandiri Pendidikan Tinggi Kesehatan Indonesia (LAM-PTKes) pada 2017 dengan predikat B. Saat ini, STIKes IKIFA menyediakan dua jenjang pendidikan yaitu S1 Farmasi dan D3 Farmasi.",{}
149,Institut Teknologi Budi Utomo,Institut Swasta,https://campus.quipper.com/directory/institut-teknologi-budi-utomo,-,1554,78,"{""website"": ""www.itbu.ac.id"", ""email"": ""info@itbu.ac.id"", ""phone"": ""02186606633""}","Institut Teknologi Budi Utomo (ITBU) didirikan pada tahun 1980 dengan nama Akademi Teknik Budi Utomo (ATBU) di bawah naungan Yayasan Budi Utomo. Saat ini, ITBU telah terakreditasi B dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dan memiliki enam program studi yaitu S1 Teknik Sipil, S1 Arsitektur, S1 Sistem Informasi, S1 Teknik Elektro, S1 Teknik Informatika, dan S1 Teknik Mesin. Jika Quipperian tertarik dengan bidang teknik atau teknologi, ITBU dapat menjadi pilihan!",{}
150,Institut Agama Kristen Negeri Manado,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-manado,Rp400.000-Rp2.000.000 per semester,2526,100,"{""website"": ""www.iaknmanado.ac.id"", ""email"": ""info@iaknmanado.ac.id"", ""phone"": ""0431-831732""}","Institusi Agama Kristen Negeri (IAKN) Manado didirikan pada tahun 1949 dengan tujuan untuk memberikan pendidikan agama Kristen yang berkualitas kepada masyarakat. Sebelumnya, kampus ini dikenal sebagai Sekolah Tinggi Agama Kristen Negeri (STAKN) Manado. IAKN Manado menawarkan beberapa program studi yaitu teologi, pendidikan agama Kristen, serta seni dan ilmu keagamaan Kristen untuk jenjang sarjana dan pascasarjana.",{}
151,Universitas 17 Agustus 1945 Cirebon,Universitas Swasta,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon,Rp3.500.000 kisaran per-semester,1651,95,"{""website"": ""www.untagcirebon.ac.id"", ""email"": ""akademik_center@untagcirebon.ac.id"", ""phone"": ""0231-481945""}","Sejarahnya, Universitas 17 Agustus 1945 Cirebon (UNTAG Cirebon) didirikan pada tanggal 2 September 1962 sebagai cabang dari UNTAG Jakarta. Pendirian UNTAG Cirebon tidak terlepas dari perjuangan tokoh-tokoh yang semula mendirikan Akademi Pimpinan Perusahaan (APP) Cirebon pada tahun 1961 yang dipimpin oleh D. Usman Imam sebagai Direktur APP Cirebon. Karena APP Cirebon tidak berhasil mempertahankan eksistensinya, maka perwakilian mahasiswa akademi tersebut memutuskan untuk berangkat ke Jakarta dan menemui Prof. Dr. Prajudi Atmosudirdjo yang saat itu menjadi Rektor Magnificus. Berdasarkan saran beliau, maka dibentuklah UNTAG Cirebon yang dilengkapi dengan susunan Pimpinan Yayasan dan Universitas. Sejak tahun 1975, UNTAG Cirebon resmi melepaskan diri dari induknya di Jakarta dan berdiri di bawah naungan Yayasan Perguruan Tinggi 17 Agustus 1945 Cirebon.",{}
152,STAI Ma`had Aly Al-Hikam Malang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stai-ma-had-aly-al-hikam-malang,Rp847.000-Rp1.600.000 per semester,1424,37,"{""website"": ""www.staima-alhikam.ac.id"", ""email"": ""081259438226"", ""phone"": ""2003@staima-alhikam.ac.id""}","Sekolah Tinggi Agama Islam (STAI) Ma`had Aly Al-Hikam Malang memiliki dua jenjang pendidikan yaitu sarjana dan pascasarjana yang berfokus pada bidang pendidikan agama Islam. STAI Ma'had Aly Al-Hikam membekali santri dengan beberapa kelompok keilmuan, yakni kelompok bahasa (Bahasa Arab, Bahasa Indonesia, dan Bahasa Inggris), kelompok metodologi berpikir, kelompok strategi dakwah dan pendidikan pesantren, serta kelompok wawasan ilmu keislaman tradisional dan kontemporer. Sekolah tinggi ini juga memiliki asrama atau boarding school, lengkap dengan program-program yang telah terjadwal.  Menarik sekali ya, Quipperian!",{}
153,Universitas Mpu Tantular,Universitas Swasta,https://campus.quipper.com/directory/universitas-mpu-tantular,Rp4.375.000 - Rp6.962.000 per semester,2102,110,"{""website"": ""www.mputantular.ac.id"", ""email"": ""info@mputantular.ac.id"", ""phone"": ""021-8506707""}","Universitas Mpu Tantular (UMT) merupakan perguruan tinggi swasta yang didirikan pada tahun 1984 dan telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT). Saat ini, UMT memiliki 4 fakultas dengan 12 program studi yang terdiri atas berbagai macam bidang keilmuan seperti Akuntansi, Manajemen, Ilmu Hukum, Ilmu Komunikasi, Arsitektur, Teknik Industri, Teknik Mesin, Teknik Elektro, Teknik Sipil, dan Teknik Informatika. Selain itu, UMT juga menyediakan program kuliah kelas karyawan serta kuliah daring atau blended.",{}
154,Politeknik Kelapa Sawit Citra Widya Edukasi,Politeknik Swasta,https://campus.quipper.com/directory/politeknik-kelapa-sawit-citra-widya-edukasi,Rp7.500.000 per semester,512,37,"{""website"": ""www.cwe.ac.id"", ""email"": ""info@cwe.ac.id"", ""phone"": ""+6285213835168""}","Politeknik Kelapa Sawit Citra Widya Edukasi (PKS CWE) didirikan pada tahun 2006 di bawah naungan Yayasan Politeknik Kelapa Sawit Citra Widya Edukasi. Saat ini, PKS CWE menyediakan dua jenjang pendidikan yaitu sarjana terapan (Teknologi Rekayasa Perangkat Lunak dan Teknologi Produksi Tanaman Perkebunan) serta diploma 3 (D3 Budidaya Perkebunan Kelapa Sawit, D3 Teknologi Pengolahan Hasil Perkebunan, dan D3 Manajemen Logistik). Selain itu, PKS CWE juga menjalin kerja sama dengan berbagai macam perusahaan sawit nasional seperti  PT Kencana Agri Group, PT Teladan Prima Group, PT Wilmar Plantations Group, dan perusahaan lainnya.",{}
155,STIKes Panti Waluya Malang,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-panti-waluya-malang,Rp5.800.000 - Rp8.050.000 per semester,246,29,"{""website"": ""www.stikespantiwaluya.ac.id"", ""email"": ""admin@stikespantiwaluya.ac.id"", ""phone"": ""0341-369003""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Panti Waluya Malang dinaungi oleh Yayasan Pendidikan Misericordia. Kampus ini mengalami beberapa kali perubahan bentuk mulai dari Djuru Kesehatan (1955), Sekolah Perawat Kesehatan (1980), Akademi Perawat Panti Waluya Malang (1997), dan pada tahun 2018 menjadi STIKes Panti Waluya Malang.",{}
156,Universitas Widya Gama,Universitas Swasta,https://campus.quipper.com/directory/universitas-widya-gama,Rp 3.500.000 - Rp6.000.000 per semester,2868,110,"{""website"": ""www.widyagama.ac.id"", ""email"": ""info@widyagama.ac.id"", ""phone"": ""(0341) 411291""}","Universitas Widyagama didirikan oleh Yayasan Pembina Pendidikan Indonesia (YPPI) pada tahun 1971 dengan nama Akademi Bank Widyagama Malang. Namun, pada tahun 1984 berubah menjadi Sekolah Tinggi Ilmu Ekonomi (STIE) Widyagama dan kemudian di tahun 1985 YPPI sepakat mengubah STIE menjadi Universitas Widya Gama (UWG). Saat ini, UWG memiliki empat fakultas dan satu program pascasarjana dengan berbagai bidang keilmuan.",{}
157,Sekolah Tinggi Ilmu Kesehatan Bani Saleh,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-bani-saleh,,653,41,"{""website"": ""stikesbanisaleh.ac.id"", ""email"": ""info@stikesbanisaleh.ac.id"", ""phone"": ""021-88345064""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Bani Saleh berdiri pada tanggal 4 Agustus 2007 di bawah naungan Yayasan Bani Saleh. Kampus ini telah menjalin kerjasama dengan berbagai kampus baik di dalam dan luar negeri, rumah sakit, rumah bersalin, rumah sakit kekhususan, klinik, dan Bidan Praktek Mandiri (BPM). Tingginya penyerapan lulusan STIKes Bani Saleh sebagai tenaga kesehatan profesional membuat kampus ini layak dijadikan rujukan untuk meneruskan studi. Berbekal motto “Islami, Profesional, dan Unggul”, STIKes Bani Saleh menjadi pilihan tepat untuk Quipperian yang ingin menjadi tenaga profesional di bidang kesehatan dengan lingkungan yang penuh nilai-nilai Islami.",{}
158,Politeknik Perkeretaapian Indonesia Madiun,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-perkeretaapian-indonesia-madiun,Rp11.310.000 per semester,174,50,"{""website"": ""ppi.ac.id"", ""email"": ""kontak@ppi.ac.id"", ""phone"": ""0351-474777""}","Industri perkeretaapian nasional sedang membutuhkan 78.740 orang tenaga kerja sampai tahun 2030 untuk memenuhi Rencana Induk Perkeretaapian Nasional (RIPNAS). Nah, bagi Quipperian yang tertarik dengan bidang perkeretaapian nasional dan internasional, kalian bisa memilih perguruan tinggi yang fokus utamanya menyelenggarakan pendidikan di bidang ini seperti Politeknik Perkeretaapian Indonesia (PPI) Madiun! FYI, perguruan tinggi ini didirikan untuk memenuhi amanat Undang-Undang No.23 Tahun 2007 terkait pembentukan lembaga pendidikan di bidang perkeretaapian.",{}
159,Institut Agama Kristen Negeri Ambon,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-ambon,Rp0-Rp1.500.000 per semester,1118,108,"{""website"": ""www.iaknambon.ac.id"", ""email"": ""info@iaknambon.ac.id"", ""phone"": ""0911-346161""}","Sebelum berubah status menjadi institut pada tahun 2018, Institut Agama Kristen Negeri (IAKN) Ambon sempat terdaftar sebagai Akademi Pendidikan Guru Agama Kristen yang kemudian berganti nama menjadi Sekolah Tinggi Agama Kristen Protestan Negeri Ambon di tahun 1999. Saat ini, IAKN Ambon memiliki tiga fakultas yang mengelola program sarjana (S1) yakni Fakultas Ilmu Pendidikan Kristen, Fakultas Ilmu Sosial Keagamaan, dan Fakultas Seni Keagamaan. Selain program S1, IAKN juga membuka program Pascasarjana untuk jenjang magister (S2) dan doktor (S3).",{}
160,Sekolah Tinggi Ilmu Kesehatan Maharani,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-maharani,Rp1.050.000-Rp5.700.000 per semester.,772,34,"{""website"": ""www.stikesmaharani.ac.id"", ""email"": ""informasi@stikesmaharani.ac.id"", ""phone"": ""081232268321""}","Sekolah Tinggi Ilmu Kesehatan Maharani adalah salah satu sekolah tinggi swasta yang berlokasi di Kota Malang. Kampus ini berdiri pada tanggal 22 Desember 2006. Hingga saat ini, STIKes Maharani telah memiliki 4 program studi, yaitu Profesi Ners, S1 Keperawatan, D3 Kebidanan, dan D3 Teknologi Laboratorium Medis. STIKes Maharani senantiasa memenuhi kebutuhan belajar mahasiswa untuk menjadi tenaga kesehatan yang berkualitas dan profesional, seperti memfasilitasi kegiatan praktik mahasiswa dengan menyediakan lahan praktik di rumah sakit pemerintah dan swasta, Puskesmas Dinkes Kota Malang, serta Poltekes Depkes Malang.",{}
161,Politeknik Pariwisata Bali,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-pariwisata-bali,Rp2.350.000 per semester,1620,110,"{""website"": ""www.ppb.ac.id"", ""email"": ""info@ppb.ac.id"", ""phone"": ""+62361773537""}","Politeknik Pariwisata Bali merupakan perguruan tinggi negeri yang didirikan pada tahun 1978 dengan nama Sekolah Tinggi Pariwisata Nusa Dua Bali. Namun, pada tahun 2019, sekolah tinggi tersebut resmi alih status menjadi Politeknik Pariwisata Bali. Politeknik ini berada di bawah naungan Kementerian Pariwisata dan Ekonomi Kreatif dan menyediakan 11 program studi yang terdiri atas delapan program vokasi, dua program sarjana, serta satu program pascasarjana.",{}
162,Politeknik Kelautan dan Perikanan Negeri Bone,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kelautan-dan-perikanan-negeri-bone,Gratis,735,29,"{""website"": ""site.poltekkpbone.ac.id"", ""email"": ""admin@poltekkpbone.ac.id"", ""phone"": ""0481-2920204""}","Politeknik Kelautan dan Perikanan Bone (Politeknik KP Bone) merupakan perguruan tinggi yang mengadakan pendidikan vokasi pada ranah ilmu kelautan dan perikanan. Politeknik KP Bone berada di bawah naungan Kementerian Kelautan dan Perikanan (KKP) dan mulai beroperasi pada bulan September 2016. Pendirian Politeknik KP Bone merupakan upaya KKP dalam meningkatkan kualitas sumberdaya manusia di bidang kelautan dan perikanan, khususnya pada daerah pertambakan Kabupaten Bone.",{}
163,Institut Agama Islam Negeri Kediri (IAIN Kediri),Institut Negeri,https://campus.quipper.com/directory/institut-agama-islam-negeri-kediri-iain-kediri,Rp0 - Rp3.000.000 per semester,14970,307,"{""website"": ""www.iainkediri.ac.id"", ""email"": ""info@iainkediri.ac.id"", ""phone"": ""+0354689282""}","Cikal bakal berdirinya Institut Agama Islam Negeri (IAIN) Kediri adalah Fakultas Ushuluddin IAIN Sunan Ampel. Fakultas Ushuluddin melepaskan diri dari IAIN Sunan Ampel dan menjadi Sekolah Tinggi Agama Islam Negeri (STAIN) Kediri di tahun 1997. Seiring berjalannya waktu, pada tahun 2018, STAIN Kediri secara resmi bertransformasi menjadi IAIN Kediri dengan tujuan untuk memperluas rumpun Ilmu Agama Islam dan memenuhi tuntutan perkembangan masyarakat. Saat ini, IAIN Kediri memiliki empat fakultas yaitu Fakultas Ushuluddin dan Dakwah, Fakultas Tarbiyah, Fakultas Syariah, serta Fakultas Ekonomi dan Bisnis Islam.",{}
164,Politeknik Pelayaran Banten,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-pelayaran-banten,Rp1.500.000 - Rp8.500.000 per semester,816,46,"{""website"": ""www.poltekpel-banten.ac.id"", ""email"": ""sipencatar@poltekpel-banten.ac.id"", ""phone"": ""(021) 59370327, (021) 59370328, (021) 59370329""}","Politeknik Pelayaran Banten merupakan perguruan tinggi negeri yang telah berdiri sejak tahun 2004. Awalnya, politeknik ini adalah sebuah lembaga pendidikan dan pelatihan di bawah naungan Badan Pengembangan Sumber Daya Manusia Kementerian Perhubungan yang dikenal dengan nama Balai Pendidikan dan Pelatihan Ilmu Pelayaran (BP2IP) Tangerang. Saat ini, Politeknik Pelayaran Banten hanya menyediakan tiga program studi yaitu D3 Manajemen Transportasi Laut, D3 Nautika, dan D3 Permesinan Kapal.",{}
165,Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-indonesia-surabaya,Rp4.000.000-Rp7.000.000 per semester,3451,108,"{""website"": ""www.stiesia.ac.id"", ""email"": ""stiesia@stiesia.ac.id"", ""phone"": ""031-5947505, 5947840""}","Pada awal pendiriannya di tahun 1972, STIESIA Surabaya bernama Akademi Pajak dan Keuangan (AP&K) Surabaya. Kemudian di tahun 1978, AP&K Surabaya berganti nama menjadi Sekolah Tinggi Pajak dan Keuangan (STIPAK) Surabaya. Pergantian nama AP&K tidak sampai di sini saja, Quipperian. Tahun 1980, STIPAK berganti nama menjadi STIKI (Sekolah Tinggi Keuangan Indonesia). Lalu tahun 1986, STIKI berubah nama menjadi Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya (STIESIA Surabaya) sampai saat ini.",{}
166,Universitas dr. Soebandi,Universitas Swasta,https://campus.quipper.com/directory/universitas-dr-soebandi,Rp1.500.000-Rp8.050.000 per semester,2306,87,"{""website"": ""www.uds.ac.id"", ""email"": ""info@uds.ac.id"", ""phone"": ""0331-483536""}","Awal mula berdirinya, kampus ini bernama Sekolah Tinggi Ilmu Kesehatan (STIKES) Bhakti Negara di bawah naungan Yayasan Pendidikan Jember International School. Berbekal restu dari ahli waris keluarga dr. Soebandi yaitu putri ketiganya yang bernama dr. Widorini, Yayasan Jember International School mengajukan perubahan nama kepada Ditjen Dikti dari STIKES Bhakti Negara menjadi STIKES dr. Soebandi sebagai bentuk penghargaan kepada pahlawan Jember tersebut. Di tahun 2018, Akademi Kebidanan dr. Soebandi yang diselenggarakan oleh Yayasan Nasional Amanah Bangsa memutuskan untuk bergabung dengan STIKES dr. Soebandi. Berselang dua tahun kemudian tepatnya di tahun 2020, kampus ini resmi bertransformasi menjadi Universitas dr. Soebandi.",{}
167,Universitas Nusa Mandiri,Universitas Swasta,https://campus.quipper.com/directory/stmik-nusa-mandiri,Rp4.000.000 - Rp10.000.000 per semester,3514,267,"{""website"": ""www.nusamandiri.ac.id"", ""email"": ""info@nusamadiri.ac.id"", ""phone"": ""(021) 8005722""}","Universitas Nusa Mandiri (UNM) memiliki visi menjadi sekolah tinggi yang berkualitas di bidang pendidikan, penelitian, dan pengabdian masyarakat berbasis teknologi informasi di tahun 2035. Saat ini, Universitas Nusa Mandiri memiliki tujuh kampus yang tersebar di empat kota yakni Jakarta, Depok, Bekasi, dan Tangerang. Selain itu, UNM juga memiliki tujuh program studi yaitu S1 Informatika, S1 Sistem Informasi, S1 Sains Data, S1 Manajemen, S1 Bisnis Digital, S2 Ilmu Komputer, dan D3 Perhotelan. Sebagian besar program studi telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT).",{}
168,Universitas Hindu Negeri I Gusti Bagus Sugriwa,Universitas Negeri,https://campus.quipper.com/directory/universitas-hindu-negeri-i-gusti-bagus-sugriwa,Rp500.000 - Rp1.400.000 per semester,1575,237,"{""website"": ""www.uhnsugriwa.ac.id"", ""email"": ""info@uhnsugriwa.ac.id"", ""phone"": ""0361-226656, 0361-232980, 0366-93788""}","Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar (UHN Sugriwa) merupakan Universitas Hindu Negeri pertama di Indonesia. Awal pendirian kampus ini adalah di tahun 1959 di bawah nama institusi Pendidikan Guru Agama Hindu Atas. Upaya peningkatan institusi terus dilakukan dengan melakukan transformasi bentuk perguruan tinggi dari tahun ke tahun, dimulai dari Pendidikan Guru Agama Hindu Negeri di tahun 1968, Akademi Pendidikan Guru Agama Hindu Negeri di tahun 1993, Sekolah Tinggi Agama Hindu Negeri Denpasar di tahun 1999, Institut Hindu Dharma Negeri Denpasar di tahun 2004, sampai akhirnya resmi berkembang menjadi Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar pada tahun 2020.",{}
169,STIKes Wijaya Husada Bogor,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-wijaya-husada-bogor,,772,68,"{""website"": ""www.wijayahusada.com"", ""email"": ""wijayahusada@gmail.com"", ""phone"": ""0251-8327396, 0251-8327399""}","STIKes WIjaya Husada Bogor resmi mendapatkan izin beroperasi oleh Mendiknas RI di tahun 2005. Selama hampir 20 tahun menyelenggarakan pendidikan, STIKes Wijaya Husada Bogor memiliki visi untuk menjadi sekolah tinggi yang mampu melahirkan tenaga ahli di bidang kesehatan yang profesional serta mampu menghadapi berbagai tantangan global. Sejalan dengan visinya, STIKes WIjaya Husada Bogor terus berupaya meningkatkan kualitas lulusan dengan memberikan pelatihan first-aid skill, komputer, hingga bahasa asing bagi para mahasiswa. Selain itu, sekolah tinggi ini juga aktif menjalin kerja sama dengan kampus-kampus internasional di Filipina, Thailand, dan Singapura seperti Centro Escolar University, Burapha University, SingHealth Alice Lee Institute of Advanced Nursing, dan masih banyak lagi. Wah, nggak heran kalau lulusan dari sekolah tinggi yang satu ini banyak tersebar di rumah sakit di luar negeri, ya, Quipperian!",{}
170,Institut Kesenian Jakarta,Institut Swasta,https://campus.quipper.com/directory/institut-kesenian-jakarta-lpkj,Rp6.500.000 - Rp35.000.000 per semester,2805,125,"{""website"": ""www.ikj.ac.id"", ""email"": ""info@ikj.ac.id"", ""phone"": ""+62 21-3924018""}","Awalnya Institut Kesenian Jakarta (IKJ) merupakan sebuah Lembaga Pendidikan Kesenian Jakarta (LPKJ) berbentuk sanggar yang didirikan pada tahun 1970 oleh Gubernur DKI Jakarta Ali Sadikin. Kemudian pada tahun 1980, LPKJ kian berkembang dan berganti nama menjadi Institut Kesenian Jakarta. Saat ini, IKJ terdiri atas berbagai program studi yang terangkum dalam tiga Fakultas, yakni: Fakultas Film dan Televisi (FFTV), Fakultas Seni Rupa (FSR), Fakultas Seni Pertunjukan (FSP) serta ditambah dengan Sekolah Pascasarjana. Sebagian program studi telah meraih akreditasi dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT).",{}
171,Universitas Katolik Soegijapranata,Universitas Swasta,https://campus.quipper.com/directory/universitas-katolik-soegijapranata,Rp3.850.000 per semester,9258,253,"{""website"": ""www.unika.ac.id"", ""email"": ""unika@unika.ac.id"", ""phone"": ""024-8505003""}","Quipperian, tahukah kamu bahwa menurut penilaian yang dilakukan oleh Kementerian Riset, Teknologi, dan Pendidikan Tinggi (Kemenristekdikti), Universitas Katolik Soegijapranata (Unika) adalah salah satu universitas swasta terbaik di Indonesia. Selain itu, menurut Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT), Unika juga merupakan universitas swasta pertama di Jawa Tengah yang mendapat akreditasi A. Dulu, Unika bernama Institut Teknologi Katolik Semarang dan merupakan pengembangan dari Universitas Katolik Indonesia Atmajaya Cabang Semarang.",{}
172,Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-medistra,Rp10.000.000 per semester,925,44,"{""website"": ""www.stikesmedistra-indonesia.ac.id"", ""email"": ""stikesmi@stikesmedistra-indonesia.ac.id"", ""phone"": ""021-82431375, 82431376, 82431377""}","Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia merupakan institusi pendidikan yang berdiri pada tanggal 4 April 2002 di bawah naungan Yayasan Medistra Indonesia. Awalnya, kampus ini berlokasi di Jakarta. Lalu di tahun 2005, STIKes Medistra Indonesia mulai mengembangkan fasilitas bangunan dan sarana prasarana yang lebih lengkap sehingga seluruh aktivitas pendidikan dipindahkan ke gedung kampus baru yang berlokasi di Bekasi.",{}
173,Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-artha-bodhi-iswara,Rp4.000.000-Rp5.000.000 per semester,175,29,"{""website"": ""web.stikesabi.ac.id"", ""email"": ""stikesabi@yahoo.co.id"", ""phone"": ""031-5937965""}","Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara Surabaya adalah lembaga pendidikan tinggi yang didirikan oleh yayasan perguruan tinggi Tri Dharma pada tanggal 5 Agustus 2003. Pendirian kampus yang dikenal dengan sebutan STIKES-ABI ini berlandaskan upaya peningkatan jumlah dan kualitas tenaga kesehatan keperawatan dan kebidanan yang dapat diandalkan, khususnya dalam akselerasi penurunan angka kematian ibu dan bayi. Saat ini STIKES-ABI memiliki empat program studi yaitu Program Studi S1 Keperawatan, D3 Keperawatan, D3 Kebidanan, dan Profesi Ners.",{}
174,Institut Agama Kristen Negeri Palangka Raya,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-palangka-raya,Rp750.000-Rp4.000.000 per semester,1241,48,"{""website"": ""www.iaknpky.ac.id"", ""email"": ""stakn.palangkaraya2010@gmail.com"", ""phone"": ""0536-3241811, 0536-3241812""}","Sebelum menjadi Institut Agama Kristen Negeri (IAKN) Palangka Raya seperti yang kita kenal sekarang, awalnya kampus ini bernama Akademi Teologi Jurusan Pendidikan Agama Kristen (PAK) yang merupakan bagian dari Akademi Teologi Banjarmasin. Akademi tersebut didirikan pada tahun 1985 oleh Gereja Kalimantan Evangelis (GKE) dengan tujuan menyiapkan tenaga pendidik atau guru agama Kristen yang andal dalam rangka mencerdaskan kehidupan bangsa. Pada tahun 1986, GKE meningkatkan status akademi menjadi Institut Agama Kristen “Eka Sinta” GKE Palangka Raya.",{}
175,Sekolah Tinggi Teknologi Angkatan Laut,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-angkatan-laut,Gratis,307,72,"{""website"": ""www.sttal.ac.id"", ""email"": ""campus_sttal@sttal.ac.id"", ""phone"": ""031-99000581- 82""}","Sekolah Tinggi Teknologi Angkatan Laut atau STTAL merupakan perguruan tinggi kedinasan yang berlokasi di Jawa Timur dan berada di bawah naungan Tentara Nasional Indonesia Angkatan Laut (TNI AL). Berbeda dengan kampus pada umumnya, calon mahasiswa yang mendaftar di STTAL adalah mereka yang masih aktif di jajaran TNI/Kepolisian Negara Republik Indonesia (POLRI). Umumnya, mereka adalah prajurit yang ditugaskan oleh Mabes alias markas besar masing-masing.",{}
176,Institut Agama Kristen Negeri Kupang,Institut Negeri,https://campus.quipper.com/directory/institut-agama-kristen-negeri-kupang,Rp900.000-Rp10.000.000 per semester,4648,90,"{""website"": ""www.iaknkupang.ac.id"", ""email"": ""staknkupang@kemenag.go.id"", ""phone"": ""0380-824911""}","Institut Agama Kristen Negeri (IAKN) Kupang merupakan perguruan tinggi yang bernaung di lingkungan Kementerian Agama dan menyelenggarakan pendidikan di bidang ilmu pengetahuan agama Kristen. Dulunya, kampus ini bernama Sekolah Tinggi Agama Kristen Kupang dan dikelola oleh Lembaga Pendiri Sekolah Tinggi Agama Kristen Kupang. Berdasarkan Peraturan Presiden RI Nomor 69 Tahun 2011 tentang Pendirian Sekolah Tinggi Agama Kristen Negeri Kupang, Nusa Tenggara Timur, Sekolah Tinggi Agama Kristen Kupang diubah statusnya menjadi Sekolah Tinggi Agama Kristen Negeri (STAKN) Kupang. Setelah beroperasi selama 9 tahun sebagai sekolah tinggi negeri, akhirnya STAKN Kupang resmi beralih bentuk menjadi IAKN Kupang di tahun 2020.",{}
177,Universitas Islam As-Syafi'iyah,Universitas Swasta,https://campus.quipper.com/directory/universitas-islam-as-syafi-iyah,Rp4.700.000 - Rp5.250.000 per semester,4101,194,"{""website"": ""www.uia.ac.id"", ""email"": ""info@uia.ac.id"", ""phone"": ""087783223999""}","Universitas Islam As-Syafi’iyah (UIA) pada mulanya berbentuk akademi dengan nama Akademi Pendidikan Islam (AKPI) As-Syafi’iyah yang didirikan pada tanggal 14 November 1965. Pada tanggal 12 Maret 1969, AKPI ditingkatkan statusnya menjadi universitas. Saat ini, UIA memiliki 14 program studi yang terbagi menjadi 6 fakultas yakni Agama Islam, Hukum, Ekonomi & Bisnis, Sains & Teknologi, Keguruan & Ilmu Pendidikan, serta Ilmu Kesehatan. Jika Quipperian ingin melanjutkan pendidikan ke perguruan tinggi yang mengintegrasi ilmu dengan agama, maka UIA dapat menjadi pilihan yang tepat!",{}
