faculty,prodi,quipper_institution_code
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,221
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,221
Fakultas Ilmu Komputer dan Teknologi Informasi,Sistem Informasi,221
Fakultas Ilmu Komputer dan Teknologi Informasi,Ilmu Komputer,221
Fakultas Ilmu Komputer,Sistem Informasi,222
Fakultas Ilmu Komputer,Ilmu Komputer,222
Fakultas Ilmu Komputer,Teknik Informatika,222
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,222
Fakultas Ilmu Administrasi,Ilmu Administrasi,222
Fakultas Ilmu Administrasi,Administrasi Negara (Publik),222
Fakultas Ilmu Administrasi,Administrasi Bisnis (Niaga),222
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,222
Fakultas Kesehatan Masyarakat,Gizi,222
Fakultas Kesehatan Masyarakat,Kesehatan Lingkungan,222
Fakultas Kesehatan Masyarakat,Administrasi Kesehatan,222
Fakultas Kesehatan Masyarakat,Lainnya,222
Fakultas Psikologi,Psikologi,222
Fakultas Ilmu Keperawatan,Ilmu Keperawatan,222
Fakultas Kedokteran,Gizi,222
Fakultas Kedokteran,Pendidikan Dokter,222
Fakultas Ekonomi dan Bisnis,Manajemen,222
Fakultas Ekonomi dan Bisnis,Akuntansi,222
Fakultas Ekonomi dan Bisnis,Bisnis,222
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,222
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,222
Fakultas Ekonomi dan Bisnis,Lainnya,222
Fakultas Farmasi,Farmasi,222
Fakultas Teknik,Teknik Kimia,222
Fakultas Teknik,Teknik Sipil,222
Fakultas Teknik,Teknik Lingkungan,222
Fakultas Teknik,Teknik Mesin,222
Fakultas Teknik,Ilmu Teknik,222
Fakultas Teknik,Teknik Elektro,222
Fakultas Teknik,Teknik Pertambangan,222
Fakultas Teknik,Arsitektur,222
Fakultas Teknik,Teknik Industri,222
Fakultas Teknik,Teknik Perkapalan,222
Fakultas Teknik,Teknik Metalurgi,222
Fakultas Teknik,Teknik Biomedis,222
Fakultas Teknik,Desain Interior,222
Fakultas Hukum,Ilmu Hukum,222
Fakultas Pendidikan Vokasi,Pariwisata,222
Fakultas Pendidikan Vokasi,Ilmu Administrasi,222
Fakultas Pendidikan Vokasi,Akuntansi,222
Fakultas Pendidikan Vokasi,Perpajakan,222
Fakultas Pendidikan Vokasi,Perbankan,222
Fakultas Pendidikan Vokasi,Fisioterapi,222
Fakultas Pendidikan Vokasi,Broadcasting (Penyiaran),222
Fakultas Pendidikan Vokasi,Bisnis,222
Fakultas Pendidikan Vokasi,Administrasi Perkantoran,222
Fakultas Pendidikan Vokasi,Public Relations,222
Fakultas Pendidikan Vokasi,Administrasi Kesehatan,222
Fakultas Pendidikan Vokasi,Kearsipan,222
Fakultas Pendidikan Vokasi,Lainnya,222
Fakultas Pendidikan Vokasi,Multimedia,222
Fakultas Pendidikan Vokasi,Administrasi Perpajakan,222
Fakultas Ilmu Sosial Ilmu Politik,Ilmu Hukum,222
Fakultas Ilmu Sosial Ilmu Politik,Hubungan Internasional,222
Fakultas Ilmu Sosial Ilmu Politik,Ilmu Komunikasi,222
Fakultas Ilmu Sosial Ilmu Politik,Ilmu Politik,222
Fakultas Ilmu Sosial Ilmu Politik,Kesejahteraan Sosial,222
Fakultas Ilmu Sosial Ilmu Politik,Sosiologi,222
Fakultas Ilmu Sosial Ilmu Politik,Antropologi,222
Fakultas Ilmu Sosial Ilmu Politik,Kriminologi,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geografi,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Teknik Geologi,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktuaria,222
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kelautan,222
Fakultas Ilmu Pengetahuan Budaya,Sejarah,222
Fakultas Ilmu Pengetahuan Budaya,Arkeologi,222
Fakultas Ilmu Pengetahuan Budaya,Filsafat,222
Fakultas Ilmu Pengetahuan Budaya,Sastra & Bahasa Asing,222
Fakultas Ilmu Pengetahuan Budaya,Sastra & Bahasa Daerah,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Arab,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Indonesia,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Inggris,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Jepang,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Korea,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Cina,222
Fakultas Ilmu Pengetahuan Budaya,Sastra Jawa,222
Fakultas Syariah dan Hukum,Ilmu Hukum,223
Fakultas Syariah dan Hukum,Ilmu Agama Islam,223
Fakultas Tarbiyah dan Keguruan,Pendidikan Bahasa Inggris,223
Fakultas Tarbiyah dan Keguruan,Ilmu Agama Islam,223
Fakultas Tarbiyah dan Keguruan,Pendidikan Matematika,223
Fakultas Tarbiyah dan Keguruan,Pendidikan Guru Sekolah Dasar,223
Fakultas Tarbiyah dan Keguruan,Sastra Arab,223
Fakultas Tarbiyah dan Keguruan,Manajemen Pendidikan,223
Fakultas Tarbiyah dan Keguruan,Pendidikan Anak Usia Dini (PAUD),223
Fakultas Tarbiyah dan Keguruan,Keguruan & Pendidikan,223
Fakultas Ushuluddin dan Filsafat,Ilmu Agama Islam,223
Fakultas Ushuluddin dan Filsafat,Filsafat,223
Fakultas Ushuluddin dan Filsafat,Ilmu Politik,223
Fakultas Ekonomi dan Bisnis Islam,Manajemen,223
Fakultas Ekonomi dan Bisnis Islam,Akuntansi,223
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syariah,223
Fakultas Ekonomi dan Bisnis Islam,Ilmu Ekonomi,223
Fakultas Sains dan Teknologi,Arsitektur,223
Fakultas Sains dan Teknologi,Sistem Informasi,223
Fakultas Sains dan Teknologi,Kelautan,223
Fakultas Sains dan Teknologi,Matematika,223
Fakultas Sains dan Teknologi,Biologi,223
Fakultas Sains dan Teknologi,Teknik Lingkungan,223
Fakultas Adab dan Humaniora,Sastra Inggris,223
Fakultas Adab dan Humaniora,Sastra Arab,223
Fakultas Adab dan Humaniora,Sejarah,223
Fakultas Adab dan Humaniora,Sastra Indonesia,223
Fakultas Ilmu Sosial dan Politik,Hubungan Internasional,223
Fakultas Ilmu Sosial dan Politik,Sosiologi,223
Fakultas Ilmu Sosial dan Politik,Ilmu Politik,223
Fakultas Psikologi dan Kesehatan,Psikologi,223
Fakultas Dakwah dan Komunikasi,Manajemen,223
Fakultas Dakwah dan Komunikasi,Ilmu Komunikasi,223
Fakultas Dakwah dan Komunikasi,Bimbingan dan Konseling,223
Fakultas Dakwah dan Komunikasi,Ilmu Agama Islam,223
Program Pascasarjana,Keguruan & Pendidikan,223
Program Pascasarjana,Ilmu Agama Islam,223
Program Pascasarjana,Ekonomi Syariah,223
Program Pascasarjana,Hukum Tata Negara,223
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,224
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,224
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,224
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,224
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),224
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,224
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Sejarah,224
Fakultas Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,224
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,224
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,224
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),224
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),224
Fakultas Ilmu Sosial dan Ilmu Politik,Perpajakan,224
Fakultas Ilmu Sosial dan Ilmu Politik,Travel,224
Fakultas Kedokteran,Pendidikan Dokter,224
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,224
Fakultas Teknik,Teknik Mesin,224
Fakultas Teknik,Teknik Elektro,224
Fakultas Teknik,Teknik Sipil,224
Fakultas Teknik,Teknik Pertambangan,224
Fakultas Teknik,Teknik Kimia,224
Fakultas Teknik,Teknik Lingkungan,224
Fakultas Teknik,Perencanaan Wilayah dan Kota,224
Fakultas Teknik,Teknik Perminyakan,224
Fakultas Teknik,Ilmu Teknik,224
Fakultas Teknik,Teknik Perkapalan,224
Fakultas Teknologi Pertanian,Teknik Pertanian,224
Fakultas Teknologi Pertanian,Ilmu Teknik,224
Fakultas Hukum,Ilmu Hukum,224
Fakultas Farmasi,Farmasi,224
Fakultas Pertanian,Agroteknologi,224
Fakultas Pertanian,Agribisnis,224
Fakultas Pertanian,Penyuluhan dan Komunikasi Pertanian,224
Fakultas Pertanian,Ilmu Tanah,224
Fakultas Pertanian,Peternakan,224
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,224
Fakultas Kesehatan Masyarakat,Gizi,224
Fakultas Ekonomi dan Bisnis,Akuntansi,224
Fakultas Ekonomi dan Bisnis,Manajemen,224
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,224
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,224
Fakultas Ekonomi dan Bisnis,Ilmu Administrasi,224
Fakultas Ilmu Budaya,Sejarah,224
Fakultas Ilmu Budaya,Sastra Inggris,224
Fakultas Ilmu Budaya,Sastra Indonesia,224
Fakultas Ilmu Budaya,Film dan Televisi,224
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,224
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,224
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,224
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,224
Fakultas Keperawatan,Ilmu Keperawatan,224
Fakultas Ilmu Komputer,Sistem Informasi,224
Fakultas Ilmu Komputer,Teknik Informatika,224
Program Pascasarjana,Ilmu Teknik,224
Program Pascasarjana,Teknik Mesin,224
Program Pascasarjana,Teknik Elektro,224
Program Pascasarjana,Ilmu Hukum,224
Program Pascasarjana,Agribisnis,224
Program Pascasarjana,Teknik Pertanian,224
Program Pascasarjana,Kesehatan Masyarakat,224
Program Pascasarjana,Manajemen,224
Program Pascasarjana,Keguruan & Pendidikan,224
Program Pascasarjana,Ilmu Ekonomi,224
Program Pascasarjana,Teknik Sipil,224
Program Pascasarjana,Fisika,224
Program Pascasarjana,Biologi,224
Program Pascasarjana,Akuntansi,224
Program Pascasarjana,Pendidikan Matematika,224
Program Pascasarjana,Matematika,224
Program Pascasarjana,Bioteknologi,224
Program Pascasarjana,Ilmu Administrasi,224
Fakultas Pertanian,Agroteknologi,226
Fakultas Pertanian,Ilmu Tanah,226
Fakultas Pertanian,Peternakan,226
Fakultas Pertanian,Teknik Pertanian,226
Fakultas Pertanian,Agribisnis,226
Fakultas Pertanian,Proteksi Tanaman,226
Fakultas Teknik,Teknik Mesin,226
Fakultas Teknik,Teknik Sipil,226
Fakultas Teknik,Arsitektur,226
Fakultas Teknik,Teknik Pertambangan,226
Fakultas Teknik,Teknik Informatika,226
Fakultas Teknik,Teknik Kimia,226
Fakultas Teknik,Teknik Lingkungan,226
Fakultas Kehutanan,Kehutanan,226
Fakultas Perikanan dan Kelautan,Kelautan,226
Fakultas Perikanan dan Kelautan,Perikanan,226
Fakultas Perikanan dan Kelautan,Budidaya Perairan (Akuakultur),226
Fakultas Perikanan dan Kelautan,Manajemen Sumber Daya Perairan,226
Fakultas Perikanan dan Kelautan,Teknologi Hasil Perikanan,226
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,226
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,226
Fakultas Keguruan dan Ilmu Pendidikan,Sosiologi,226
Fakultas Keguruan dan Ilmu Pendidikan,Antropologi,226
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,226
Fakultas Keguruan dan Ilmu Pendidikan,Teater & Drama,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,226
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,226
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,226
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,226
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Komputer,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,226
Fakultas Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),226
Fakultas Keguruan dan Ilmu Pendidikan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",226
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,226
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Sejarah,226
Fakultas Hukum,Ilmu Hukum,226
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,226
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,226
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,226
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),226
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),226
Fakultas Ilmu Sosial dan Ilmu Politik,Geografi,226
Fakultas Kedokteran,Psikologi,226
Fakultas Kedokteran,Pendidikan Dokter,226
Fakultas Kedokteran,Kesehatan Masyarakat,226
Fakultas Kedokteran,Ilmu Keperawatan,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Komputer,226
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,226
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,226
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,226
Fakultas Ekonomi dan Bisnis,Manajemen,226
Fakultas Ekonomi dan Bisnis,Akuntansi,226
Fakultas Ekonomi dan Bisnis,Perpajakan,226
Program Pascasarjana,Ilmu Hukum,226
Program Pascasarjana,Teknik Sipil,226
Program Pascasarjana,Teknik Kimia,226
Program Pascasarjana,Ilmu Ekonomi,226
Program Pascasarjana,Keguruan & Pendidikan,226
Program Pascasarjana,Administrasi Negara (Publik),226
Program Pascasarjana,Ilmu Administrasi,226
Program Pascasarjana,Administrasi Bisnis (Niaga),226
Program Pascasarjana,Teknik Pertanian,226
Program Pascasarjana,Manajemen Pendidikan,226
Program Pascasarjana,Pendidikan Anak Usia Dini (PAUD),226
Program Pascasarjana,Ilmu Pemerintahan,226
Program Pascasarjana,Kesehatan Masyarakat,226
Program Pascasarjana,Akuntansi,226
Program Pascasarjana,Teknik Lingkungan,226
Program Pascasarjana,Manajemen,226
Program Pascasarjana,Sastra Indonesia,226
Program Pascasarjana,Biologi,226
Program Pascasarjana,Kehutanan,226
Program Pascasarjana,Perikanan,226
Program Pascasarjana,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",226
Program Pascasarjana,Pendidikan Bahasa Indonesia,226
Program Pascasarjana,Agribisnis,226
Program Pascasarjana,Lainnya,226
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syariah,228
Fakultas Ekonomi dan Bisnis Islam,Perbankan Syariah,228
Fakultas Dakwah dan Ilmu Komunikasi,Ilmu Komunikasi,228
Fakultas Dakwah dan Ilmu Komunikasi,Bimbingan dan Konseling,228
Fakultas Dakwah dan Ilmu Komunikasi,Manajemen,228
Fakultas Syariah dan Ilmu Hukum,Ilmu Hukum,228
Fakultas Syariah dan Ilmu Hukum,Lainnya,228
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Matematika,228
Fakultas Tarbiyah dan Ilmu Keguruan,Ilmu Agama Islam,228
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Inggris,228
Fakultas Tarbiyah dan Ilmu Keguruan,Sastra Arab,228
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,229
Fakultas Ilmu Budaya,Sastra & Bahasa Asing,229
Fakultas Ilmu Budaya,Arkeologi,229
Fakultas Ilmu Budaya,Sejarah,229
Fakultas Ilmu Budaya,Sastra Arab,229
Fakultas Ilmu Budaya,Sastra & Bahasa Daerah,229
Fakultas Ilmu Budaya,Sastra Indonesia,229
Fakultas Ilmu Budaya,Sastra Inggris,229
Fakultas Ilmu Budaya,Sastra Jepang,229
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,229
Fakultas Ilmu Sosial dan Ilmu Politik,Antropologi,229
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,229
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,229
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,229
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,229
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,229
Fakultas Kehutanan,Kehutanan,229
Fakultas Kesehatan Masyarakat,Gizi,229
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,229
Fakultas Teknik,Perencanaan Wilayah dan Kota,229
Fakultas Teknik,Arsitektur,229
Fakultas Teknik,Teknik Elektro,229
Fakultas Teknik,Teknik Geologi,229
Fakultas Teknik,Teknik Industri,229
Fakultas Teknik,Teknik Informatika,229
Fakultas Teknik,Kelautan,229
Fakultas Teknik,Teknik Mesin,229
Fakultas Teknik,Ilmu Teknik,229
Fakultas Teknik,Teknik Pertambangan,229
Fakultas Teknik,Teknik Sipil,229
Fakultas Teknik,Teknik Lingkungan,229
Fakultas Teknik,Teknik Perkapalan,229
Fakultas Kedokteran,Pendidikan Dokter,229
Fakultas Kedokteran,Kedokteran Hewan,229
Fakultas Kedokteran,Psikologi,229
Fakultas Kedokteran,Kebidanan,229
Fakultas Kedokteran,Gizi,229
Fakultas Hukum,Ilmu Hukum,229
Fakultas Hukum,Administrasi Negara (Publik),229
Fakultas Peternakan,Peternakan,229
Fakultas Pertanian,Teknik Pertanian,229
Fakultas Pertanian,Agribisnis,229
Fakultas Pertanian,Agroteknologi,229
Fakultas Pertanian,Ilmu dan Teknologi Pangan,229
Fakultas Farmasi,Farmasi,229
Fakultas Ilmu Kelautan dan Perikanan,Perikanan,229
Fakultas Ilmu Kelautan dan Perikanan,Kelautan,229
Fakultas Ilmu Kelautan dan Perikanan,Budidaya Perairan (Akuakultur),229
Fakultas Ilmu Kelautan dan Perikanan,Manajemen Sumber Daya Perairan,229
Fakultas Ilmu Kelautan dan Perikanan,Lainnya,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Komputer,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Sistem Informasi,229
Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktuaria,229
Fakultas Ekonomi dan Bisnis,Manajemen,229
Fakultas Ekonomi dan Bisnis,Akuntansi,229
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,229
Fakultas Keperawatan,Ilmu Keperawatan,229
Fakultas Keperawatan,Fisioterapi,229
Sekolah Pascasarjana,Agroteknologi,229
Sekolah Pascasarjana,Ilmu dan Teknologi Pangan,229
Sekolah Pascasarjana,Ilmu Administrasi,229
Sekolah Pascasarjana,Antropologi,229
Sekolah Pascasarjana,Ilmu Komunikasi,229
Sekolah Pascasarjana,Ilmu Politik,229
Sekolah Pascasarjana,Teknik Pertanian,229
Sekolah Pascasarjana,Sosiologi,229
Sekolah Pascasarjana,Ilmu Pemerintahan,229
Sekolah Pascasarjana,Sastra Indonesia,229
Sekolah Pascasarjana,Sastra & Bahasa Asing,229
Sekolah Pascasarjana,Arkeologi,229
Sekolah Pascasarjana,Sejarah,229
Sekolah Pascasarjana,Akuntansi,229
Sekolah Pascasarjana,Manajemen,229
Sekolah Pascasarjana,Ilmu Ekonomi,229
Sekolah Pascasarjana,Ekonomi Pembangunan,229
Sekolah Pascasarjana,Ilmu Hukum,229
Sekolah Pascasarjana,Farmasi,229
Sekolah Pascasarjana,Pendidikan Dokter Gigi,229
Sekolah Pascasarjana,Kimia,229
Sekolah Pascasarjana,Matematika,229
Sekolah Pascasarjana,Geofisika,229
Sekolah Pascasarjana,Biologi,229
Sekolah Pascasarjana,Fisika,229
Sekolah Pascasarjana,Kehutanan,229
Sekolah Pascasarjana,Peternakan,229
Sekolah Pascasarjana,Perikanan,229
Sekolah Pascasarjana,Arsitektur,229
Sekolah Pascasarjana,Teknik Elektro,229
Sekolah Pascasarjana,Teknik Geologi,229
Sekolah Pascasarjana,Teknik Mesin,229
Sekolah Pascasarjana,Teknik Lingkungan,229
Sekolah Pascasarjana,Teknik Sipil,229
Sekolah Pascasarjana,Perencanaan Wilayah dan Kota,229
Sekolah Pascasarjana,Teknik Industri,229
Sekolah Pascasarjana,Teknik Pertambangan,229
Sekolah Pascasarjana,Teknik Informatika,229
Sekolah Pascasarjana,Kesehatan Masyarakat,229
Sekolah Pascasarjana,Ilmu Keperawatan,229
Sekolah Pascasarjana,Agribisnis,229
Sekolah Pascasarjana,Pendidikan Dokter,229
Sekolah Pascasarjana,Kebidanan,229
Sekolah Pascasarjana,Statistika,229
Sekolah Pascasarjana,Teknik Perkapalan,229
Fakultas Ilmu Sosial dan Ilmu Politik,Pendidikan Bahasa Inggris,230
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,230
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,230
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Hukum,230
Fakultas Teknik,Teknik Informatika,230
Fakultas Teknik,Teknik Sipil,230
Fakultas Ekonomi,Akuntansi,230
Fakultas Ekonomi,Manajemen,230
Fakultas Pertanian dan Kehutanan,Kehutanan,230
Fakultas Pertanian dan Kehutanan,Agribisnis,230
Fakultas Ilmu Kesehatan,Ilmu Keperawatan,230
Fakultas Peternakan dan Perikanan,Budidaya Perairan (Akuakultur),230
Fakultas Peternakan dan Perikanan,Peternakan,230
Fakultas Peternakan dan Perikanan,Perikanan,230
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,230
Fakultas Matematika dan Ilmu Pengetahuan Alam,Pendidikan Matematika,230
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,230
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,230
Fakultas Matematika dan Ilmu Pengetahuan Alam,Keguruan & Pendidikan,230
Pascasarjana,Ekonomi Syariah,231
Pascasarjana,Manajemen Pendidikan Islam,231
Pascasarjana,Pendidikan Agama Islam,231
Pascasarjana,Hukum Keluarga Islam,231
Fakultas Syariah,Hukum Perdata Islam,231
Fakultas Syariah,Hukum Ekonomi Syariah,231
Fakultas Syariah,Hukum Tata Negara,231
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Arab,231
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Agama Islam,231
Fakultas Tarbiyah dan Ilmu Keguruan,Manajemen Pendidikan Islam,231
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Matematika,231
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Fisika,231
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Guru Madrasah Ibtidaiyah,231
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Islam Anak Usia Dini,231
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Biologi,231
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Bahasa Inggris,231
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris IPA,231
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syariah,231
Fakultas Ekonomi dan Bisnis Islam,Perbankan Syariah,231
"Fakultas Ushuluddin, Adab, dan Dakwah",Ilmu Komunikasi,231
"Fakultas Ushuluddin, Adab, dan Dakwah",Ilmu Agama Islam,231
"Fakultas Ushuluddin, Adab, dan Dakwah",Bimbingan dan Konseling,231
Fakultas Teknik,Teknik Mesin,232
Fakultas Teknik,Ilmu Teknik,232
Fakultas Teknik,Teknik Kimia,232
Fakultas Teknik,Teknik Elektro,232
Fakultas Teknik,Teknik Industri,232
Fakultas Teknik,Teknik Pertambangan,232
Fakultas Teknik,Teknik Geomatika,232
Fakultas Teknik,Teknik Geodesi,232
Fakultas Teknik,Teknik Sipil,232
Fakultas Teknik,Teknik Informatika,232
Fakultas Teknik,Geofisika,232
Fakultas Teknik,Arsitektur,232
Fakultas Teknik,Sistem Informasi,232
Fakultas Teknik,Geografi,232
Fakultas Teknik,Kimia,232
Fakultas Pertanian,Ilmu Tanah,232
Fakultas Pertanian,Agribisnis,232
Fakultas Pertanian,Teknik Pertanian,232
Fakultas Pertanian,Kehutanan,232
Fakultas Pertanian,Penyuluhan dan Komunikasi Pertanian,232
Fakultas Pertanian,Agroteknologi,232
Fakultas Pertanian,Peternakan,232
Fakultas Pertanian,Budidaya Perairan (Akuakultur),232
Fakultas Pertanian,Manajemen Sumber Daya Perairan,232
Fakultas Pertanian,Proteksi Tanaman,232
Fakultas Pertanian,Teknologi Industri Pertanian,232
Fakultas Pertanian,Kelautan,232
Fakultas Kedokteran,Pendidikan Dokter,232
Fakultas Kedokteran,Farmasi,232
Fakultas Kedokteran,Kesehatan Masyarakat,232
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,232
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,232
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,232
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,232
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Olahraga,232
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),232
Fakultas Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan,232
