faculty,prodi,institution_code
FAKULTAS SENI DAN DESAIN,FILM DAN TELEVISI,quipper-369
FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,TEKNIK INFORMATIKA,quipper-369
FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,SISTEM INFORMASI,quipper-369
FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,ILMU KOMPUTER,quipper-369
FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,FISIKA,quipper-369
FAKULTAS TEKNOLOGI INFORMASI DAN KOMUNIKASI,TEKNIK ELEKTRO,quipper-369
FAKULTAS BISNIS,MANAJEMEN,quipper-369
FAKULTAS BISNIS,AKUNTANSI,quipper-369
DIPLOMA PERHOTELAN,PERHOTELAN,quipper-369
FAKULTAS BIOLOGI,BIOLOGI,quipper-370
FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,quipper-370
FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,quipper-370
FAKULTAS EKONOMI DAN BISNIS,ADMINISTRASI BISNIS,quipper-370
FAKULTAS EKONOMI DAN BISNIS,BISNIS,quipper-370
FAKULTAS EKONOMI DAN BISNIS,EKONOMI PEMBANGUNAN,quipper-370
FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,quipper-370
FAKULTAS EKONOMI DAN BISNIS,ADMINISTRASI PERKANTORAN,quipper-370
FAKULTAS EKONOMI DAN BISNIS,BISNIS INTERNASIONAL,quipper-370
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,BUDIDAYA PERAIRAN,quipper-370
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,KELAUTAN,quipper-370
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,PERIKANAN,quipper-370
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,MANAJEMEN SUMBER DAYA PERAIRAN,quipper-370
FAKULTAS PERTANIAN,ILMU DAN TEKNOLOGI PANGAN,quipper-370
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-370
FAKULTAS PERTANIAN,TEKNIK PERTANIAN,quipper-370
FAKULTAS PERTANIAN,ILMU TANAH,quipper-370
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-370
FAKULTAS PETERNAKAN,PETERNAKAN,quipper-370
FAKULTAS HUKUM,ILMU HUKUM,quipper-370
FAKULTAS TEKNIK,TEKNIK INDUSTRI,quipper-370
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-370
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-370
FAKULTAS TEKNIK,TEKNIK INFORMATIKA,quipper-370
FAKULTAS TEKNIK,TEKNIK GEOLOGI,quipper-370
FAKULTAS ILMU BUDAYA,PENDIDIKAN BAHASA INDONESIA,quipper-370
FAKULTAS ILMU BUDAYA,SASTRA & BAHASA ASING,quipper-370
FAKULTAS ILMU BUDAYA,SASTRA INDONESIA,quipper-370
FAKULTAS ILMU BUDAYA,SASTRA INGGRIS,quipper-370
FAKULTAS ILMU BUDAYA,PENDIDIKAN BAHASA INGGRIS,quipper-370
FAKULTAS ILMU BUDAYA,SASTRA JEPANG,quipper-370
FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER GIGI,quipper-370
FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER,quipper-370
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,KIMIA,quipper-370
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,MATEMATIKA,quipper-370
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,FISIKA,quipper-370
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,quipper-370
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,quipper-370
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,quipper-370
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,SOSIOLOGI,quipper-370
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ADMINISTRASI NEGARA,quipper-370
FAKULTAS ILMU-ILMU KESEHATAN,GIZI,quipper-370
FAKULTAS ILMU-ILMU KESEHATAN,ILMU KEPERAWATAN,quipper-370
FAKULTAS ILMU-ILMU KESEHATAN,FARMASI,quipper-370
FAKULTAS ILMU-ILMU KESEHATAN,KESEHATAN MASYARAKAT,quipper-370
FAKULTAS ILMU-ILMU KESEHATAN,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",quipper-370
PROGRAM PASCASARJANA,PETERNAKAN,quipper-370
PROGRAM PASCASARJANA,ILMU HUKUM,quipper-370
PROGRAM PASCASARJANA,AGRIBISNIS,quipper-370
PROGRAM PASCASARJANA,BIOLOGI,quipper-370
PROGRAM PASCASARJANA,ILMU DAN TEKNOLOGI PANGAN,quipper-370
PROGRAM PASCASARJANA,AKUNTANSI,quipper-370
PROGRAM PASCASARJANA,ILMU EKONOMI,quipper-370
PROGRAM PASCASARJANA,MANAJEMEN,quipper-370
PROGRAM PASCASARJANA,SOSIOLOGI,quipper-370
PROGRAM PASCASARJANA,ILMU KOMUNIKASI,quipper-370
PROGRAM PASCASARJANA,ADMINISTRASI NEGARA,quipper-370
PROGRAM PASCASARJANA,TEKNIK BIOMEDIS,quipper-370
PROGRAM PASCASARJANA,KELAUTAN,quipper-370
PROGRAM PASCASARJANA,BUDIDAYA PERAIRAN,quipper-370
PROGRAM PASCASARJANA,PENYULUHAN DAN KOMUNIKASI PERTANIAN,quipper-370
PROGRAM PASCASARJANA,TEKNIK LINGKUNGAN,quipper-370
PROGRAM PASCASARJANA,TEKNIK PERTANIAN,quipper-370
PROGRAM PASCASARJANA,BIOTEKNOLOGI,quipper-370
PROGRAM PASCASARJANA,ILMU LINGKUNGAN,quipper-370
KELAUTAN DAN PERIKANAN,BUDIDAYA PERAIRAN,quipper-371
KELAUTAN DAN PERIKANAN,KELAUTAN,quipper-371
KELAUTAN DAN PERIKANAN,PERIKANAN,quipper-371
FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,quipper-372
KEPERAWATAN,ILMU KEPERAWATAN,quipper-373
ILMU KEGURUAN DAN PENDIDIKAN,PENDIDIKAN OLAHRAGA,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,SEJARAH,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,TEKNIK INFORMATIKA,quipper-374
ILMU KEGURUAN DAN PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-374
FAKULTAS HUKUM,ILMU HUKUM,quipper-375
FAKULTAS TEKNOLOGI PERTANIAN,TEKNIK PERTANIAN,quipper-375
FAKULTAS KESEHATAN MASYARAKAT,KESEHATAN MASYARAKAT,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,BIOLOGI,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,KIMIA,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK PERTAMBANGAN,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK GEOLOGI,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,GEOFISIKA,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,FARMASI,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,MATEMATIKA,quipper-375
FAKULTAS SAINS DAN TEKNOLOGI,FISIKA,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,ILMU EKONOMI,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KIMIA,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,FISIKA,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIOLOGI,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,ADMINISTRASI PENDIDIKAN,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIMBINGAN DAN KONSELING,quipper-375
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN ANAK USIA DINI,quipper-375
FAKULTAS ILMU KEOLAHRAGAAN,PENDIDIKAN OLAHRAGA,quipper-375
FAKULTAS PETERNAKAN,PETERNAKAN,quipper-375
FAKULTAS PETERNAKAN,KEDOKTERAN HEWAN,quipper-375
FAKULTAS PETERNAKAN,PERIKANAN,quipper-375
FAKULTAS PETERNAKAN,TEKNOLOGI HASIL PERIKANAN,quipper-375
FAKULTAS KEHUTANAN,KEHUTANAN,quipper-375
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-375
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-375
FAKULTAS ILMU BUDAYA,ARKEOLOGI,quipper-375
FAKULTAS ILMU BUDAYA,SEJARAH,quipper-375
FAKULTAS ILMU BUDAYA,SASTRA INDONESIA,quipper-375
FAKULTAS ILMU BUDAYA,SASTRA ARAB,quipper-375
FAKULTAS ILMU BUDAYA,TEATER & DRAMA,quipper-375
FAKULTAS ILMU BUDAYA,TARI,quipper-375
FAKULTAS ILMU BUDAYA,MUSIK,quipper-375
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-375
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-375
FAKULTAS TEKNIK,TEKNIK LINGKUNGAN,quipper-375
FAKULTAS TEKNIK,TEKNIK KIMIA,quipper-375
FAKULTAS EKONOMI BISNIS,ILMU EKONOMI,quipper-375
FAKULTAS EKONOMI BISNIS,MANAJEMEN,quipper-375
FAKULTAS EKONOMI BISNIS,AKUNTANSI,quipper-375
FAKULTAS EKONOMI BISNIS,PERPAJAKAN,quipper-375
FAKULTAS EKONOMI BISNIS,MANAJEMEN PEMASARAN,quipper-375
FAKULTAS EKONOMI BISNIS,EKONOMI SYARIAH,quipper-375
FAKULTAS EKONOMI BISNIS,EKONOMI PEMBANGUNAN,quipper-375
FAKULTAS EKONOMI BISNIS,MANAJEMEN KEUANGAN,quipper-375
FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,ILMU KEPERAWATAN,quipper-375
FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,PENDIDIKAN DOKTER,quipper-375
FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,PSIKOLOGI,quipper-375
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,quipper-375
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,quipper-375
LOCAL PROGRAM,FILM DAN TELEVISI,quipper-376
LOCAL PROGRAM,MUSIK,quipper-376
LOCAL PROGRAM,SISTEM INFORMASI,quipper-376
INTERNATIONAL PROGRAM,FILM DAN TELEVISI,quipper-376
INTERNATIONAL PROGRAM,MUSIK,quipper-376
FAST TRACK PROGRAM,FILM DAN TELEVISI,quipper-376
FAST TRACK PROGRAM,MUSIK,quipper-376
FAST TRACK PROGRAM,RIAS DAN BUSANA,quipper-376
AUTHORIZED TRAINING COURSE,SISTEM INFORMASI,quipper-376
AUTHORIZED TRAINING COURSE,LAINNYA,quipper-376
FAKULTAS TEKNIK LINGKUNGAN,TEKNIK LINGKUNGAN,quipper-377
FAKULTAS TEKNIK LINGKUNGAN,ILMU LINGKUNGAN,quipper-377
FAKULTAS TEKNOLOGI SUMBER DAYA ALAM,TEKNIK PERTAMBANGAN,quipper-377
FAKULTAS TEKNOLOGI SUMBER DAYA ALAM,KELAUTAN,quipper-377
FAKULTAS TEKNIK INDUSTRI,TEKNIK INDUSTRI,quipper-377
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,SEJARAH,quipper-378
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-378
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-378
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,GEOGRAFI,quipper-378
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,FISIKA,quipper-378
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-378
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GEOGRAFI,quipper-378
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,quipper-378
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,quipper-378
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PERPUSTAKAAN,quipper-378
FAKULTAS TEKNIK,TEKNIK PERTAMBANGAN,quipper-378
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-378
FAKULTAS TEKNIK,PERENCANAAN WILAYAH DAN KOTA,quipper-378
FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,quipper-378
FAKULTAS AGAMA ISLAM,ILMU AGAMA ISLAM,quipper-378
FAKULTAS AGAMA ISLAM,SASTRA ARAB,quipper-378
FAKULTAS HUKUM,ILMU HUKUM,quipper-378
FAKULTAS PERTANIAN,ILMU DAN TEKNOLOGI PANGAN,quipper-378
FAKULTAS PERTANIAN,TEKNIK PERTANIAN,quipper-378
FAKULTAS ILMU KESEHATAN,FARMASI,quipper-378
FAKULTAS ILMU KESEHATAN,KEBIDANAN,quipper-378
KEPERAWATAN,ILMU KEPERAWATAN,quipper-379
KEPERAWATAN,KESEHATAN MASYARAKAT,quipper-379
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-380
FAKULTAS TEKNIK,ILMU TEKNIK,quipper-380
FAKULTAS TEKNIK,TEKNIK MESIN,quipper-380
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-380
FAKULTAS TEKNIK,TEKNIK INFORMATIKA,quipper-380
FAKULTAS TEKNIK,TEKNIK MANUFAKTUR,quipper-380
FAKULTAS TEKNIK,TEKNIK OTOMOTIF,quipper-380
FAKULTAS TEKNIK,TATA BOGA,quipper-380
FAKULTAS TEKNIK,RIAS DAN BUSANA,quipper-380
FAKULTAS TEKNIK,TEKNOLOGI INFORMASI,quipper-380
FAKULTAS EKONOMI,ILMU EKONOMI,quipper-380
FAKULTAS EKONOMI,MANAJEMEN,quipper-380
FAKULTAS EKONOMI,AKUNTANSI,quipper-380
FAKULTAS EKONOMI,BISNIS,quipper-380
FAKULTAS EKONOMI,ADMINISTRASI PERKANTORAN,quipper-380
FAKULTAS EKONOMI,ILMU ADMINISTRASI,quipper-380
FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-380
FAKULTAS ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-380
FAKULTAS ILMU PENDIDIKAN,PSIKOLOGI,quipper-380
FAKULTAS ILMU PENDIDIKAN,MANAJEMEN PENDIDIKAN,quipper-380
FAKULTAS ILMU PENDIDIKAN,TEKNOLOGI PENDIDIKAN,quipper-380
FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN LUAR SEKOLAH,quipper-380
FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN ANAK USIA DINI,quipper-380
FAKULTAS ILMU PENDIDIKAN,FILSAFAT,quipper-380
FAKULTAS ILMU KEOLAHRAGAAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-380
FAKULTAS ILMU KEOLAHRAGAAN,PENDIDIKAN OLAHRAGA,quipper-380
FAKULTAS ILMU KEOLAHRAGAAN,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",quipper-380
FAKULTAS ILMU SOSIAL,SOSIOLOGI,quipper-380
FAKULTAS ILMU SOSIAL,ILMU KOMUNIKASI,quipper-380
FAKULTAS ILMU SOSIAL,SEJARAH,quipper-380
FAKULTAS ILMU SOSIAL,GEOGRAFI,quipper-380
FAKULTAS ILMU SOSIAL,KEGURUAN & PENDIDIKAN,quipper-380
FAKULTAS ILMU SOSIAL,ADMINISTRASI NEGARA,quipper-380
FAKULTAS ILMU SOSIAL,PENDIDIKAN GEOGRAFI,quipper-380
FAKULTAS BAHASA DAN SENI,TARI,quipper-380
FAKULTAS BAHASA DAN SENI,PENDIDIKAN BAHASA INDONESIA,quipper-380
FAKULTAS BAHASA DAN SENI,PENDIDIKAN BAHASA INGGRIS,quipper-380
FAKULTAS BAHASA DAN SENI,SENI RUPA,quipper-380
FAKULTAS BAHASA DAN SENI,SASTRA INDONESIA,quipper-380
FAKULTAS BAHASA DAN SENI,SASTRA INGGRIS,quipper-380
FAKULTAS BAHASA DAN SENI,MUSIK,quipper-380
FAKULTAS BAHASA DAN SENI,SASTRA & BAHASA DAERAH,quipper-380
FAKULTAS BAHASA DAN SENI,SASTRA & BAHASA ASING,quipper-380
FAKULTAS BAHASA DAN SENI,SENI KRIYA,quipper-380
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,PENDIDIKAN MATEMATIKA,quipper-380
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,FISIKA,quipper-380
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,KIMIA,quipper-380
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,BIOLOGI,quipper-380
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,STATISTIKA,quipper-380
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,MATEMATIKA,quipper-380
PROGRAM PASCASARJANA,PENDIDIKAN GURU SEKOLAH DASAR,quipper-380
PROGRAM PASCASARJANA,PSIKOLOGI,quipper-380
PROGRAM PASCASARJANA,KEGURUAN & PENDIDIKAN,quipper-380
PROGRAM PASCASARJANA,PENDIDIKAN BAHASA INGGRIS,quipper-380
PROGRAM PASCASARJANA,PENDIDIKAN BAHASA INDONESIA,quipper-380
PROGRAM PASCASARJANA,PENDIDIKAN MATEMATIKA,quipper-380
PROGRAM PASCASARJANA,PENDIDIKAN OLAHRAGA,quipper-380
PROGRAM PASCASARJANA,ILMU EKONOMI,quipper-380
PROGRAM PASCASARJANA,SEJARAH,quipper-380
PROGRAM PASCASARJANA,TEKNIK MESIN,quipper-380
PROGRAM PASCASARJANA,TEKNIK ELEKTRO,quipper-380
PROGRAM PASCASARJANA,TEKNIK INFORMATIKA,quipper-380
PROGRAM PASCASARJANA,PENDIDIKAN ANAK USIA DINI,quipper-380
PROGRAM PASCASARJANA,BIOLOGI,quipper-380
PROGRAM PASCASARJANA,KIMIA,quipper-380
PROGRAM PASCASARJANA,BIMBINGAN DAN KONSELING,quipper-380
PROGRAM PASCASARJANA,FISIKA,quipper-380
PROGRAM PASCASARJANA,MANAJEMEN PENDIDIKAN,quipper-380
KEPERAWATAN,ILMU KEPERAWATAN,quipper-381
KETATALAKSANAAN PELAYARAN NIAGA,KELAUTAN,quipper-382
KETATALAKSANAAN PELAYARAN NIAGA,TEKNIK PERKAPALAN,quipper-382
TEKNIKA,ILMU TEKNIK,quipper-382
NAUTIKA,KELAUTAN,quipper-382
NAUTIKA,NAUTIKA,quipper-382
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,quipper-383
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU POLITIK,quipper-383
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,KESEJAHTERAAN SOSIAL,quipper-383
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,HUBUNGAN INTERNASIONAL,quipper-383
FAKULTAS ILMU KOMUNIKASI,SOSIOLOGI,quipper-383
FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,quipper-383
FAKULTAS ILMU KOMUNIKASI,KESEJAHTERAAN SOSIAL,quipper-383
FAKULTAS ILMU ADMINISTRASI,ILMU ADMINISTRASI,quipper-383
ILMU PELAYARAN,LAINNYA,quipper-384
ILMU PELAYARAN,KELAUTAN,quipper-384
ILMU PELAYARAN,ILMU TEKNIK,quipper-384
ILMU PELAYARAN,NAUTIKA,quipper-384
"FAKULTAS USHULUDDIN, ADAB, DAN DAKWAH",ILMU AGAMA ISLAM,quipper-385
"FAKULTAS USHULUDDIN, ADAB, DAN DAKWAH",MANAJEMEN,quipper-385
FAKULTAS EKONOMI DAN BISNIS ISLAM,EKONOMI SYARIAH,quipper-385
FAKULTAS EKONOMI DAN BISNIS ISLAM,PERBANKAN SYARIAH,quipper-385
PASCASARJANA,ILMU AGAMA ISLAM,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,ILMU AGAMA ISLAM,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,BIOLOGI,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,BIMBINGAN DAN KONSELING,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,MANAJEMEN PENDIDIKAN,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN MATEMATIKA,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN BAHASA INGGRIS,quipper-385
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,SASTRA ARAB,quipper-385
FAKULTAS SYARIAH,ILMU HUKUM,quipper-385
FAKULTAS SYARIAH,ILMU AGAMA ISLAM,quipper-385
FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,quipper-386
FAKULTAS AGAMA ISLAM,ILMU AGAMA ISLAM,quipper-386
FAKULTAS EKONOMI,MANAJEMEN,quipper-386
FAKULTAS EKONOMI,AKUNTANSI,quipper-386
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-386
FAKULTAS PERTANIAN,PETERNAKAN,quipper-386
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-386
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-386
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,ILMU EKONOMI,quipper-386
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-386
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-386
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-386
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,BIOLOGI,quipper-386
FAKULTAS HUKUM,ILMU HUKUM,quipper-386
FAKULTAS TEKNIK,SISTEM INFORMASI,quipper-386
FAKULTAS TEKNIK,TEKNIK INFORMATIKA,quipper-386
FAKULTAS ILMU KESEHATAN,KESEHATAN MASYARAKAT,quipper-386
FAKULTAS ILMU KESEHATAN,ILMU KEPERAWATAN,quipper-386
FAKULTAS ILMU SOSIAL POLITIK,ILMU ADMINISTRASI,quipper-386
FAKULTAS ILMU SOSIAL POLITIK,SOSIOLOGI,quipper-386
FAKULTAS ILMU SOSIAL POLITIK,ILMU KOMUNIKASI,quipper-386
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-387
FAKULTAS PERTANIAN,KEHUTANAN,quipper-387
FAKULTAS PERTANIAN,BUDIDAYA PERAIRAN,quipper-387
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-387
FAKULTAS EKONOMI DAN BISNIS,PERPAJAKAN,quipper-387
FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,quipper-387
FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,quipper-387
FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,quipper-387
FAKULTAS AGAMA ISLAM,ILMU KOMUNIKASI,quipper-387
FAKULTAS AGAMA ISLAM,ILMU AGAMA ISLAM,quipper-387
FAKULTAS AGAMA ISLAM,SASTRA ARAB,quipper-387
FAKULTAS AGAMA ISLAM,ILMU EKONOMI,quipper-387
FAKULTAS AGAMA ISLAM,ILMU HUKUM,quipper-387
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,quipper-387
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,quipper-387
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ILMU ADMINISTRASI,quipper-387
FAKULTAS TEKNIK,ILMU TEKNIK,quipper-387
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-387
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-387
FAKULTAS TEKNIK,ARSITEKTUR,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,SENI RUPA,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,FISIKA,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,KEGURUAN & PENDIDIKAN,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,SOSIOLOGI,quipper-387
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN BAHASA INGGRIS,quipper-387
FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER,quipper-387
FAKULTAS ILMU ADMINISTRASI,ILMU ADMINISTRASI NEGARA,quipper-388
FAKULTAS ILMU ADMINISTRASI,ILMU ADMINISTRASI NIAGA,quipper-388
FAKULTAS ILMU ADMINISTRASI,ILMU ADMINISTRASI,quipper-388
FAKULTAS TEKNIK,TEKNIK MESIN,quipper-388
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-388
FAKULTAS TEKNIK,TEKNIK INDUSTRI,quipper-388
FAKULTAS TEKNIK,TEKNIK SIPIL,quipper-388
FAKULTAS TEKNIK,TEKNIK ARSITEKTUR,quipper-388
FAKULTAS TEKNIK,TEKNIK PERENCANAAN WILAYAH DAN KOTA,quipper-388
FAKULTAS TEKNIK,SISTEM INFORMASI,quipper-388
FAKULTAS TEKNIK,MANAJEMEN TEKNOLOGI,quipper-388
FAKULTAS HUKUM,ILMU HUKUM,quipper-388
FAKULTAS EKONOMI,MANAJEMEN,quipper-388
FAKULTAS EKONOMI,AKUNTANSI,quipper-388
PERHOTELAN,PERHOTELAN,quipper-389
FAKULTAS KEDOKTERAN,PENDIDIKAN DOKTER,quipper-390
FAKULTAS KEDOKTERAN,FARMASI,quipper-390
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-390
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-390
FAKULTAS PERTANIAN,ILMU TANAH,quipper-390
FAKULTAS PERTANIAN,KEHUTANAN,quipper-390
