institution_code,institution_name,body_type,link,student_amount,lecturer_amount,contact,description,unknown_field,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
quipper-387,UNIVERSITAS MUHAMMADIYAH MAKASSAR,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-makassar,25002.0,588.0,"{""website"": ""www.unismuh.ac.id"", ""email"": ""info@unismuh.ac.id"", ""phone"": ""0411-866972""}","Universitas Muhammadiyah  Makassar didirikan pada tanggal 19 Juni 1963 sebagai cabang dari Universitas Muhammadiyah Jakarta. Sebagai salah satu Perguruan Tinggi Muhammadiyah , kampus ini turut mengemban tugas yang besar bagi agama, bangsa, dan negara, baik di masa sekarang maupun di masa depan. Nama Muhammadiyah yang terintegrasi dengan nama Makassar memberikan harapan terpadunya budaya, keilmuan, dan nafas keagamaan.",{},1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0
quipper-388,UNIVERSITAS KRISNADWIPAYANA,SWASTA,https://campus.quipper.com/directory/universitas-krisnadwipayana,7058.0,246.0,"{""website"": ""www.unkris.ac.id"", ""email"": ""marketing@unkris.ac.id"", ""phone"": ""021-8462230, 021-8462231""}","Universitas Krisnadwipayana memiliki visi yaitu “Terwujudnya Universitas Krisnadwipayana menjadi Perguruan Tinggi Unggulan pada Tahun 2025"". Untuk mewujudkan visi tersebut, kampus yang telah berusia 67 tahun ini terus melakukan pengembangan kualitas pendidikan. Salah satunya yaitu melakukan kerja sama dengan beberapa kampus di luar negeri, seperti Rajamangala University of Technology Khrungthep Thailand. Pada November 2017, Universitas Krisnadwipayana telah mengirimkan mahasiswa Fakultas Ilmu Administrasi untuk melaksanakan program Student Exchange ke kampus tersebut. Ingin tahu lebih lengkap mengenai kampus keren ini? Yuk, kita simak profilnya berikut ini!",{},7500000.0,5000000.0,10000000.0,15000000.0,10000000.0,20000000.0
quipper-389,AKADEMI PARIWISATA NUSANTARA JAYA,SWASTA,https://campus.quipper.com/directory/akademi-pariwisata-nusantara-jaya,114.0,11.0,"{""website"": ""www.akpar-enje.com"", ""email"": ""info@apnj.com"", ""phone"": ""021-7752335""}","Ingin lulus langsung kerja? Quipperian bisa memasukkan kampus ini sebagai referensi. Terletak di kawasan Depok, Jawa Barat, Akademi Pariwisata Nusantara Jaya mencetak tenaga ahli siap pakai di industri pariwisata. Dengan metode pengajaran 60% praktik dan 40% teori, Quipperian tidak hanya berteori tapi juga bisa berlatih sebelum terjun ke dunia kerja. Adapun spesifikasi ilmu yang bisa kalian pilih antara lain food pastry, kitchen and bar, room division, kapal pesiar, dan tentunya perhotelan.",{},7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
quipper-391,SEKOLAH TINGGI ILMU KESEHATAN MERCUBAKTIJAYA PADANG,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-mercubaktijaya-padang,1213.0,55.0,"{""website"": ""www.mercubaktijaya.ac.id"", ""email"": ""stikesmercubaktijaya@yahoo.co.id"", ""phone"": ""0751-442295""}","STIKES Mercubaktijaya menyelenggarakan pendidikan pertama pada tahun 1993 dengan Program Studi Diploma III Keperawatan. Selanjutnya kampus ini berkembang dengan membuat Program Studi Keperawatan, Profesi Keperawatan dan Diploma III Kebidanan. Kampus ini terakreditasi B dan mendapatkan penghargaan Apresiasi Sistem Penjaminan Mutu Internal dari Kementerian Ristekdikti. Kampus ini bisa menjadi piihan Quipperian yang tertarik menjadi Perawat atau Bidan.",{},3100000.0,3100000.0,3100000.0,6200000.0,6200000.0,6200000.0
quipper-393,SEKOLAH TINGGI ILMU EKONOMI INDONESIA BANJARMASIN,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-indonesia-banjarmasin,284.0,42.0,"{""website"": ""www.stiei-kayutangi-bjm.ac.id"", ""email"": ""it@stiei-kayutangi-bjm.ac.id"", ""phone"": ""0511-3304652""}","Sekolah Tinggi Ilmu Ekonomi Indonesia Banjarmasin berhasil masuk dalam daftar 100 Besar Perguruan Tinggi Indonesia Non-Politeknik versi Kemenristekdikti pada 2017. Selain itu, sekolah tinggi ini juga menjadi satu dari 10 Sekolah Tinggi Ilmu Ekonomi di Indonesia yang mempunyai peringkat akreditasi institusi B, lho!",{},3500000.0,3500000.0,3500000.0,7000000.0,7000000.0,7000000.0
quipper-394,UNIVERSITAS PEMBANGUNAN PANCA BUDI,SWASTA,https://campus.quipper.com/directory/universitas-pembangunan-panca-budi,14508.0,288.0,"{""website"": ""www.pancabudi.ac.id"", ""email"": ""unpab@pancabudi.ac.id"", ""phone"": ""061-8455571""}","Ada yang unik dari sejarah Universitas Pembangunan Panca Budi . Unpab dulunya adalah sebuah sekolah untuk belajar ilmu metafisika yang didirikan pada 1956, oleh Prof. Dr. H. Kadirun Yahya. Dulu, Unpab bernama Sekolah Tinggi Metafisika. Unpab yang resmi berdiri pada 19 Desember 1961 ini memiliki visi untuk menjadi perguruan tinggi swasta yang terkemuka berbasis religius dalam mengembangkan IPTEK yang bermanfaat bagi kemaslahatan umat. Menarik, ya!",{},7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0
quipper-395,AKADEMI KEPERAWATAN PASAR REBO JAKARTA,SWASTA,https://campus.quipper.com/directory/akademi-keperawatan-pasar-rebo-jakarta,177.0,12.0,"{""website"": ""www.akperpasarrebo.ac.id"", ""email"": ""akperpasarrebo.com@gmail.com"", ""phone"": ""021-840 4242, 021-87790913""}","Dengan pesatnya perkembangan profesi perawat di Indonesia dalam 10 tahun belakangan ini, akan sangat menarik jika kita membahas kampus yang satu ini, Quipperian! Akademi Keperawatan Pasar Rebo merupakan salah satu kampus bidang keperawatan yang menyelenggarakan program studi pada tingkat diploma . Akper Pasar Rebo mengusung program pendidikan dengan kurikulum berbasis kompetensi dengan muatan pelengkap, antara lain: bahasa inggris keperawatan dan juga pengembangan sikap profesional dan layanan prima. Nggak heran ya, kalau kampus yang berdiri sejak 20 tahun ini telah meluluskan banyak tenaga perawat profesional yang sukses dalam berkarier, baik di dalam maupun luar negeri. Ingin tahu lebih lengkap tentang info kampus ini? Simak profilnya berikut ini ya, Quipperian!",{},8900000.0,8900000.0,8900000.0,17800000.0,17800000.0,17800000.0
quipper-396,SEKOLAH TINGGI ILMU HUKUM SUMPAH PEMUDA PALEMBANG,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-hukum-sumpah-pemuda-palembang,905.0,34.0,"{""website"": ""www.stihpada.ac.id"", ""email"": ""stihpada@gmail.com"", ""phone"": ""0711 - 418873""}","Sekolah Tinggi Ilmu Hukum Sumpah Pemuda  Palembang didirikan atas pemikiran belum adanya lembaga pendidikan tinggi yang mengkhususkan diri kepada program studi ilmu hukum di Palembang. Maksud diberi nama Sumpah Pemuda adalah untuk selalu mengenang tekad pemuda-pemudi yang membentuk persatuan dan kesatuan bangsa yang berjuang untuk mencapai kemerdekaan. Mewarisi semangat juang pemuda pemudi inilah, maka didirikan STIHPADA.",{},3400000.0,3400000.0,3400000.0,6800000.0,6800000.0,6800000.0
quipper-397,UNIVERSITAS ALMA ATA,SWASTA,https://campus.quipper.com/directory/universitas-alma-ata,1227.0,133.0,"{""website"": ""www.almaata.ac.id"", ""email"": ""uaa@almaata.ac.id"", ""phone"": ""0274-434 2288""}","Quipperian, Universitas Alma Ata  adalah univesitas baru yang merupakan penggabungan dari dua kampus yang berbeda namun masih dalam satu yayasan, yaitu Sekolah Tinggi Ilmu Kesehatan  Alma Ata Yogyakarta dan Sekolah Tinggi Agama Islam  Alma Ata Yogyakarta. Seiring dan pertumbuhan dan kebutuhan masyarakat, akhirnya pada tanggal 21 Desember 2015 semua perguruan tinggi Alma Ata resmi menjadi Universitas Alma Ata",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-399,AKADEMI KOMUNIKASI INDONESIA  YPK,SWASTA,https://campus.quipper.com/directory/akademi-komunikasi-indonesia-akindo-ypk,523.0,25.0,"{""website"": ""www.akindo.ac.id"", ""email"": ""humas@akindo.ac.id"", ""phone"": ""0274-4533864""}","Tahukah Quipperian bahwa Akademi Komunikasi Indonesia   yang fokus pada komunikasi terapan itu sudah berdiri lebih dari 21 tahun? Lebih menarik lagi, perguruan tinggi vokasi swasta nasional ini punya tiga program studi unggulan, yakni Penyiaran, Periklanan, dan Hubungan Masyarakat. Dengan usia yang cukup lama, tak salah bila Quipperian mempertimbangkan AKINDO sebagai alternatif perguruan tinggi pilihan kalian.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-400,UNIVERSITAS SANATA DHARMA,SWASTA,https://campus.quipper.com/directory/universitas-sanata-dharma,11856.0,346.0,"{""website"": ""www.usd.ac.id"", ""email"": ""humas@usd.ac.id"", ""phone"": ""0274-513301 atau 515352""}","Universitas Sanata Dharma  telah berhasil meraih akreditasi perguruan tinggi swasta terbaik di Yogyakarta. USD yang berkembang dari IKIP Sanata Dharma ini memiliki delapan fakultas yang terdiri dari 23 program studi dengan empat di antaranya adalah program pascasarjana. Selain itu, terdapat juga dua program profesi dan program kursus bersertifikat. USD atau yang lebih dikenal dengan sebutan Sadhar ini siap memadukan keunggulan akademik dengan nilai-nilai kemanusiaan yang cerdas dan humanis.",{},7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
quipper-401,AKADEMI KEPERAWATAN HANG TUAH JAKARTA,SWASTA,https://campus.quipper.com/directory/akademi-keperawatan-hang-tuah-jakarta,191.0,8.0,"{""website"": ""www.akperhangtuahjakarta.ac.id"", ""email"": ""admin@akperhangtuahjakarta.ac.id"", ""phone"": ""021-5743272""}","Akademi Keperawatan  Hang Tuah Jakarta didirikan atas dasar besarnya kebutuhan akan tenaga lulusan D-III Keperawatan di rumah sakit, termasuk Rumkital Dr. Mintohardjo. Pada 12 Mei 1996, Kepala Rumkital Dr. Mintohardjo pun mengeluarkan surat perintah pembentukan pendirian akademi keperawatan. Akhirnya, tanggal 1 Agustus 1996, Akper Hang Tuah Jakarta diresmikan oleh Laksamana Muda Abu Hanifa yang kala itu menjabat sebagai Deputi Personil TNI AL.",{},6500000.0,6500000.0,6500000.0,13000000.0,13000000.0,13000000.0
quipper-402,LEMBAGA PENDIDIKAN TINGGI Y.A.I,SWASTA,https://campus.quipper.com/directory/lembaga-pendidikan-tinggi-y-a-i,-1.0,-1.0,"{""website"": ""www.yai.ac.id"", ""email"": ""birohumasmarketing.yai@gmail.com"", ""phone"": ""021-3916000""}","Lembaga Pendidikan Tinggi Yayasan Administrasi Indonesia menaugi tiga lembaga pendidikan, yaitu Universitas Persada Indonesia Y.A.I, Sekolah Tinggi Ilmu Ekonomi Y.A.I, dan Akademi Akuntansi Y.A.I. Seperti namanya, perguruan tinggi ini awalnya merupakan lembaga kursus khusus di bidang akuntansi lho, Quipperian. Setelah 46 tahun berkecimpung di dunia pendidikan, LPT Y.A.I kini menjadi salah satu Perguruan Tinggi Swasta terbaik di Indonesia. Untuk mempertahankan eksistensinya, LPT Y.A.I terus melakukan pengembangan mutu pendidikan. Kini LPT Y.A.I telah melakukan kerjasama dengan 21 Universitas dari luar negeri. Selain itu, LPT Y.A.I juga bekerjasama dengan departemen tenaga kerja RI dan lebih dari 1.000 perusahaan negara/swasta. Jadi, Quipperian tidak perlu ragu untuk memilih LPT Y.A.I sebagai tempat studi kalian, ya!",{},5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0
quipper-403,SEKOLAH TINGGI TEKNOLOGI SAPTA TARUNA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-sapta-taruna,18.0,12.0,"{""website"": ""www.sttsaptataruna.ac.id"", ""email"": ""info@sttsaptataruna.ac.id"", ""phone"": ""021-8194644""}","Sekolah Tinggi Teknologi Sapta Taruna merupakan pengembangan dari Akademi Teknologi Sapta Taruna yang awalnya berdiri pada 7 Juli 1984. Diprakarsai oleh para pejabat di lingkungan Departemen Pekerjaan Umum, sekolah tinggi ini didirikan untuk mencetak para tenaga ahli jalan dan jembatan serta ahli pengelolaan air bersih. Para pengajarnya diambil dari tenaga ahli Departemen Pekerjaan Umum yang sekarang menjadi Kementerian Pekerjaan Umum dan Perumahan Rakyat dan beberapa lembaga negara lain.",{},2200000.0,2200000.0,2200000.0,4400000.0,4400000.0,4400000.0
quipper-404,SEKOLAH TINGGI ILMU KESEHATAN AKBIDYO,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-akbidyo,472.0,34.0,"{""website"": ""www.akbidyo.ac.id"", ""email"": ""info@akbidyo.ac.id"", ""phone"": ""0274-371345""}","Sekolah Tinggi Ilmu Kesehatan  Akbidyo adalah perubahan bentuk dari Akademi Kebidanan Yogyakarta yang merupakan akademi kebidanan terbaik se-Indonesia. STIKes Akbidyo memiliki tiga program studi di bidang kesehatan, yaitu Kebidanan, Manajemen Informasi Kesehatan dan Farmasi. Kegiatan kuliah di sini didukung oleh dosen-dosen berkualitas dan fasilitas kampus yang memadai. Selain mempelajari teori, mahasiswa juga dididik untuk aktif dalam penelitian serta kegiatan pengabdian masyarakat. Seru ya!",{},5300000.0,5300000.0,5300000.0,10600000.0,10600000.0,10600000.0
quipper-406,SEKOLAH TINGGI AGAMA ISLAM NEGERI KUDUS,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-agama-islam-negeri-kudus,7762.0,130.0,"{""website"": ""www.stainkudus.ac.id"", ""email"": ""tipd@stainkudus.ac.id"", ""phone"": ""0291-432677""}","Quipperian, Sekolah Tinggi Agama Islam Negeri Kudus  adalah satu-satunya perguruan tinggi negeri agama islam di bagian timur Jawa Tengah. Berdirinya STAIN Kudus ini diilhami oleh dua tokoh besar di Kudus, yaitu Sunan Kudus dan Sunan Muria sehingga menginspirasi visi STAIN Kudus yaitu menyebarkan agama islam dan kepandaian dalam memahami problematika masyarakat. Nah, tertarik memperdalam agama islam? Kampus ini bisa menjadi pilihan.",{},1000000.0,900000.0,1100000.0,2000000.0,1800000.0,2200000.0
quipper-407,JAKARTA INTERNATIONAL HOTEL SCHOOLS,SWASTA,https://campus.quipper.com/directory/jakarta-international-hotel-schools,629.0,18.0,"{""website"": ""www.jihs.ac.id"", ""email"": ""info@jihs.ac.id"", ""phone"": ""021-5736332""}","Apakah Quipperian tertarik kuliah di bidang perhotelan dan pariwisata? Nah, mungkin Jakarta
International Hotels School bisa jadi pilihan kalian. Kampus ini terletak di kawasan SCBD
Sudirman. Berdiri pada 12 September 1994, kampus ini telah berhasil meluluskan sekitar 1.636
mahasiswa dan tersebar di industri pariwisata sebanyak 87%. Kampus ini juga memiliki
akreditasi B lho, Quipperian! Yuk, intip profilnya!",{},9900000.0,9900000.0,9900000.0,19800000.0,19800000.0,19800000.0
quipper-408,UNIVERSITAS MURIA KUDUS,SWASTA,https://campus.quipper.com/directory/universitas-muria-kudus,6884.0,175.0,"{""website"": ""www.umk.ac.id"", ""email"": ""muria@umk.ac.id"", ""phone"": ""0291-438229""}","Universitas yang didirikan pada tahun 1980 ini merupakan institusi yang selalu berupaya melestarikan nilai-nilai budaya bangsa. Salah satu nilai yang masih dipegang erat sampai saat ini adalah falsafah warisan Sunan Kudus, yaitu “GUSJIGANG”. “GUS” artinya berperilaku bagus, “JI” artinya suka mengaji  dan “GANG” yang artinya pandai berdagang. Berdasar filosofi tersebut, maka Universitas Muria Kudus berusaha untuk mewujudkan universitas yang menghasilkan lulusan yang santun, cerdas, dan berjiwa wirausaha.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-409,UNIVERSITAS ALMA ATA,SWASTA,https://campus.quipper.com/directory/universitas-alma-ata,1227.0,133.0,"{""website"": ""www.almaata.ac.id"", ""email"": ""uaa@almaata.ac.id"", ""phone"": ""0274-434 2288""}","Quipperian, Universitas Alma Ata  adalah univesitas baru yang merupakan penggabungan dari dua kampus yang berbeda namun masih dalam satu yayasan, yaitu Sekolah Tinggi Ilmu Kesehatan  Alma Ata Yogyakarta dan Sekolah Tinggi Agama Islam  Alma Ata Yogyakarta. Seiring dan pertumbuhan dan kebutuhan masyarakat, akhirnya pada tanggal 21 Desember 2015 semua perguruan tinggi Alma Ata resmi menjadi Universitas Alma Ata",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-411,AKADEMI KOMUNIKASI INDONESIA  YPK,SWASTA,https://campus.quipper.com/directory/akademi-komunikasi-indonesia-akindo-ypk,523.0,25.0,"{""website"": ""www.akindo.ac.id"", ""email"": ""humas@akindo.ac.id"", ""phone"": ""0274-4533864""}","Tahukah Quipperian bahwa Akademi Komunikasi Indonesia   yang fokus pada komunikasi terapan itu sudah berdiri lebih dari 21 tahun? Lebih menarik lagi, perguruan tinggi vokasi swasta nasional ini punya tiga program studi unggulan, yakni Penyiaran, Periklanan, dan Hubungan Masyarakat. Dengan usia yang cukup lama, tak salah bila Quipperian mempertimbangkan AKINDO sebagai alternatif perguruan tinggi pilihan kalian.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-412,UNIVERSITAS SANATA DHARMA,SWASTA,https://campus.quipper.com/directory/universitas-sanata-dharma,11856.0,346.0,"{""website"": ""www.usd.ac.id"", ""email"": ""humas@usd.ac.id"", ""phone"": ""0274-513301 atau 515352""}","Universitas Sanata Dharma  telah berhasil meraih akreditasi perguruan tinggi swasta terbaik di Yogyakarta. USD yang berkembang dari IKIP Sanata Dharma ini memiliki delapan fakultas yang terdiri dari 23 program studi dengan empat di antaranya adalah program pascasarjana. Selain itu, terdapat juga dua program profesi dan program kursus bersertifikat. USD atau yang lebih dikenal dengan sebutan Sadhar ini siap memadukan keunggulan akademik dengan nilai-nilai kemanusiaan yang cerdas dan humanis.",{},7000000.0,7000000.0,7000000.0,14000000.0,14000000.0,14000000.0
quipper-413,AKADEMI KEPERAWATAN HANG TUAH JAKARTA,SWASTA,https://campus.quipper.com/directory/akademi-keperawatan-hang-tuah-jakarta,191.0,8.0,"{""website"": ""www.akperhangtuahjakarta.ac.id"", ""email"": ""admin@akperhangtuahjakarta.ac.id"", ""phone"": ""021-5743272""}","Akademi Keperawatan  Hang Tuah Jakarta didirikan atas dasar besarnya kebutuhan akan tenaga lulusan D-III Keperawatan di rumah sakit, termasuk Rumkital Dr. Mintohardjo. Pada 12 Mei 1996, Kepala Rumkital Dr. Mintohardjo pun mengeluarkan surat perintah pembentukan pendirian akademi keperawatan. Akhirnya, tanggal 1 Agustus 1996, Akper Hang Tuah Jakarta diresmikan oleh Laksamana Muda Abu Hanifa yang kala itu menjabat sebagai Deputi Personil TNI AL.",{},6500000.0,6500000.0,6500000.0,13000000.0,13000000.0,13000000.0
quipper-414,LEMBAGA PENDIDIKAN TINGGI Y.A.I,SWASTA,https://campus.quipper.com/directory/lembaga-pendidikan-tinggi-y-a-i,-1.0,-1.0,"{""website"": ""www.yai.ac.id"", ""email"": ""birohumasmarketing.yai@gmail.com"", ""phone"": ""021-3916000""}","Lembaga Pendidikan Tinggi Yayasan Administrasi Indonesia menaugi tiga lembaga pendidikan, yaitu Universitas Persada Indonesia Y.A.I, Sekolah Tinggi Ilmu Ekonomi Y.A.I, dan Akademi Akuntansi Y.A.I. Seperti namanya, perguruan tinggi ini awalnya merupakan lembaga kursus khusus di bidang akuntansi lho, Quipperian. Setelah 46 tahun berkecimpung di dunia pendidikan, LPT Y.A.I kini menjadi salah satu Perguruan Tinggi Swasta terbaik di Indonesia. Untuk mempertahankan eksistensinya, LPT Y.A.I terus melakukan pengembangan mutu pendidikan. Kini LPT Y.A.I telah melakukan kerjasama dengan 21 Universitas dari luar negeri. Selain itu, LPT Y.A.I juga bekerjasama dengan departemen tenaga kerja RI dan lebih dari 1.000 perusahaan negara/swasta. Jadi, Quipperian tidak perlu ragu untuk memilih LPT Y.A.I sebagai tempat studi kalian, ya!",{},5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0
quipper-415,SEKOLAH TINGGI TEKNOLOGI SAPTA TARUNA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-sapta-taruna,18.0,12.0,"{""website"": ""www.sttsaptataruna.ac.id"", ""email"": ""info@sttsaptataruna.ac.id"", ""phone"": ""021-8194644""}","Sekolah Tinggi Teknologi Sapta Taruna merupakan pengembangan dari Akademi Teknologi Sapta Taruna yang awalnya berdiri pada 7 Juli 1984. Diprakarsai oleh para pejabat di lingkungan Departemen Pekerjaan Umum, sekolah tinggi ini didirikan untuk mencetak para tenaga ahli jalan dan jembatan serta ahli pengelolaan air bersih. Para pengajarnya diambil dari tenaga ahli Departemen Pekerjaan Umum yang sekarang menjadi Kementerian Pekerjaan Umum dan Perumahan Rakyat dan beberapa lembaga negara lain.",{},2200000.0,2200000.0,2200000.0,4400000.0,4400000.0,4400000.0
quipper-416,SEKOLAH TINGGI ILMU KESEHATAN AKBIDYO,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-akbidyo,472.0,34.0,"{""website"": ""www.akbidyo.ac.id"", ""email"": ""info@akbidyo.ac.id"", ""phone"": ""0274-371345""}","Sekolah Tinggi Ilmu Kesehatan  Akbidyo adalah perubahan bentuk dari Akademi Kebidanan Yogyakarta yang merupakan akademi kebidanan terbaik se-Indonesia. STIKes Akbidyo memiliki tiga program studi di bidang kesehatan, yaitu Kebidanan, Manajemen Informasi Kesehatan dan Farmasi. Kegiatan kuliah di sini didukung oleh dosen-dosen berkualitas dan fasilitas kampus yang memadai. Selain mempelajari teori, mahasiswa juga dididik untuk aktif dalam penelitian serta kegiatan pengabdian masyarakat. Seru ya!",{},5300000.0,5300000.0,5300000.0,10600000.0,10600000.0,10600000.0
quipper-418,SEKOLAH TINGGI AGAMA ISLAM NEGERI KUDUS,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-agama-islam-negeri-kudus,7762.0,130.0,"{""website"": ""www.stainkudus.ac.id"", ""email"": ""tipd@stainkudus.ac.id"", ""phone"": ""0291-432677""}","Quipperian, Sekolah Tinggi Agama Islam Negeri Kudus  adalah satu-satunya perguruan tinggi negeri agama islam di bagian timur Jawa Tengah. Berdirinya STAIN Kudus ini diilhami oleh dua tokoh besar di Kudus, yaitu Sunan Kudus dan Sunan Muria sehingga menginspirasi visi STAIN Kudus yaitu menyebarkan agama islam dan kepandaian dalam memahami problematika masyarakat. Nah, tertarik memperdalam agama islam? Kampus ini bisa menjadi pilihan.",{},1000000.0,900000.0,1100000.0,2000000.0,1800000.0,2200000.0
quipper-419,JAKARTA INTERNATIONAL HOTEL SCHOOLS,SWASTA,https://campus.quipper.com/directory/jakarta-international-hotel-schools,629.0,18.0,"{""website"": ""www.jihs.ac.id"", ""email"": ""info@jihs.ac.id"", ""phone"": ""021-5736332""}","Apakah Quipperian tertarik kuliah di bidang perhotelan dan pariwisata? Nah, mungkin Jakarta
International Hotels School bisa jadi pilihan kalian. Kampus ini terletak di kawasan SCBD
Sudirman. Berdiri pada 12 September 1994, kampus ini telah berhasil meluluskan sekitar 1.636
mahasiswa dan tersebar di industri pariwisata sebanyak 87%. Kampus ini juga memiliki
akreditasi B lho, Quipperian! Yuk, intip profilnya!",{},9900000.0,9900000.0,9900000.0,19800000.0,19800000.0,19800000.0
quipper-420,UNIVERSITAS MURIA KUDUS,SWASTA,https://campus.quipper.com/directory/universitas-muria-kudus,6884.0,175.0,"{""website"": ""www.umk.ac.id"", ""email"": ""muria@umk.ac.id"", ""phone"": ""0291-438229""}","Universitas yang didirikan pada tahun 1980 ini merupakan institusi yang selalu berupaya melestarikan nilai-nilai budaya bangsa. Salah satu nilai yang masih dipegang erat sampai saat ini adalah falsafah warisan Sunan Kudus, yaitu “GUSJIGANG”. “GUS” artinya berperilaku bagus, “JI” artinya suka mengaji  dan “GANG” yang artinya pandai berdagang. Berdasar filosofi tersebut, maka Universitas Muria Kudus berusaha untuk mewujudkan universitas yang menghasilkan lulusan yang santun, cerdas, dan berjiwa wirausaha.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-421,UNIVERSITAS TUNAS PEMBANGUNAN,SWASTA,https://campus.quipper.com/directory/universitas-tunas-pembangunan,4727.0,139.0,"{""website"": ""www.utp.ac.id"", ""email"": ""utp_slo@utp.ac.id, utp_ska@yahoo.com"", ""phone"": ""0271-726278""}","Program akademik di UTP ditata dan dipersiapkan secara profesional sehingga mahasiswa dapat menyelesaikan kuliah tepat pada waktunya, Quipperian. Selain itu, seluruh program studi di UTP juga memiliki akreditasi B, lho! Jadi, Quipperian tidak perlu ragu untuk menjadikan UTP sebagai alternatif pilihan untuk melanjutkan studi.",{},12000000.0,12000000.0,12000000.0,24000000.0,24000000.0,24000000.0
quipper-424,AKADEMI FARMASI SURABAYA,SWASTA,https://campus.quipper.com/directory/akademi-farmasi-surabaya,660.0,21.0,"{""website"": ""www.akfarsurabaya.ac.id"", ""email"": ""akfar.sby@gmail.com"", ""phone"": ""031-8280996""}","Akademi Farmasi Surabaya atau biasa disingkat Akfar merupakan akademi komunitas yang berada di bawah naungan YKS . Saat ini, Akademi Farmasi Surabaya sudah memiliki banyak mahasiswa. Setiap tahunnya, jumlah mahasiswa yang mendaftar selalu mengalami peningkatan. Sistem pendidikan yang diajarkan tidak hanya berbasis pada ilmu pengetahuan dan teknologi, tetapi juga berbasis pada sisi religius.",{},6000000.0,6000000.0,6000000.0,12000000.0,12000000.0,12000000.0
quipper-425,SEKOLAH TINGGI INFORMATIKA DAN KOMPUTER INDONESIA  MALANG,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-informatika-dan-komputer-indonesia-stiki-malang,1462.0,43.0,"{""website"": ""www.stiki.ac.id"", ""email"": ""stiki@stiki.ac.id"", ""phone"": ""0341560823""}","Sekolah Tinggi Informatika dan Komputer Indonesia  Malang didirikan pada tahun 1985. Saat ini, STIKI Malang menyediakan dua jenjang pendidikan dengan empat program studi yaitu D3 Manajemen Informatika, S1 Desain Komunikasi Visual, S1 Sistem Informasi, dan S1 Teknik Informatika. Jika Quipperian tertarik dengan bidang ilmu komputer dan informatika, kalian dapat melanjutkan studi di kampus ini!",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
quipper-426,UNIVERSITAS MUHAMMADIYAH TASIKMALAYA,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-tasikmalaya,1322.0,95.0,"{""website"": ""www.umtas.ac.id"", ""email"": ""info@umtas.ac.id"", ""phone"": ""0265-2350982""}","Quipperian, pada saat awal berdiri, Universitas Muhammadiyah Tasikmalaya merupakan sebuah sekolah lanjutan vokasi kesehatan dengan nama Sekolah Perawatan Kesehatan . Berdiri di bawah naungan organisasi Islam terbesar kedua di Indonesia, Muhammadiyah, dan resmi bernama Universitas Muhammadiyah Tasikmalaya pada tahun 2014.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
