institution_code,institution_name,email,akreditasi_institusi,link
240,UNIVERSITAS KADIRI,REKTOR@UNIK-KEDIRI.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71039
241,UNIVERSITAS KAHURIPAN KEDIRI,"INFO@KAHURIPAN.AC.ID, KEPEGAWAIANUKK@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71083
242,UNIVERSITAS KATOLIK DARMA CENDIKA,SEKRETARIAT.UKDC@GMAIL.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71019
243,UNIVERSITAS KATOLIK WIDYA KARYA,WIDYAKARYA@WIDYAKARYA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71026
244,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,PR-OFFICE@UKWMS.AC.ID,A,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71003
245,UNIVERSITAS KEPANJEN,STIKESKPJ@@STIKESKEPANJEN-PEMKABMALANG.AC.ID,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71121
246,UNIVERSITAS KH. A. WAHAB HASBULLAH,UNWAHA@UNWAHA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71081
247,UNIVERSITAS KH. BAHAUDIN MUDHARY MADURA,UNIBAMADURA19@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71098
248,UNIVERSITAS KRISTEN CIPTA WACANA,-,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71029
249,UNIVERSITAS KRISTEN PETRA,INFO@PETRA.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71002
250,UNIVERSITAS LUMAJANG,UNILU.UNIVERSITASLUMAJANG@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71055
251,UNIVERSITAS MA CHUNG,INFO@MACHUNG.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71074
252,UNIVERSITAS MAARIF HASYIM LATIF,ADMIN@UMAHA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71086
253,UNIVERSITAS MADANI INDONESIA,-,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71122
254,UNIVERSITAS MADURA,"INFO@UNIRA AC.ID, MAIL@UNIRA.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71048
255,UNIVERSITAS MAYJEN SUNGKONO,"UNIMASMJK@GMAIL.COM, UNIMASMJK@YAHOO.CO.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71022
256,UNIVERSITAS MERDEKA MADIUN,UNIVERSITAS@UNMER-MADIUN.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71042
257,UNIVERSITAS MERDEKA MALANG,WEBMASTER@UNMER.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71025
258,UNIVERSITAS MERDEKA PASURUAN,UNMERPAS@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71031
259,UNIVERSITAS MERDEKA SURABAYA,UNIVERSITASMERDEKASURABAYA@GMAIL.COM,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71006
260,UNIVERSITAS MOCHAMMAD SROEDJI,"MOCH_SROEDJI_JEMBER@YAHOO.CO.ID, UNIVMOCHSROEDJI@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71033
261,UNIVERSITAS MUHAMMADIYAH GRESIK,INFO@UMG.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71059
262,UNIVERSITAS MUHAMMADIYAH JEMBER,KANTORPUSAT@UNMUHJEMBER.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71032
263,UNIVERSITAS MUHAMMADIYAH LAMONGAN,"UM.LAMONGAN@YAHOO.CO.ID, INFO@UMLA.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71096
264,UNIVERSITAS MUHAMMADIYAH MADIUN,UNMAD.MADIUN@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71102
265,UNIVERSITAS MUHAMMADIYAH MALANG,INFOKOM@UMM.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71024
266,UNIVERSITAS MUHAMMADIYAH PONOROGO,AKADEMIK@UMPO.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71044
267,UNIVERSITAS MUHAMMADIYAH SIDOARJO,UMSIDOARJO@UMSIDA.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71060
268,UNIVERSITAS MUHAMMADIYAH SURABAYA,REKTORAT@UM-SURABAYA.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71012
269,UNIVERSITAS NAHDLATUL ULAMA BLITAR,WWW.UNUBLITAR.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71090
270,UNIVERSITAS NAHDLATUL ULAMA PASURUAN,ITSNUPASURUAN@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71113
271,UNIVERSITAS NAHDLATUL ULAMA SIDOARJO,UNU@UNUSIDA.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71082
272,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,UNUGIRI.BJN@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71088
273,UNIVERSITAS NAHDLATUL ULAMA SURABAYA,"INFO@UNUSA.AC.ID, REKTOR@UNUSA.AC.ID",UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71079
274,UNIVERSITAS NAROTAMA,REKTOR@NAROTAMA.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71008
275,UNIVERSITAS NAZHATUT THULLAB AL-MUAFA SAMPANG,AKPER@AKPERNATA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71110
276,UNIVERSITAS NURUL JADID,UNUJA@UNUJA.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71094
277,UNIVERSITAS NUSANTARA PGRI KEDIRI,ADMIN@UNPKEDIRI.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71072
278,UNIVERSITAS PANCA MARGA,"BAAK@UPM.AC.ID, KEPEGAWAIAN@UPM.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71038
279,UNIVERSITAS PAWYATAN DAHA,-,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71052
280,UNIVERSITAS PESANTREN TINGGI DARUL ULUM,"REKTORAT@UNIPDU.AC.ID, HUMAS@UNIPDU.AC.ID",BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71065
281,UNIVERSITAS PGRI ADI BUANA SURABAYA,"UNIPA@UNIPASBY.AC.ID, INFO@UNIPASBY.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71049
282,UNIVERSITAS PGRI ARGOPURO JEMBER,IKIP_JEMBER@YAHOO.COM,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71106
283,UNIVERSITAS PGRI BANYUWANGI,AKADEMIK@UNIBABWI.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71075
284,UNIVERSITAS PGRI DELTA,STKIPPGRI79@YAHOO.COM,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71118
285,UNIVERSITAS PGRI JOMBANG,"PIMPINAN@YAHOO.CO.ID, STKIPPGRIJOMBANG@STKIPJB.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71115
286,UNIVERSITAS PGRI KANJURUHAN MALANG,"EMAIL@UNIKAMA.AC.ID, REKTORAT@UNIKAMA.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71103
287,UNIVERSITAS PGRI MADIUN,REKTORAT@IKIPPGRIMADIUN.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71091
288,UNIVERSITAS PGRI RONGGOLAWE,PROSPECTIVE@UNIROW.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71073
289,UNIVERSITAS PGRI WIRANEGARA,-,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71100
290,UNIVERSITAS QOMARUDDIN,UNIV.QOMARUDDIN@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71097
291,UNIVERSITAS SOERJO,UNIVSOERJONGW@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71045
292,UNIVERSITAS STRADA INDONESIA,SMH@STIKESSTRADA.AC.ID,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71120
293,UNIVERSITAS SUNAN BONANG,INFO@USB.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71047
294,UNIVERSITAS SUNAN GIRI SURABAYA,"REKTORAT@UNSURI.AC.ID, YAY.UNSURI@YAHOO.COM, KEPEGAWAIAN@UNSURI.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71007
295,UNIVERSITAS SURABAYA,REKTORAT@UBAYA.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71004
296,UNIVERSITAS TEKNOLOGI SURABAYA,UTS@YPPS.UTS.AC.ID,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71057
297,UNIVERSITAS TRIBHUWANA TUNGGA DEWI,REKTOR@UNITRI.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71061
298,UNIVERSITAS TULUNGAGUNG,KAMPUSUNITA@YAHOO.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71041
299,UNIVERSITAS W R SUPRATMAN,UNIPRA_SBY@YAHOO.CO.ID,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71014
300,UNIVERSITAS WAHIDIYAH,UNIWA.KEDIRI@YMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71087
301,UNIVERSITAS WIDYA GAMA,SEKRETARIAT@WIDYAGAMA.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71030
302,UNIVERSITAS WIDYA KARTIKA,"INFO@WIDYAKARTIKA.AC.ID, REKTORAT@WIDYAKARTIKA.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71017
303,UNIVERSITAS WIJAYA KUSUMA SURABAYA,BAPSIUWKS@GMAIL.COM,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71009
304,UNIVERSITAS WIJAYA PUTRA,ADMIN@UWP.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71011
305,UNIVERSITAS WIRARAJA,REKTORAT@WIRARAJA.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71058
306,UNIVERSITAS WISNUWARDHANA,"KEPEGAWAIAN.UNIDHA@GMAIL.COM, UNIDHA@GMAIL.COM",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71028
307,UNIVERSITAS YOS SOEDARSO,ADMIN@UNIYOS.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71013
308,UNIVERSITAS YUDHARTA PASURUAN,REKTORAT@YUDHARTA.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71069
309,WESTERN SYDNEY UNIVERSITY,-,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71112
