institution_name,institution_code,body_type,link,student_amount,lecturer_amount,contact,description,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,address,province,campus_accreditation,quipper_code,pddikti_code,rencanamu_code,banpt_code
INSTITUT SAINS DAN TEKNOLOGI TD PARDEDE,661,SWASTA,https://rencanamu.id/cari-kampus/institut-sains-dan-teknologi-td-pardede,1342.0,1342.0,Tel: +6261 456 9877,-,4875000.0,4875000.0,39000000.0,9750000.0,9750000.0,39000000.0,"Jalan Dr T D Pardede No 8 Medan, KOTA MEDAN",SUMATERA UTARA,BAIK,-,pddikti-1496,rencanamu-25,banpt-2827
UNIVERSITAS SEMARANG,662,SWASTA,https://campus.quipper.com/directory/universitas-semarang,19497.0,406.0,"{""website"": ""www.usm.ac.id"", ""email"": ""univ_smg@usm.ac.id"", ""phone"": ""024 6702757 / 024 6702272""}","Cikal bakal kampus ini adalah Politeknik Semarang yang didirikan pada tahun 1987. Namanya resmi berubah menjadi Universitas Semarang di tahun 1994 dan kini berada di bawah naungan Yayasan Alumni Universitas Diponegoro. Demi menghadapi persaingan global, sebanyak 30% materi pembelajaran di Universitas Semarang dilaksanakan dalam Bahasa Inggris lho, Quipperian. Ditambah lagi, para mahasiswa juga dibekali dengan pengetahuan dan kemampuan di bidang teknologi dan informasi. Tertarik mendaftar di kampus ini?",4870000.0,2850000.0,10300000.0,9740000.0,5700000.0,16830000.0,"Jalan  Soekarno Hatta, KOTA SEMARANG",JAWA TENGAH,B,quipper-124,pddikti-359,rencanamu-263,banpt-738
STIKES MALUKU HUSADA,663,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikesmalukuhusada.ac.id"", ""email"": ""malukuhusada_stikes@yahoo.co.id"", ""phone"": ""081370887061 / 123456""}",-,4862500.0,2450000.0,7275000.0,9725000.0,4900000.0,14550000.0,"Jln. Lintas Seram Kairatu Kec.Kairatu Kabupaten Seram Bagian Barat, KABUPATEN SERAM BAGIAN BARAT",MALUKU,B,-,pddikti-1115,-,banpt-1090
UNIVERSITAS CORDOVA,664,SWASTA,-,-1.0,-1.0,"{""website"": ""www.undova.ac.id"", ""email"": ""undovaindonesia@gmail.com"", ""phone"": ""0372 8283093 / 0372 8283093""}",-,4862000.0,282000.0,9442000.0,9724000.0,564000.0,18884000.0,"JL. Pondok Pesantren 112 Taliwang 84355 KSB NTB, KABUPATEN SUMBAWA BARAT",NUSA TENGGARA BARAT,BAIK,-,pddikti-2182,-,banpt-3722
UNIVERSITAS INFORMATIKA DAN BISNIS INDONESIA,665,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unibi.ac.id"", ""email"": ""sekretariat@unibi.ac.id"", ""phone"": ""022-7320841 / 022-7320842""}",-,4850000.0,3700000.0,6000000.0,9700000.0,7400000.0,12000000.0,"Jalan Soekarno Hatta No 643 Sukapura  Kec. Kiracondong, KOTA BANDUNG",JAWA BARAT,BAIK SEKALI,-,pddikti-2218,-,banpt-1591
UNIVERSITAS JANABADRA,666,SWASTA,https://campus.quipper.com/directory/universitas-janabadra,3620.0,121.0,"{""website"": null, ""email"": ""www.janabadra.ac.id"", ""phone"": ""0274-561039""}","Halo Quipperian, yuk berkenalan dengan Universitas Janabadra. Universitas yang berkedudukan di Yogyakarta ini berdiri pada 7 Oktober 1958. Penamaan Janabadra diambil dari nama seorang pujangga Jawa lho Quipperian, yaitu  pujangga yang hidup pada abad VII yang bernama D’NANABADRA yang selanjutnya menurut lidah Indonesia untuk mempermudah ucapannya menjadi Janabadra.",4850000.0,2700000.0,7800000.0,9700000.0,5400000.0,15200000.0,"Jl Tentara Rakyat Mataram 55, KOTA YOGYAKARTA",D.I. YOGYAKARTA,B,quipper-536,pddikti-146,rencanamu-160,banpt-425
STIE JAKARTA INTERNATIONAL COLLEGE,667,SWASTA,https://campus.quipper.com/directory/stie-jakarta-international-college,1212.0,32.0,"{""website"": ""www.jic-stie.ac.id"", ""email"": ""info-business-school@jic.ac.id"", ""phone"": ""021-420 7238, 021-425 7368, 021-425 7369""}","Cikal bakal STIE Jakarta International College adalah STIE Setiabudi yang berasal dari Akademi Keuangan dan Perbankan Setiabudi  yang berdiri di bawah naungan Yayasan Pendidikan Setiabudi. Kampus ini berhasil mendapatkan akreditasi B oleh BAN-PT dan sudah menggunakan kurikulum berbasis nasional dan internasional yang ter-update, guna menopang kompetensi mahasiswa di dunia kerja. Selama masa studi, mahasiswa STIE Jakarta International College akan dibekali dengan beragam sertifikasi kompetensi seperti seminar, kegiatan kampus, dan sertifikat pendukung lainnya. Terdapat dua pilihan kelas yang tersedia di kampus ini, yaitu kelas reguler dengan jam perkuliahan pagi dan kelas profesional dengan jam perkuliahan malam. Yuk, simak dulu profil lengkapnya!",4842500.0,3585000.0,6100000.0,9685000.0,7170000.0,12200000.0,-,DKI JAKARTA,B,quipper-152,-,-,banpt-2243
SEKOLAH TINGGI ILMU HUKUM DAN POLITIK PELOPOR BANGSA,668,SWASTA,-,-1.0,-1.0,"{""website"": ""www.peloporbangsa.ac.id"", ""email"": ""stihppeloporbangsa08@gmail.com"", ""phone"": ""081329293767""}",-,4800000.0,4800000.0,4800000.0,9600000.0,9600000.0,9600000.0,KOTA DEPOK,JAWA BARAT,BAIK,-,pddikti-1339,-,banpt-1575
STIKES AL-ISLAM YOGYAKARTA,669,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikesalislam.ac.id"", ""email"": ""stikes.alislamyogyakarta@gmail.com"", ""phone"": ""0274 381489 / 0274 381489""}",-,4800000.0,2500000.0,7100000.0,9600000.0,5000000.0,14200000.0,"Jl. Bantul Dukuh Mj.1/1221 Yogyakarta, KOTA YOGYAKARTA",D.I. YOGYAKARTA,BAIK,-,pddikti-1268,-,banpt-1956
SEKOLAH TINGGI ILMU KESEHATAN HAKLI,670,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stikeshaklismg.ac.id"", ""email"": ""stikeshaklismg@yahoo.co.id"", ""phone"": ""024-7601844 / 024-76632464""}",-,4800000.0,4800000.0,4800000.0,9600000.0,9600000.0,9600000.0,"Jalan Dr Ismangil 27, KOTA SEMARANG",JAWA TENGAH,BAIK,-,pddikti-18,-,banpt-1726
INSTITUT TEKNOLOGI SAINS DAN KESEHATAN INSAN CENDEKIA MEDIKA JOMBANG,671,SWASTA,-,-1.0,-1.0,"{""website"": ""https://itskesicme.ac.id/"", ""email"": ""its.kesehatan.icme@gmail.com"", ""phone"": ""0321 8494886""}",-,4800000.0,600000.0,9000000.0,9600000.0,1200000.0,18000000.0,KABUPATEN JOMBANG,JAWA TIMUR,TERAKREDITASI,-,pddikti-1148,-,banpt-44
SEKOLAH TINGGI ILMU EKONOMI GEMPOL,672,SWASTA,-,-1.0,-1.0,"{""website"": """", ""email"": ""stiewalisongo@gmail.com"", ""phone"": ""0343857775 / 0343857775""}",-,4800000.0,4800000.0,4800000.0,9600000.0,9600000.0,9600000.0,"Jl Raya Timur Pasa No 9 Gempol, KABUPATEN PASURUAN",JAWA TIMUR,BAIK,-,pddikti-622,-,banpt-2894
UNIVERSITAS SATYA TERRA BHINNEKA,673,SWASTA,-,-1.0,-1.0,"{""website"": ""satyaterrabhinneka.ac.id"", ""email"": ""office@satyaterrabhinneka.ac.id"", ""phone"": ""0618457702 / 0618457033""}",-,4800000.0,4800000.0,4800000.0,9600000.0,9600000.0,9600000.0,"Jl. Sunggal Gg. Bakul Lingkungan XI Pekan I Sunggal, KOTA MEDAN",SUMATERA UTARA,BAIK,-,pddikti-952,-,banpt-1946
UNIVERSITAS PANCA BHAKTI,674,SWASTA,https://rencanamu.id/cari-kampus/universitas-panca-bhakti,4859.0,4859.0,"{""website"": ""https://upb.ac.id"", ""email"": ""mail@upb.ac.id"", ""phone"": ""0561-772677 / 0561-774442""}",-,4795000.0,1100000.0,8950000.0,9590000.0,2200000.0,17900000.0,"Jalan Kom Yos Sudarso, KOTA PONTIANAK",KALIMANTAN BARAT,TERAKREDITASI,-,pddikti-742,rencanamu-231,banpt-51
ASM MARSUDIRINI SANTA MARIA,675,SWASTA,-,-1.0,-1.0,"{""website"": ""www.asmistmaria.ac.id"", ""email"": ""info@asmistmaria.ac.id"", ""phone"": ""585836 / 585841""}",-,4790000.0,2400000.0,7180000.0,9580000.0,4800000.0,14360000.0,"Jalan Bener 14 Tegalrejo, KOTA YOGYAKARTA",D.I. YOGYAKARTA,BAIK,-,pddikti-2025,-,banpt-3803
UNIVERSITAS HALIM SANUSI,676,SWASTA,-,-1.0,-1.0,"{""website"": ""http://uhs.ac.id"", ""email"": ""info@uhs.ac.id"", ""phone"": ""022 2053 9554""}",-,4758000.0,2400000.0,7116000.0,9516000.0,4800000.0,14232000.0,"Jalan Laswi No.1 - Jalan Sandang No.1 - Jalan Swadaya No.34, KOTA BANDUNG",JAWA BARAT,BAIK,-,pddikti-2030,-,banpt-829
INSTITUT TEKNOLOGI DAN BISNIS DEWANTARA,677,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,4755000.0,4755000.0,4755000.0,9510000.0,9510000.0,9510000.0,KABUPATEN BOGOR,JAWA BARAT,BAIK,-,pddikti-1810,-,banpt-293
SEKOLAH TINGGI ILMU PERTANIAN FARMING,678,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stipfarming.ac.id"", ""email"": ""info@stipfarming.ac.id"", ""phone"": ""024-8316051-8441430 / 024-8441430""}",-,4750000.0,4750000.0,4750000.0,9500000.0,9500000.0,9500000.0,"Jalan Pawiyatan Luhur IV15 Bendan Duwur, KOTA SEMARANG",JAWA TENGAH,BAIK,-,pddikti-2179,-,banpt-2826
UNIVERSITAS SANG BUMI RUWA JURAI,679,SWASTA,-,-1.0,-1.0,"{""website"": ""www.saburai.ac.id"", ""email"": ""universitas_saburai@saburai.ac.id"", ""phone"": ""265734 / 257838""}",-,4750000.0,4500000.0,5000000.0,9500000.0,9000000.0,10000000.0,"Jalan Imam Bonjol No 468 Lengkapura, KOTA BANDAR LAMPUNG",LAMPUNG,BAIK SEKALI,-,pddikti-2611,-,banpt-92
INSTITUT BISNIS DAN KOMPUTER INDONESIA,680,SWASTA,-,-1.0,-1.0,"{""website"": ""https://ibk-indonesia.ac.id/"", ""email"": ""ibkindonesia39@gmail.com"", ""phone"": ""061-80033448 / 061-80033448""}",-,4750000.0,4000000.0,5500000.0,9500000.0,8000000.0,11000000.0,KOTA MEDAN,SUMATERA UTARA,BAIK,-,pddikti-452,-,banpt-2445
STISIP TASIKMALAYA,681,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stisip-tasikmalaya.ac.id"", ""email"": ""stisip.tasik@gmail.com"", ""phone"": ""0265-341748 / 0265-343940""}",-,4730000.0,2400000.0,7060000.0,9460000.0,4800000.0,14120000.0,"Jalan Gunung Pongpok III No 29, KOTA TASIKMALAYA",JAWA BARAT,BAIK,-,pddikti-792,-,banpt-2134
UNIVERSITAS MUHAMMADIYAH LAMPUNG,682,SWASTA,-,-1.0,-1.0,"{""website"": ""www.uml.ac.id."", ""email"": ""um_lampung@yahoo.co.id"", ""phone"": ""0721-701246-705178 / 0721-701246""}",-,4725000.0,1470000.0,7980000.0,9450000.0,2940000.0,15960000.0,"Jl. Prof. Dr. Hamka Kelurahan Sukarame Baru  Kec. Sukarame, KOTA BANDAR LAMPUNG",LAMPUNG,B,-,pddikti-1197,-,banpt-2426
SEKOLAH TINGGI ILMU EKONOMI GENTIARAS,683,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stie.gentiaras.ac.id"", ""email"": ""gentiaras@gmail.com / kampus@stie.gentiaras.ac.id"", ""phone"": ""0721.781.403 / 0721.703.193""}",-,4725000.0,2600000.0,6850000.0,9450000.0,5200000.0,13700000.0,"Jl Purnawirawan No 14 Gedong Meneng  Bandar Lampung, KOTA BANDAR LAMPUNG",LAMPUNG,BAIK SEKALI,-,pddikti-581,-,banpt-1042
UNIVERSITAS 45 SURABAYA,684,SWASTA,-,-1.0,-1.0,"{""website"": ""www.univ45sby.ac.id"", ""email"": ""info@univ45sby.ac.id"", ""phone"": ""5611214 / 5633905""}",-,4725000.0,3750000.0,5700000.0,9450000.0,7500000.0,11400000.0,"Jalan Mayjen Sungkono, KOTA SURABAYA",JAWA TIMUR,BAIK,-,pddikti-575,-,banpt-1171
UNIVERSITAS ISLAM MADURA,685,SWASTA,-,-1.0,-1.0,"{""website"": ""http://uim.ac.id"", ""email"": ""official@uim.ac.id"", ""phone"": ""0324-321783 / 0324-321783""}",-,4717500.0,1100000.0,8335000.0,9435000.0,2200000.0,16670000.0,"Kompleks PP Miftahul Ulum Bettet, KABUPATEN PAMEKASAN",JAWA TIMUR,BAIK,-,pddikti-983,-,banpt-80
SEKOLAH TINGGI PERTANIAN KUTAI TIMUR,686,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiperkutim.ac.id"", ""email"": ""stiper_kutim@yahoo.com; info@stiperkutim.ac.id"", ""phone"": ""0549 2031985 / 0549 2031985""}",-,4708125.0,2400000.0,7016250.0,9416250.0,4800000.0,14032500.0,"Jalan Soekarno Hatta No 02, KABUPATEN KUTAI TIMUR",KALIMANTAN TIMUR,BAIK,-,pddikti-685,-,banpt-3630
UNIVERSITAS SURAKARTA,687,SWASTA,https://campus.quipper.com/directory/universitas-surakarta,5243.0,193.0,"{""website"": ""www.unsa.ac.id"", ""email"": ""info@unsa.ac.id"", ""phone"": ""0271-825117 / 0271-825117""}","Universitas Surakarta  memiliki julukan yang unik yaitu Kampus Bumi Bengawan, dikarenakan kampus ini berada di seberang Sungai Bengawan Solo. Pada awal berdirinya di tahun 1995, UNSA merupakan sebuah Sekolah Tinggi Ilmu Administrasi  Solo yang bernaung di bawah pengelolaan Yayasan Perguruan Tinggi Surakarta . Lalu pada tahun 1998, dilakukan pengembangan STIA yang kemudian beralih bentuk menjadi Universitas Surakarta yang dikenal hingga saat ini.",4695000.0,3390000.0,6000000.0,9390000.0,6780000.0,12000000.0,"Jalan Raya Palur Km 5, KOTA SURAKARTA",JAWA TENGAH,BAIK,quipper-555,pddikti-1853,-,banpt-2375
SEKOLAH TINGGI ILMU KESEHATAN BETHESDA TOMOHON,688,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stikesbethesdatmh.ac.id/"", ""email"": ""stikesbethesdatmhn@gmail.com"", ""phone"": ""0431351104""}",-,4675000.0,3000000.0,6350000.0,9350000.0,6000000.0,12700000.0,KOTA TOMOHON,SULAWESI UTARA,BAIK,-,pddikti-908,-,banpt-354
UNIVERSITAS SLAMET RIYADI,689,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unisri.ac.id"", ""email"": ""info@unisri.ac.id"", ""phone"": ""0271-853839 / 0271-854670""}",-,4670000.0,840000.0,8500000.0,9340000.0,1680000.0,17000000.0,"Jalan Sumpah Pemuda No. 18 Kadipiro Banjarsari Surakarta Jawa Tengah, KOTA SURAKARTA",JAWA TENGAH,BAIK SEKALI,-,pddikti-567,-,banpt-23
UNIVERSITAS WIRARAJA,690,SWASTA,-,-1.0,-1.0,"{""website"": ""wiraraja.ac.id"", ""email"": ""rektorat@wiraraja.ac.id"", ""phone"": ""0328-664272 / 0328-673088""}",-,4656875.0,828750.0,8485000.0,9313750.0,1657500.0,16970000.0,"Jl. Raya Sumenep-Pamekasan Km 5 Patean  Sumenep, KABUPATEN SUMENEP",JAWA TIMUR,BAIK SEKALI,-,pddikti-413,-,banpt-160
UNIVERSITAS FLORES,691,SWASTA,https://rencanamu.id/cari-kampus/universitas-flores,6930.0,6930.0,"{""website"": ""www.uniflor.ac.id"", ""email"": ""universitasflores@uniflor.ac.id"", ""phone"": ""23874  22536 / 21536""}",-,4652500.0,750000.0,8555000.0,9305000.0,1500000.0,17110000.0,"Jalan Sam Ratulangi   Kelurahan Paupire, KABUPATEN ENDE",NUSA TENGGARA TIMUR,B,-,pddikti-1783,rencanamu-132,banpt-3478
UNIVERSITAS BINA BANGSA GETSEMPENA,692,SWASTA,-,-1.0,-1.0,"{""website"": ""www.bbg.ac.id"", ""email"": ""info@bbg.ac.id"", ""phone"": ""082321211883""}",-,4650000.0,800000.0,8500000.0,9300000.0,1600000.0,17000000.0,KOTA BANDA ACEH,ACEH,TERAKREDITASI,-,pddikti-2117,-,banpt-52
SEKOLAH TINGGI ILMU EKONOMI PARIWISATA YAPARI,693,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiepar.ac.id"", ""email"": ""info@stiepar.ac.id"", ""phone"": ""022-201-1027""}",-,4650000.0,800000.0,8500000.0,9300000.0,1600000.0,17000000.0,"Jl. Prof. Dr. Ir. Sutami No. 81-83, KOTA BANDUNG",JAWA BARAT,BAIK,-,pddikti-1781,-,banpt-3890
SEKOLAH TINGGI ILMU KESEHATAN SURYA GLOBAL YOGYAKARTA,694,SWASTA,-,-1.0,-1.0,"{""website"": ""stikessuryaglobal.ac.id"", ""email"": ""info@stikessuryaglobal.ac.id"", ""phone"": ""0857-1214-5081""}",-,4650000.0,4650000.0,4650000.0,9300000.0,9300000.0,9300000.0,"Jalan Ahmad Yani  Mutihan  Wirokerten  Banguntapan, KABUPATEN BANTUL",D.I. YOGYAKARTA,BAIK,-,pddikti-1026,-,banpt-668
INSTITUT TEKNOLOGI DAN BISNIS NOBEL INDONESIA,695,SWASTA,-,-1.0,-1.0,"{""website"": ""www.nobel.ac.id"", ""email"": ""rektorat@nobel.ac.id"", ""phone"": ""887978""}",-,4650000.0,300000.0,9000000.0,9300000.0,600000.0,18000000.0,KOTA MAKASSAR,SULAWESI SELATAN,BAIK SEKALI,-,pddikti-1700,-,banpt-2801
UNIVERSITAS KATOLIK WIDYA KARYA,696,SWASTA,-,-1.0,-1.0,"{""website"": ""www.widyakarya.ac.id"", ""email"": ""widyakarya@widyakarya.ac.id"", ""phone"": ""0341-553171 / 0341-560596""}",-,4625000.0,750000.0,8500000.0,9250000.0,1500000.0,17000000.0,"Jalan Bondowoso No 2, KOTA MALANG",JAWA TIMUR,BAIK,-,pddikti-772,-,banpt-3085
INSTITUT TEKNOLOGI DAN SAINS MANDALA,697,SWASTA,https://campus.quipper.com/directory/institut-teknologi-dan-sains-mandala,1772.0,44.0,"{""website"": ""www.itsm.ac.id"", ""email"": ""itsmandala@itsm.ac.id"", ""phone"": ""0331334324 / 0331330941""}","Institut Teknologi dan Sains  Mandala adalah bentuk tranformasi dari Sekolah Tinggi Ilmu Ekonomi Mandala yang diresmikan sejak Juli 2022. Seiring dengan peralihan bentuk menjadi institut, ITS Mandala berupaya meningkatkan pengembangan dalam proses pembelajaran berbasis teknologi informasi melalui akses global dan e-learning, penyeimbangan hard skill dan soft skill mahasiswa melalui proses pembelajaran yang berorientasi pada students centered learning, penyediaan sarana dan prasarana lengkap, serta peningkatan kemampuan entrepreneur bagi mahasiswa.",4600000.0,4200000.0,6000000.0,9200000.0,8400000.0,12000000.0,KABUPATEN JEMBER,JAWA TIMUR,BAIK SEKALI,quipper-36,pddikti-273,-,banpt-1123
UNIVERSITAS MURIA KUDUS,698,SWASTA,https://campus.quipper.com/directory/universitas-muria-kudus,6884.0,175.0,"{""website"": ""https://umk.ac.id/"", ""email"": ""muria@umk.ac.id"", ""phone"": ""0291-438229 / 0291-437198""}","Universitas yang didirikan pada tahun 1980 ini merupakan institusi yang selalu berupaya melestarikan nilai-nilai budaya bangsa. Salah satu nilai yang masih dipegang erat sampai saat ini adalah falsafah warisan Sunan Kudus, yaitu “GUSJIGANG”. “GUS” artinya berperilaku bagus, “JI” artinya suka mengaji  dan “GANG” yang artinya pandai berdagang. Berdasar filosofi tersebut, maka Universitas Muria Kudus berusaha untuk mewujudkan universitas yang menghasilkan lulusan yang santun, cerdas, dan berjiwa wirausaha.",4600000.0,4000000.0,8500000.0,9200000.0,8000000.0,17000000.0,"Gondangmanis Bae Po Box 53 Gebog Bae Kudus, KABUPATEN KUDUS",JAWA TENGAH,B,quipper-420,pddikti-1160,rencanamu-224,banpt-136
UNIVERSITAS NASIONAL KARANGTURI SEMARANG,699,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unkartur.ac.id"", ""email"": ""info@unkartur.ac.id"", ""phone"": ""3545882 / 3547260""}",-,4600000.0,250000.0,8950000.0,9200000.0,500000.0,17900000.0,"Jl Raden Patah No. 182-192 Semarang, KOTA SEMARANG",JAWA TENGAH,BAIK,-,pddikti-2102,-,banpt-2302
UNIVERSITAS IBA,700,SWASTA,-,-1.0,-1.0,"{""website"": ""www.iba.ac.id"", ""email"": ""uiba@iba.ac.id"", ""phone"": ""0711-351364 / 0711-350793""}",-,4590625.0,2400000.0,6781250.0,9181250.0,4800000.0,13562500.0,"Jalan Mayor Ruslan, KOTA PALEMBANG",SUMATERA SELATAN,BAIK,-,pddikti-1961,-,banpt-3998
UNIVERSITAS MITRA INDONESIA,701,SWASTA,-,-1.0,-1.0,"{""website"": ""www.umitra.ac.id"", ""email"": ""umitra_indonesia@umitra.ac.id"", ""phone"": ""081287776262 / 0721-788960""}",-,4590000.0,3180000.0,6000000.0,9180000.0,6360000.0,12000000.0,KOTA BANDAR LAMPUNG,LAMPUNG,BAIK SEKALI,-,pddikti-282,-,banpt-1150
SEKOLAH TINGGI PEMBANGUNAN MASYARAKAT DESA APMD,702,SWASTA,-,-1.0,-1.0,"{""website"": ""www.apmd.ac.id"", ""email"": ""info@apmd.ac.id"", ""phone"": ""+62274561971 / +62274515989""}",-,4575000.0,1150000.0,8000000.0,9150000.0,2300000.0,16000000.0,"Jalan Timoho No 317 Yogyakarta, KOTA YOGYAKARTA",D.I. YOGYAKARTA,B,-,pddikti-2439,-,banpt-3447
UNIVERSITAS MUHAMMADIYAH MUARA BUNGO,703,SWASTA,-,-1.0,-1.0,"{""website"": ""www.ummuba.ac.id"", ""email"": ""rektorat@ummuba.ac.id"", ""phone"": ""0822 8883 8851""}",-,4575000.0,4500000.0,4650000.0,9150000.0,9000000.0,9300000.0,KABUPATEN BUNGO,JAMBI,BAIK SEKALI,-,pddikti-176,-,banpt-1716
UNIVERSITAS INDRAPRASTA PGRI,704,SWASTA,https://campus.quipper.com/directory/universitas-indraprasta-pgri,35905.0,911.0,"{""website"": ""www.unindra.ac.id"", ""email"": ""kampus@unindra.ac.id"", ""phone"": ""78835283 / 78835283""}","Universitas Indraprasta PGRI  merupakan satu-satunya perguruan tinggi di wilayah DKI Jakarta yang berada di bawah naungan organisasi PGRI . Kampus ini secara resmi terbentuk pada tahun 2004 melalui Keputusan Menteri Pendidikan Nasional Republik Indonesia nomor 142/D/O/2004 tanggal 6 September 2004 dengan mengusung visi Menjadi Universitas yang unggul dalam pembelajaran  di Indonesia yang berperan aktif dalam pengembangan sumber daya manusia profesional yang peduli, kreatif, mandiri dan adaptif.",4575000.0,1500000.0,10800000.0,9150000.0,3000000.0,18000000.0,"Jl Nangka No 59 Tanjung Barat Jagakarsa, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,B,quipper-343,pddikti-2516,rencanamu-141,banpt-747
STMIK SAMARINDA,705,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stmik-samarinda.ac.id"", ""email"": ""kampus@stmik-samarinda.ac.id"", ""phone"": ""0541 746557 / 0541 746557""}",-,4550000.0,4550000.0,4550000.0,9100000.0,9100000.0,9100000.0,"Jalan Banggeris No 82, KOTA SAMARINDA",KALIMANTAN TIMUR,BAIK,-,pddikti-165,-,banpt-1405
SEKOLAH TINGGI ILMU EKONOMI TOTALWIN,706,SWASTA,-,-1.0,-1.0,"{""website"": ""stietotalwin.ac.id"", ""email"": ""info@stietotalwin.ac.id"", ""phone"": ""024-76435132 / 024-76435132""}",-,4550000.0,4000000.0,5100000.0,9100000.0,8000000.0,10200000.0,"Jalan Gedongsongo Raya No. 12  Kelurahan Manyaran, KOTA SEMARANG",JAWA TENGAH,BAIK,-,pddikti-1674,-,banpt-1936
UNIVERSITAS YAYASAN PENDIDIKAN IMAM BONJOL MAJALENGKA,707,SWASTA,-,-1.0,-1.0,"{""website"": ""univypib.ac.id"", ""email"": ""kampus@univypib.ac.id"", ""phone"": ""0811-2221-913 / 0233-284-098""}",-,4550000.0,2500000.0,6600000.0,9100000.0,5000000.0,13200000.0,KABUPATEN MAJALENGKA,JAWA BARAT,BAIK,-,pddikti-49,-,banpt-2737
SEKOLAH TINGGI TEKNOLOGI GEMPOL,708,SWASTA,-,-1.0,-1.0,"{""website"": ""https://sttgwalisongo.ac.id"", ""email"": ""walisongostt@gmail.com"", ""phone"": ""0343857775 / 0343857775""}",-,4550000.0,4300000.0,4800000.0,9100000.0,8600000.0,9600000.0,"Jl Cempaka Putih No 8  Gempol, KABUPATEN PASURUAN",JAWA TIMUR,BAIK,-,pddikti-901,-,banpt-2345
UNIVERSITAS MUSLIM NUSANTARA AL-WASHLIYAH,709,SWASTA,-,-1.0,-1.0,"{""website"": ""www.umnaw.ac.id"", ""email"": ""info@umnaw.ac.id"", ""phone"": ""061-7867044  7868487 / 061 - 7862747""}",-,8287500.0,7500000.0,9075000.0,16575000.0,15000000.0,18150000.0,"Jalan Garu II No 2 ; no 52 dan no 93  Jl. Lintas Medan Lubuk Pakam  Jl. Gedung Arc, KOTA MEDAN",SUMATERA UTARA,UNGGUL,-,pddikti-1960,-,banpt-679
UNIVERSITAS YUDHARTA PASURUAN,710,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.yudharta.ac.id"", ""email"": ""informasi@yudharta.ac.id"", ""phone"": ""0343-611186 / 0343-611186""}",-,4525000.0,2800000.0,6250000.0,9050000.0,5600000.0,12500000.0,"Jalan Yudharta No 7 Sengonagung Kecamatan Purwosari Kabupaten Pasuruan, KABUPATEN PASURUAN",JAWA TIMUR,BAIK SEKALI,-,pddikti-1015,-,banpt-3162
INSTITUT TEKNOLOGI SAINS BANDUNG,711,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.itsb.ac.id/"", ""email"": ""sekretariat@itsb.ac.id"", ""phone"": ""+62816238820""}",-,4525000.0,2100000.0,6950000.0,9050000.0,4200000.0,13900000.0,"Jl. Ganesha Boulevard  Lot-A1 CBD Kota Deltamas  Tol Jakarta - Cikampek Km 37  C, KABUPATEN BEKASI",JAWA BARAT,BAIK,-,pddikti-643,-,banpt-2376
UNIVERSITAS ISLAM 45,712,SWASTA,-,-1.0,-1.0,"{""website"": ""unismabekasi.ac.id"", ""email"": ""admin@unismabekasi.ac.id"", ""phone"": ""8801027 / 8801192""}",-,7263500.0,5500000.0,9027000.0,14527000.0,11000000.0,18054000.0,"Jalan Cut Meutia No 83, KOTA BEKASI",JAWA BARAT,B,-,pddikti-1170,-,banpt-1645
UNIVERSITAS BATTUTA,713,SWASTA,-,-1.0,-1.0,"{""website"": ""www.battuta.ac.id"", ""email"": ""official@battuta.ac.id"", ""phone"": ""80514277""}",-,4500000.0,1000000.0,8000000.0,9000000.0,2000000.0,16000000.0,"Jl. Sekip Simpang Jl Sikambing No. 1  Kel. Sekip, KOTA MEDAN",SUMATERA UTARA,BAIK SEKALI,-,pddikti-1541,-,banpt-1573
