nama_kampus,link_kampus,akreditasi_kampus,status,alamat,kota,provinsi,website,ranking_webometric,biaya_semester_min,biaya_semester_max,biaya_rata_tahunan,biaya_rata_keseluruhan,uang_pangkal,biaya_semester,biaya_per_bulan,biaya_per_tahun,biaya_total,provinsi_id,telepon,email,fax,tahun_berdiri,jumlah_mahasiswa,jumlah_dosen,luas_kampus,jenjang_tersedia,fasilitas,beasiswa,kerjasama,prestasi,visi,misi,fakultas,prodi,akreditasi_prodi
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Kesejahteraan Sosial,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agribisnis,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agroteknologi,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu dan Teknologi Pangan,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknologi Hasil Pertanian,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ekonomi Pembangunan,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Hukum,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Elektro,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Mesin,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Dokter,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen Syariah,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Agama Islam,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Anak usia Dini,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Perbankan Syariah,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Bimbingan dan Konseling,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Bahasa Inggris,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Bahasa dan Sastra Indonesia,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Matematika,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Kewarganegaraan,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Akuntansi,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Administrasi Negara,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Kesejahteraan Sosial,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agribisnis,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agroteknologi,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu dan Teknologi Pangan,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknologi Hasil Pertanian,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ekonomi Pembangunan,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Hukum,A
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Elektro,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Mesin,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,B
Universitas Muhammadiyah Sumatera Utara,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-sumatera-utara,i:B,Swasta,-,-,-,-,-,4000000,6500000,5250000,21000000,-,-,-,-,-,2,+6261 662 2400,-,-,1957,18581,18581,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Dokter,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Psikologi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Akuntansi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Manajemen,A
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Hukum,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Arsitektur,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Elektro,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Industri,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Mesin,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Sipil,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Informatika,C
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Administrasi Negara,A
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Komunikasi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Pemerintahan,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Biologi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Agribisnis,A
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Agroteknologi,-
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Psikologi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Akuntansi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Manajemen,A
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Hukum,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Arsitektur,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Elektro,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Industri,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Mesin,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Sipil,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Teknik Informatika,C
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Administrasi Negara,A
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Komunikasi,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Ilmu Pemerintahan,B
Universitas Medan Area,https://rencanamu.id/cari-kampus/universitas-medan-area,i:B,Swasta,-,-,-,-,-,6000000,8000000,7000000,28000000,-,-,-,-,-,2,+6261 736 6878,-,-,1998,9103,9103,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,"Kumulatif (IPK) dari PTS asal calon mahasiswa minimal 2,25",-,-,Umum,Biologi,B
