quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
155,STIKES PANTI WALUYA MALANG,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/stikes-panti-waluya-malang,Rp5.800.000 - Rp8.050.000 per semester,246.0,29.0,"{""website"": ""www.stikespantiwaluya.ac.id"", ""email"": ""admin@stikespantiwaluya.ac.id"", ""phone"": ""0341-369003""}","Sekolah Tinggi Ilmu Kesehatan  Panti Waluya Malang dinaungi oleh Yayasan Pendidikan Misericordia. Kampus ini mengalami beberapa kali perubahan bentuk mulai dari Djuru Kesehatan , Sekolah Perawat Kesehatan , Akademi Perawat Panti Waluya Malang , dan pada tahun 2018 menjadi STIKes Panti Waluya Malang.",{}
156,UNIVERSITAS WIDYA GAMA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-widya-gama,Rp 3.500.000 - Rp6.000.000 per semester,2868.0,110.0,"{""website"": ""www.widyagama.ac.id"", ""email"": ""info@widyagama.ac.id"", ""phone"": "" 411291""}","Universitas Widyagama didirikan oleh Yayasan Pembina Pendidikan Indonesia  pada tahun 1971 dengan nama Akademi Bank Widyagama Malang. Namun, pada tahun 1984 berubah menjadi Sekolah Tinggi Ilmu Ekonomi  Widyagama dan kemudian di tahun 1985 YPPI sepakat mengubah STIE menjadi Universitas Widya Gama . Saat ini, UWG memiliki empat fakultas dan satu program pascasarjana dengan berbagai bidang keilmuan.",{}
158,POLITEKNIK PERKERETAAPIAN INDONESIA MADIUN,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-perkeretaapian-indonesia-madiun,Rp11.310.000 per semester,174.0,50.0,"{""website"": ""ppi.ac.id"", ""email"": ""kontak@ppi.ac.id"", ""phone"": ""0351-474777""}","Industri perkeretaapian nasional sedang membutuhkan 78.740 orang tenaga kerja sampai tahun 2030 untuk memenuhi Rencana Induk Perkeretaapian Nasional . Nah, bagi Quipperian yang tertarik dengan bidang perkeretaapian nasional dan internasional, kalian bisa memilih perguruan tinggi yang fokus utamanya menyelenggarakan pendidikan di bidang ini seperti Politeknik Perkeretaapian Indonesia  Madiun! FYI, perguruan tinggi ini didirikan untuk memenuhi amanat Undang-Undang No.23 Tahun 2007 terkait pembentukan lembaga pendidikan di bidang perkeretaapian.",{}
159,INSTITUT AGAMA KRISTEN NEGERI AMBON,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-kristen-negeri-ambon,Rp0-Rp1.500.000 per semester,1118.0,108.0,"{""website"": ""www.iaknambon.ac.id"", ""email"": ""info@iaknambon.ac.id"", ""phone"": ""0911-346161""}","Sebelum berubah status menjadi institut pada tahun 2018, Institut Agama Kristen Negeri  Ambon sempat terdaftar sebagai Akademi Pendidikan Guru Agama Kristen yang kemudian berganti nama menjadi Sekolah Tinggi Agama Kristen Protestan Negeri Ambon di tahun 1999. Saat ini, IAKN Ambon memiliki tiga fakultas yang mengelola program sarjana  yakni Fakultas Ilmu Pendidikan Kristen, Fakultas Ilmu Sosial Keagamaan, dan Fakultas Seni Keagamaan. Selain program S1, IAKN juga membuka program Pascasarjana untuk jenjang magister  dan doktor .",{}
160,SEKOLAH TINGGI ILMU KESEHATAN MAHARANI,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-maharani,Rp1.050.000-Rp5.700.000 per semester.,772.0,34.0,"{""website"": ""www.stikesmaharani.ac.id"", ""email"": ""informasi@stikesmaharani.ac.id"", ""phone"": ""081232268321""}","Sekolah Tinggi Ilmu Kesehatan Maharani adalah salah satu sekolah tinggi swasta yang berlokasi di Kota Malang. Kampus ini berdiri pada tanggal 22 Desember 2006. Hingga saat ini, STIKes Maharani telah memiliki 4 program studi, yaitu Profesi Ners, S1 Keperawatan, D3 Kebidanan, dan D3 Teknologi Laboratorium Medis. STIKes Maharani senantiasa memenuhi kebutuhan belajar mahasiswa untuk menjadi tenaga kesehatan yang berkualitas dan profesional, seperti memfasilitasi kegiatan praktik mahasiswa dengan menyediakan lahan praktik di rumah sakit pemerintah dan swasta, Puskesmas Dinkes Kota Malang, serta Poltekes Depkes Malang.",{}
161,POLITEKNIK PARIWISATA BALI,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-pariwisata-bali,Rp2.350.000 per semester,1620.0,110.0,"{""website"": ""www.ppb.ac.id"", ""email"": ""info@ppb.ac.id"", ""phone"": ""+62361773537""}","Politeknik Pariwisata Bali merupakan perguruan tinggi negeri yang didirikan pada tahun 1978 dengan nama Sekolah Tinggi Pariwisata Nusa Dua Bali. Namun, pada tahun 2019, sekolah tinggi tersebut resmi alih status menjadi Politeknik Pariwisata Bali. Politeknik ini berada di bawah naungan Kementerian Pariwisata dan Ekonomi Kreatif dan menyediakan 11 program studi yang terdiri atas delapan program vokasi, dua program sarjana, serta satu program pascasarjana.",{}
162,POLITEKNIK KELAUTAN DAN PERIKANAN NEGERI BONE,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-kelautan-dan-perikanan-negeri-bone,Gratis,735.0,29.0,"{""website"": ""site.poltekkpbone.ac.id"", ""email"": ""admin@poltekkpbone.ac.id"", ""phone"": ""0481-2920204""}","Politeknik Kelautan dan Perikanan Bone  merupakan perguruan tinggi yang mengadakan pendidikan vokasi pada ranah ilmu kelautan dan perikanan. Politeknik KP Bone berada di bawah naungan Kementerian Kelautan dan Perikanan  dan mulai beroperasi pada bulan September 2016. Pendirian Politeknik KP Bone merupakan upaya KKP dalam meningkatkan kualitas sumberdaya manusia di bidang kelautan dan perikanan, khususnya pada daerah pertambakan Kabupaten Bone.",{}
163,INSTITUT AGAMA ISLAM NEGERI KEDIRI,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-islam-negeri-kediri-iain-kediri,Rp0 - Rp3.000.000 per semester,14970.0,307.0,"{""website"": ""www.iainkediri.ac.id"", ""email"": ""info@iainkediri.ac.id"", ""phone"": ""+0354689282""}","Cikal bakal berdirinya Institut Agama Islam Negeri  Kediri adalah Fakultas Ushuluddin IAIN Sunan Ampel. Fakultas Ushuluddin melepaskan diri dari IAIN Sunan Ampel dan menjadi Sekolah Tinggi Agama Islam Negeri  Kediri di tahun 1997. Seiring berjalannya waktu, pada tahun 2018, STAIN Kediri secara resmi bertransformasi menjadi IAIN Kediri dengan tujuan untuk memperluas rumpun Ilmu Agama Islam dan memenuhi tuntutan perkembangan masyarakat. Saat ini, IAIN Kediri memiliki empat fakultas yaitu Fakultas Ushuluddin dan Dakwah, Fakultas Tarbiyah, Fakultas Syariah, serta Fakultas Ekonomi dan Bisnis Islam.",{}
164,POLITEKNIK PELAYARAN BANTEN,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-pelayaran-banten,Rp1.500.000 - Rp8.500.000 per semester,816.0,46.0,"{""website"": ""www.poltekpel-banten.ac.id"", ""email"": ""sipencatar@poltekpel-banten.ac.id"", ""phone"": "" 59370327,  59370328,  59370329""}","Politeknik Pelayaran Banten merupakan perguruan tinggi negeri yang telah berdiri sejak tahun 2004. Awalnya, politeknik ini adalah sebuah lembaga pendidikan dan pelatihan di bawah naungan Badan Pengembangan Sumber Daya Manusia Kementerian Perhubungan yang dikenal dengan nama Balai Pendidikan dan Pelatihan Ilmu Pelayaran  Tangerang. Saat ini, Politeknik Pelayaran Banten hanya menyediakan tiga program studi yaitu D3 Manajemen Transportasi Laut, D3 Nautika, dan D3 Permesinan Kapal.",{}
165,SEKOLAH TINGGI ILMU EKONOMI INDONESIA SURABAYA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-indonesia-surabaya,Rp4.000.000-Rp7.000.000 per semester,3451.0,108.0,"{""website"": ""www.stiesia.ac.id"", ""email"": ""stiesia@stiesia.ac.id"", ""phone"": ""031-5947505, 5947840""}","Pada awal pendiriannya di tahun 1972, STIESIA Surabaya bernama Akademi Pajak dan Keuangan  Surabaya. Kemudian di tahun 1978, AP&K Surabaya berganti nama menjadi Sekolah Tinggi Pajak dan Keuangan  Surabaya. Pergantian nama AP&K tidak sampai di sini saja, Quipperian. Tahun 1980, STIPAK berganti nama menjadi STIKI . Lalu tahun 1986, STIKI berubah nama menjadi Sekolah Tinggi Ilmu Ekonomi Indonesia Surabaya  sampai saat ini.",{}
166,UNIVERSITAS DR. SOEBANDI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-dr-soebandi,Rp1.500.000-Rp8.050.000 per semester,2306.0,87.0,"{""website"": ""www.uds.ac.id"", ""email"": ""info@uds.ac.id"", ""phone"": ""0331-483536""}","Awal mula berdirinya, kampus ini bernama Sekolah Tinggi Ilmu Kesehatan  Bhakti Negara di bawah naungan Yayasan Pendidikan Jember International School. Berbekal restu dari ahli waris keluarga dr. Soebandi yaitu putri ketiganya yang bernama dr. Widorini, Yayasan Jember International School mengajukan perubahan nama kepada Ditjen Dikti dari STIKES Bhakti Negara menjadi STIKES dr. Soebandi sebagai bentuk penghargaan kepada pahlawan Jember tersebut. Di tahun 2018, Akademi Kebidanan dr. Soebandi yang diselenggarakan oleh Yayasan Nasional Amanah Bangsa memutuskan untuk bergabung dengan STIKES dr. Soebandi. Berselang dua tahun kemudian tepatnya di tahun 2020, kampus ini resmi bertransformasi menjadi Universitas dr. Soebandi.",{}
167,UNIVERSITAS NUSA MANDIRI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/stmik-nusa-mandiri,Rp4.000.000 - Rp10.000.000 per semester,3514.0,267.0,"{""website"": ""www.nusamandiri.ac.id"", ""email"": ""info@nusamadiri.ac.id"", ""phone"": "" 8005722""}","Universitas Nusa Mandiri  memiliki visi menjadi sekolah tinggi yang berkualitas di bidang pendidikan, penelitian, dan pengabdian masyarakat berbasis teknologi informasi di tahun 2035. Saat ini, Universitas Nusa Mandiri memiliki tujuh kampus yang tersebar di empat kota yakni Jakarta, Depok, Bekasi, dan Tangerang. Selain itu, UNM juga memiliki tujuh program studi yaitu S1 Informatika, S1 Sistem Informasi, S1 Sains Data, S1 Manajemen, S1 Bisnis Digital, S2 Ilmu Komputer, dan D3 Perhotelan. Sebagian besar program studi telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi .",{}
168,UNIVERSITAS HINDU NEGERI I GUSTI BAGUS SUGRIWA,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-hindu-negeri-i-gusti-bagus-sugriwa,Rp500.000 - Rp1.400.000 per semester,1575.0,237.0,"{""website"": ""www.uhnsugriwa.ac.id"", ""email"": ""info@uhnsugriwa.ac.id"", ""phone"": ""0361-226656, 0361-232980, 0366-93788""}","Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar  merupakan Universitas Hindu Negeri pertama di Indonesia. Awal pendirian kampus ini adalah di tahun 1959 di bawah nama institusi Pendidikan Guru Agama Hindu Atas. Upaya peningkatan institusi terus dilakukan dengan melakukan transformasi bentuk perguruan tinggi dari tahun ke tahun, dimulai dari Pendidikan Guru Agama Hindu Negeri di tahun 1968, Akademi Pendidikan Guru Agama Hindu Negeri di tahun 1993, Sekolah Tinggi Agama Hindu Negeri Denpasar di tahun 1999, Institut Hindu Dharma Negeri Denpasar di tahun 2004, sampai akhirnya resmi berkembang menjadi Universitas Hindu Negeri I Gusti Bagus Sugriwa Denpasar pada tahun 2020.",{}
170,INSTITUT KESENIAN JAKARTA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-kesenian-jakarta-lpkj,Rp6.500.000 - Rp35.000.000 per semester,2805.0,125.0,"{""website"": ""www.ikj.ac.id"", ""email"": ""info@ikj.ac.id"", ""phone"": ""+62 21-3924018""}","Awalnya Institut Kesenian Jakarta  merupakan sebuah Lembaga Pendidikan Kesenian Jakarta  berbentuk sanggar yang didirikan pada tahun 1970 oleh Gubernur DKI Jakarta Ali Sadikin. Kemudian pada tahun 1980, LPKJ kian berkembang dan berganti nama menjadi Institut Kesenian Jakarta. Saat ini, IKJ terdiri atas berbagai program studi yang terangkum dalam tiga Fakultas, yakni: Fakultas Film dan Televisi , Fakultas Seni Rupa , Fakultas Seni Pertunjukan  serta ditambah dengan Sekolah Pascasarjana. Sebagian program studi telah meraih akreditasi dari Badan Akreditasi Nasional Perguruan Tinggi .",{}
171,UNIVERSITAS KATOLIK SOEGIJAPRANATA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-katolik-soegijapranata,Rp3.850.000 per semester,9258.0,253.0,"{""website"": ""www.unika.ac.id"", ""email"": ""unika@unika.ac.id"", ""phone"": ""024-8505003""}","Quipperian, tahukah kamu bahwa menurut penilaian yang dilakukan oleh Kementerian Riset, Teknologi, dan Pendidikan Tinggi , Universitas Katolik Soegijapranata  adalah salah satu universitas swasta terbaik di Indonesia. Selain itu, menurut Badan Akreditasi Nasional Perguruan Tinggi , Unika juga merupakan universitas swasta pertama di Jawa Tengah yang mendapat akreditasi A. Dulu, Unika bernama Institut Teknologi Katolik Semarang dan merupakan pengembangan dari Universitas Katolik Indonesia Atmajaya Cabang Semarang.",{}
172,SEKOLAH TINGGI ILMU KESEHATAN MEDISTRA INDONESIA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-medistra,Rp10.000.000 per semester,925.0,44.0,"{""website"": ""www.stikesmedistra-indonesia.ac.id"", ""email"": ""stikesmi@stikesmedistra-indonesia.ac.id"", ""phone"": ""021-82431375, 82431376, 82431377""}","Sekolah Tinggi Ilmu Kesehatan Medistra Indonesia merupakan institusi pendidikan yang berdiri pada tanggal 4 April 2002 di bawah naungan Yayasan Medistra Indonesia. Awalnya, kampus ini berlokasi di Jakarta. Lalu di tahun 2005, STIKes Medistra Indonesia mulai mengembangkan fasilitas bangunan dan sarana prasarana yang lebih lengkap sehingga seluruh aktivitas pendidikan dipindahkan ke gedung kampus baru yang berlokasi di Bekasi.",{}
173,SEKOLAH TINGGI ILMU KESEHATAN ARTHA BODHI ISWARA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-artha-bodhi-iswara,Rp4.000.000-Rp5.000.000 per semester,175.0,29.0,"{""website"": ""web.stikesabi.ac.id"", ""email"": ""stikesabi@yahoo.co.id"", ""phone"": ""031-5937965""}","Sekolah Tinggi Ilmu Kesehatan Artha Bodhi Iswara Surabaya adalah lembaga pendidikan tinggi yang didirikan oleh yayasan perguruan tinggi Tri Dharma pada tanggal 5 Agustus 2003. Pendirian kampus yang dikenal dengan sebutan STIKES-ABI ini berlandaskan upaya peningkatan jumlah dan kualitas tenaga kesehatan keperawatan dan kebidanan yang dapat diandalkan, khususnya dalam akselerasi penurunan angka kematian ibu dan bayi. Saat ini STIKES-ABI memiliki empat program studi yaitu Program Studi S1 Keperawatan, D3 Keperawatan, D3 Kebidanan, dan Profesi Ners.",{}
174,INSTITUT AGAMA KRISTEN NEGERI PALANGKA RAYA,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-kristen-negeri-palangka-raya,Rp750.000-Rp4.000.000 per semester,1241.0,48.0,"{""website"": ""www.iaknpky.ac.id"", ""email"": ""stakn.palangkaraya2010@gmail.com"", ""phone"": ""0536-3241811, 0536-3241812""}","Sebelum menjadi Institut Agama Kristen Negeri  Palangka Raya seperti yang kita kenal sekarang, awalnya kampus ini bernama Akademi Teologi Jurusan Pendidikan Agama Kristen  yang merupakan bagian dari Akademi Teologi Banjarmasin. Akademi tersebut didirikan pada tahun 1985 oleh Gereja Kalimantan Evangelis  dengan tujuan menyiapkan tenaga pendidik atau guru agama Kristen yang andal dalam rangka mencerdaskan kehidupan bangsa. Pada tahun 1986, GKE meningkatkan status akademi menjadi Institut Agama Kristen “Eka Sinta” GKE Palangka Raya.",{}
175,SEKOLAH TINGGI TEKNOLOGI ANGKATAN LAUT,SEKOLAH TINGGI NEGERI,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-angkatan-laut,Gratis,307.0,72.0,"{""website"": ""www.sttal.ac.id"", ""email"": ""campus_sttal@sttal.ac.id"", ""phone"": ""031-99000581- 82""}","Sekolah Tinggi Teknologi Angkatan Laut atau STTAL merupakan perguruan tinggi kedinasan yang berlokasi di Jawa Timur dan berada di bawah naungan Tentara Nasional Indonesia Angkatan Laut . Berbeda dengan kampus pada umumnya, calon mahasiswa yang mendaftar di STTAL adalah mereka yang masih aktif di jajaran TNI/Kepolisian Negara Republik Indonesia . Umumnya, mereka adalah prajurit yang ditugaskan oleh Mabes alias markas besar masing-masing.",{}
176,INSTITUT AGAMA KRISTEN NEGERI KUPANG,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-kristen-negeri-kupang,Rp900.000-Rp10.000.000 per semester,4648.0,90.0,"{""website"": ""www.iaknkupang.ac.id"", ""email"": ""staknkupang@kemenag.go.id"", ""phone"": ""0380-824911""}","Institut Agama Kristen Negeri  Kupang merupakan perguruan tinggi yang bernaung di lingkungan Kementerian Agama dan menyelenggarakan pendidikan di bidang ilmu pengetahuan agama Kristen. Dulunya, kampus ini bernama Sekolah Tinggi Agama Kristen Kupang dan dikelola oleh Lembaga Pendiri Sekolah Tinggi Agama Kristen Kupang. Berdasarkan Peraturan Presiden RI Nomor 69 Tahun 2011 tentang Pendirian Sekolah Tinggi Agama Kristen Negeri Kupang, Nusa Tenggara Timur, Sekolah Tinggi Agama Kristen Kupang diubah statusnya menjadi Sekolah Tinggi Agama Kristen Negeri  Kupang. Setelah beroperasi selama 9 tahun sebagai sekolah tinggi negeri, akhirnya STAKN Kupang resmi beralih bentuk menjadi IAKN Kupang di tahun 2020.",{}
177,UNIVERSITAS ISLAM AS-SYAFI'IYAH,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-islam-as-syafi-iyah,Rp4.700.000 - Rp5.250.000 per semester,4101.0,194.0,"{""website"": ""www.uia.ac.id"", ""email"": ""info@uia.ac.id"", ""phone"": ""087783223999""}","Universitas Islam As-Syafi’iyah  pada mulanya berbentuk akademi dengan nama Akademi Pendidikan Islam  As-Syafi’iyah yang didirikan pada tanggal 14 November 1965. Pada tanggal 12 Maret 1969, AKPI ditingkatkan statusnya menjadi universitas. Saat ini, UIA memiliki 14 program studi yang terbagi menjadi 6 fakultas yakni Agama Islam, Hukum, Ekonomi & Bisnis, Sains & Teknologi, Keguruan & Ilmu Pendidikan, serta Ilmu Kesehatan. Jika Quipperian ingin melanjutkan pendidikan ke perguruan tinggi yang mengintegrasi ilmu dengan agama, maka UIA dapat menjadi pilihan yang tepat!",{}
178,SEKOLAH TINGGI EKONOMI ISLAM SEBI,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ekonomi-islam-sebi-stei-sebi,Rp7.500.000 per semester,1209.0,41.0,"{""website"": ""www.sebi.ac.id"", ""email"": ""pmb@sebi.ac.id"", ""phone"": ""0251-8616655, 0251-8604985""}","Sekolah Tinggi Ekonomi Islam SEBI  adalah institusi pendidikan yang didirikan oleh Yayasan Bina Tsaqofah dan lahir dari sebuah gagasan untuk menjadi institusi yang memberikan kontribusi bagi kemaslahatan bangsa, negara, umat dan agama. Kontribusi tersebut diwujudkan dalam bentuk edukasi, sosialisasi, konsultasi, implementasi dan penyiapan sumber daya insani di bidang ekonomi dan lembaga keuangan syariah.",{}
179,SEKOLAH TINGGI TEOLOGI AMANAT AGUNG,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teologi-amanat-agung,Rp20.000.000 - Rp32.000.000,79.0,19.0,"{""website"": ""sttaa.ac.id"", ""email"": ""sttaa@sttaa.ac.id"", ""phone"": ""021 5835 7685""}",Sekolah Tinggi Teologi  Amanat Agung adalah lembaga pendidikan teologi yang didirikan oleh Sinode Gereja Kristus Yesus pada tahun 1997 dengan misi menghasilkan pekerja-pekerja bermutu bagi pekerjaan di ladang Tuhan. Sekolah tinggi ini berkomitmen untuk mempersiapkan dan menghasilkan rohaniwan berwawasan Pastor-Theologian.,{}
180,UNIVERSITAS TRILOGI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-trilogi,Rp4.000.000 - Rp8.750.000 per semester,3011.0,92.0,"{""website"": ""www.trilogi.ac.id"", ""email"": ""info@trilogi.ac.id"", ""phone"": ""021-7980011""}","Universitas Trilogi merupakan pengembangan dari Sekolah Tinggi Ilmu Ekonomi Keuangan dan Perbankan Indonesia , yang didirikan pada tahun 1988 dan bernaung dibawah Yayasan Pengembangan Pendidikan Indonesia Jakarta . Saat ini, Universitas Trilogi telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi  dan memiliki 12 program studi. Selain itu, Universitas Trilogi juga memiliki komitmen yang dikenal dengan tiga pilar yaitu pengembangan kewirausahaan berbasis penguasaan teknologi , kemampuan bekerjasama dan mengelola teamwork yang solid serta jejaring yang luas , dan kemandirian.",{}
181,UNIVERSITAS PGRI MADIUN,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-pgri-madiun-unipma,Rp2.970.000 - Rp7.121.000 per semester,6729.0,282.0,"{""website"": ""www.unipma.ac.id"", ""email"": ""rektorat@unipma.ac.id"", ""phone"": ""0351-462986""}","Universitas PGRI Madiun didirikan pada tahun 2017 dan merupakan hasil penggabungan dari tiga perguruan tinggi yaitu Instititut Keguruan dan Ilmu Pendidikan  PGRI Madiun, Sekolah Tinggi Teknik  Dharma Iswara Madiun, dan Sekolah Tinggi Ilmu Ekonomi  Dharma Iswara Madiun. Kampus ini menyediakan empat jenjang pendidikan yaitu program pascasarjana , sarjana , diploma , dan profesi. Adapun fakultas dan program studi yang disediakan terdiri atas berbagai macam bidang keilmuan seperti Ilmu Kesehatan, Teknik, Ekonomi dan Bisnis, Keguruan dan Ilmu Pendidikan, dan Hukum.",{}
182,POLITEKNIK PEMBANGUNAN PERTANIAN BOGOR,POLITEKNIK NEGERI,https://campus.quipper.com/directory/sekolah-tinggi-penyuluhan-pertanian-stpp-bogor,Gratis,759.0,51.0,"{""website"": ""www.polbangtan-bogor.ac.id"", ""email"": ""polbangtan.bogor@pertanian.go.id"", ""phone"": ""08001234567""}","Politeknik Pembangunan Pertanian Bogor  didirikan melalui proses transformasi kelembagaan dari Sekolah Tinggi Penyuluhan Pertanian  Bogor. Polbangtan Bogor resmi berdiri pada tanggal 25 Juni 2018 dan saat ini memiliki dua kampus yang terletak di wilayah Bogor, yaitu Kampus I Cibalagung dan Kampus II Cinagara.",{}
183,INSTITUT AGAMA ISLAM NEGERI  JEMBER,INSTITUT NEGERI,https://campus.quipper.com/directory/institut-agama-islam-negeri-jember,Rp400.000 - Rp3.000.000 per semester,3510.0,255.0,"{""website"": ""iain-jember.ac.id"", ""email"": ""info@iain-jember.ac.id"", ""phone"": ""0331-487550""}","Institut Agama Islam Negeri  Jember merupakan salah satu Perguruan Tinggi Keagamaan Islam Negeri  pertama dan terkemuka di wilayah Tapal Kuda. Berbagai sarana dan prasarana pendidikan, Mahad, dan gedung dosen yang megah telah diresmikan oleh Menteri Agama Republik Indonesia pada awal tahun 2017. Saat ini IAIN Jember memiliki 5 fakultas dan 35 program studi.",{}
184,UNIVERSITAS BSI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-bsi,Rp4.000.000 kisaran per-semester,33648.0,1158.0,"{""website"": ""www.bsi.ac.id"", ""email"": ""info@bsi.ac.id"", ""phone"": ""021-8000063""}","Universitas Bina Sarana Informatika  merupakan universitas yang memiliki visi menjadi universitas unggul di bidang ekonomi kreatif pada tahun 2033. UBSI menyediakan program pendidikan jenjang D3 dan S1 di 3 fakultas, yakni Fakultas Teknik & Informatika, Fakultas Ekonomi & Bisnis, dan Fakultas Komunikasi & Bahasa. Pilihan program studinya mencapai lebih dari 20 program studi, lho.",{}
185,SEKOLAH TINGGI TEOLOGI SAAT,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-teologi-saat,Rp2.700.000-Rp3.300.000 per semester,273.0,20.0,"{""website"": ""www.seabs.ac.id"", ""email"": ""admisi@seabs.ac.id"", ""phone"": ""0341-559400, 087859960900""}","Tahukah Quipperian, Sekolah Tinggi Teologi Seminari Alkitab Asia Tenggara  didirikan pada tahun 1952 oleh Pdt. Dr. Andrew Gih untuk menjawab kebutuhan akan minimnya hamba Tuhan di Indonesia pada masa itu. Pada perjalanan kedua beliau dari Tiongkok ke Indonesia, Dr. Gih bertemu dengan beberapa pemimpin gereja di Bandung yang mengungkapkan bahwa keberadaan sekolah Alkitab yang dapat mendidik hamba-hamba Tuhan masih sangat langka di Indonesia.",{}
186,UNIVERSITAS ISLAM JAKARTA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-islam-jakarta,Rp5.950.000 - Rp7.000.000 per semester,2033.0,93.0,"{""website"": ""www.uid.ac.id"", ""email"": ""informasi@uid.ac.id"", ""phone"": ""0218566451""}","Universitas Islam Jakarta  merupakan perguruan tinggi yang didirikan pada tahun 1951 dan dibina oleh Yayasan Wakaf Perguruan Tinggi Islam Jakarta . Saat ini, UID memiliki 10 program studi yang terbagi menjadi 4 fakultas dan Program Pascasarjana. Yuk simak informasi berikut!",{}
187,UNIVERSITAS BHAYANGKARA SURABAYA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-bhayangkara-surabaya,Rp15.370.000-Rp20.132.000 per semester,5775.0,173.0,"{""website"": ""www.ubhara.ac.id"", ""email"": ""info@ubhara.ac.id, humas@ubhara.ac.id"", ""phone"": ""031-8285602, 8291055""}","Universitas Bhayangkara  Surabaya didirikan pada 1 Juli 1982 di bawah naungan Yayasan Brata Bhakti Daerah Jawa Timur . Sejak awal didirikan hingga saat ini, Ubhara Surabaya memiliki empat fakultas yaitu Fakultas Ekonomi, Fakultas Hukum, Fakultas Ilmu Sosial dan Politik, serta Fakultas Teknik. Selain itu, semua program studinya juga telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi .",{}
188,UNIVERSITAS NEGERI MALANG,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-negeri-malang,Rp4.500.000 kisaran per-semester,26120.0,1036.0,"{""website"": ""www.um.ac.id"", ""email"": ""rektor@um.ac.id, info@um.ac.id"", ""phone"": ""0341-551312, 0341-3301130""}","Halo Quipperian! Bagi kalian yang memiliki cita-cita berkarier di dunia pendidikan dapat menjadikan Universitas Negeri Malang  sebagai kampus pilihan. Namun, tidak hanya berlatar belakang pendidikan, UM juga membuka berbagai pilihan program studi bidang non-pendidikan, lho! Didukung dengan lingkungan kampus yang asri dan lokasinya strategis, menjadikan UM tempat belajar yang ideal.",{}
189,UNIVERSITAS ANDALAS,UNIVERSITAS NEGERI,https://campus.quipper.com/directory/universitas-andalas,Rp5.500.000 kisaran per-semester,28537.0,1250.0,"{""website"": ""www.unand.ac.id"", ""email"": ""humas@unand.ac.id"", ""phone"": ""0751-71181 ext. 318""}","Dilihat dari sejarah berdirinya, Universitas Andalas merupakan kampus negeri pertama yang dibangun di Pulau Sumatera. Penamaannya merujuk kepada nama pulau Sumatera yang pada tahun 1956 terkenal dengan nama Pulau Andalas. Hingga kini, Unand menjadi salah satu kampus yang diperhitungkan untuk menjadi pilihan bagi para pelajar, lho! Nggak hanya melihat dari sejarahnya aja, kampus ini juga memiliki prestasi yang diakui, baik pada skala nasional maupun internasional internasional.",{}
