institution_code,institution_name,province,prodi_normalized,campus_accreditation,average_yearly_fee,contact,cluster_label,link
1247,UNIVERSITAS MA'SOEM,JAWA BARAT,INFORMATIKA,B (BAIK),5000000.0,"{""website"": ""masoemuniversity.ac.id"", ""email"": ""info@masoemuniversity.ac.id"", ""phone"": ""0227798340""}",JAWA BARAT | Komputer & Teknologi | Terjangkau (5-10jt) | Baik Sekali / B,-
1247,UNIVERSITAS MA'SOEM,JAWA BARAT,SISTEM INFORMASI,B (BAIK),5000000.0,"{""website"": ""masoemuniversity.ac.id"", ""email"": ""info@masoemuniversity.ac.id"", ""phone"": ""0227798340""}",JAWA BARAT | Komputer & Teknologi | Terjangkau (5-10jt) | Baik Sekali / B,-
1261,UNIVERSITAS MANDIRI,JAWA BARAT,INFORMATIKA,B (BAIK),5000000.0,"{""website"": ""https://universitasmandiri.ac.id"", ""email"": ""info@universitasmandiri.ac.id"", ""phone"": ""417853 / 411873""}",JAWA BARAT | Komputer & Teknologi | Terjangkau (5-10jt) | Baik Sekali / B,-
1261,UNIVERSITAS MANDIRI,JAWA BARAT,SISTEM INFORMASI,B (BAIK),5000000.0,"{""website"": ""https://universitasmandiri.ac.id"", ""email"": ""info@universitasmandiri.ac.id"", ""phone"": ""417853 / 411873""}",JAWA BARAT | Komputer & Teknologi | Terjangkau (5-10jt) | Baik Sekali / B,-
1276,STMIK MERCUSUAR,JAWA BARAT,INFORMATIKA,B (BAIK),4800000.0,"{""website"": ""www.mercusuar.ac.id"", ""email"": ""informasi@mercusuar.ac.id"", ""phone"": ""021-8464185 / 021-84995084""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1276,STMIK MERCUSUAR,JAWA BARAT,SISTEM INFORMASI,B (BAIK),4800000.0,"{""website"": ""www.mercusuar.ac.id"", ""email"": ""informasi@mercusuar.ac.id"", ""phone"": ""021-8464185 / 021-84995084""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1376,UNIVERSITAS CIPASUNG TASIKMALAYA,JAWA BARAT,REKAYASA PERANGKAT LUNAK,B (BAIK),4340000.0,"{""website"": ""www.uncip.ac.id"", ""email"": ""rektorat@uncip.ac.id"", ""phone"": ""7552117 / 7552117""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1376,UNIVERSITAS CIPASUNG TASIKMALAYA,JAWA BARAT,SISTEM INFORMASI,B (BAIK),4340000.0,"{""website"": ""www.uncip.ac.id"", ""email"": ""rektorat@uncip.ac.id"", ""phone"": ""7552117 / 7552117""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
16,UNIVERSITAS BSI BANDUNG,JAWA BARAT,INFORMATIKA,B (BAIK),4150000.0,Tel: +6222 7100124,JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-bsi-bandung
16,UNIVERSITAS BSI BANDUNG,JAWA BARAT,REKAYASA PERANGKAT LUNAK,B (BAIK),4150000.0,Tel: +6222 7100124,JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-bsi-bandung
16,UNIVERSITAS BSI BANDUNG,JAWA BARAT,SISTEM INFORMASI,B (BAIK),4150000.0,Tel: +6222 7100124,JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-bsi-bandung
16,UNIVERSITAS BSI BANDUNG,JAWA BARAT,SISTEM INFORMASI AKUNTANSI,B (BAIK),4150000.0,Tel: +6222 7100124,JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-bsi-bandung
1397,UNIVERSITAS NAHDLATUL ULAMA CIREBON,JAWA BARAT,INFORMATIKA,B (BAIK),4000146.0,"{""website"": ""www.unucirebon.ac.id"", ""email"": ""operator@unucirebon.ac.id"", ""phone"": ""0231-235900 / 0231-235900""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1397,UNIVERSITAS NAHDLATUL ULAMA CIREBON,JAWA BARAT,SISTEM INFORMASI,B (BAIK),4000146.0,"{""website"": ""www.unucirebon.ac.id"", ""email"": ""operator@unucirebon.ac.id"", ""phone"": ""0231-235900 / 0231-235900""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
20,UNIVERSITAS NASIONAL PASIM,JAWA BARAT,INFORMATIKA,BAIK SEKALI,3600000.0,"{""website"": ""www.pasim.ac.id"", ""email"": ""informasi@pasim.ac.id"", ""phone"": ""022-6072803 / 022-6072803""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1507,SEKOLAH TINGGI TEKNOLOGI CIPASUNG,JAWA BARAT,INFORMATIKA,B (BAIK),2250000.0,"{""website"": ""sttcipasung.ac.id"", ""email"": ""info@sttcipasung.ac.id"", ""phone"": ""0265-2550424 / 0265-2550424""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1513,SEKOLAH TINGGI TEKNOLOGI INDONESIA,JAWA BARAT,INFORMATIKA,TIDAK TERAKREDITASI,2000000.0,"{""website"": ""www.stti.ac.id"", ""email"": ""akademik@stti.ac.id"", ""phone"": """"}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
1526,UNIVERSITAS BAKTI TUNAS HUSADA,JAWA BARAT,SISTEM INFORMASI,B (BAIK),900000.0,"{""website"": ""www.universitas-bth.ac.id"", ""email"": ""mail@universitas-bth.ac.id"", ""phone"": ""334740""}",JAWA BARAT | Komputer & Teknologi | Hemat (<5jt) | Baik Sekali / B,-
64,UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,ILMU PERPUSTAKAAN,C,67040000.0,"{""website"": ""uninus.ac.id"", ""email"": ""info@uninus.ac.id"", ""phone"": ""-7509656 / -7509656""}",JAWA BARAT | Lainnya | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
64,UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,MASYARAKAT,BAIK SEKALI,67040000.0,"{""website"": ""uninus.ac.id"", ""email"": ""info@uninus.ac.id"", ""phone"": ""-7509656 / -7509656""}",JAWA BARAT | Lainnya | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
75,UNIVERSITAS KOPERASI INDONESIA,JAWA BARAT,TEKNOLOGI PANGAN,B (BAIK),57050000.0,"{""website"": ""www.ikopin.ac.id"", ""email"": ""sekrek@ikopin.ac.id"", ""phone"": ""7796033 / 7796033""}",JAWA BARAT | Lainnya | Sangat Mahal (>50jt) | Baik Sekali / B,-
81,UNIVERSITAS KRISTEN MARANATHA,JAWA BARAT,BIOTEKNOLOGI,B (BAIK),52352500.0,"{""website"": ""www.maranatha.edu"", ""email"": ""admission@maranatha.edu"", ""phone"": ""022-2012186 / 022-2015154""}",JAWA BARAT | Lainnya | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kristen-maranatha
129,UNIVERSITAS PAKUAN,JAWA BARAT,PERENCANAAN WILAYAH KOTA,B (BAIK),35000006.0,"{""website"": ""www.unpak.ac.id"", ""email"": ""rektorat@unpak.ac.id"", ""phone"": ""0251-8312206 / 0251-8356927""}",JAWA BARAT | Lainnya | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pakuan
150,UNIVERSITAS SALI AL-AITAAM,JAWA BARAT,PERENCANAAN WILAYAH KOTA,B (BAIK),31515000.0,"{""website"": ""unisal.ac.id"", ""email"": ""universitassalialaitaam@gmail.com"", ""phone"": """"}",JAWA BARAT | Lainnya | Mahal (20-50jt) | Baik Sekali / B,-
196,UNIVERSITAS ISLAM AL-IHYA KUNINGAN,JAWA BARAT,TEKNOLOGI PANGAN,B (BAIK),26118000.0,"{""website"": ""unisa.ac.id"", ""email"": ""kontak@unisa.ac.id"", ""phone"": ""873186 / ---""}",JAWA BARAT | Lainnya | Mahal (20-50jt) | Baik Sekali / B,-
197,UNIVERSITAS TELKOM,JAWA BARAT,TEKNOLOGI PANGAN,B (BAIK),26000000.0,"{""website"": ""smb.telkomuniversity.ac.id"", ""email"": ""info@telkomuniversity.ac.id"", ""phone"": ""022-7564138""}",JAWA BARAT | Lainnya | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-telkom
212,UNIVERSITAS KOMPUTER INDONESIA,JAWA BARAT,PERENCANAAN WILAYAH KOTA,B (BAIK),24950000.0,Tel: +6222 250 4119,JAWA BARAT | Lainnya | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-komputer-indonesia
257,UNIVERSITAS JENDERAL ACHMAD YANI,JAWA BARAT,GEOMATIKA,B (BAIK),21504000.0,"{""website"": ""www.unjani.ac.id"", ""email"": ""akademik@unjani.ac.id"", ""phone"": ""6610223 / 6610223""}",JAWA BARAT | Lainnya | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-jenderal-achmad-yani
456,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,JAWA BARAT,MASYARAKAT,UNGGUL,13800000.0,"{""website"": ""ikipsiliwangi.ac.id"", ""email"": ""ikipsiliwangi4212@gmail.com"", ""phone"": ""0226658680 / 0226629913""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,-
481,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,,C,13000000.0,"{""website"": ""www.itsb.ac.id"", ""email"": ""registrasi@itsb.ac.id"", ""phone"": ""021-50599288""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
481,INSTITUT TEKNOLOGI DAN SAINS BANDUNG,JAWA BARAT,PERENCANAAN WILAYAH KOTA,B (BAIK),13000000.0,"{""website"": ""www.itsb.ac.id"", ""email"": ""registrasi@itsb.ac.id"", ""phone"": ""021-50599288""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-teknologi-dan-sains-bandung
534,UNIVERSITAS ISLAM 45 BEKASI,JAWA BARAT,,B (BAIK),12000000.0,"{""website"": ""www.unismabekasi.ac.id"", ""email"": ""humas@unismabekasi.ac.id"", ""phone"": ""021-8808851""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-islam-45-bekasi
580,UNIVERSITAS WIDYATAMA,JAWA BARAT,,B (BAIK),11100000.0,"{""website"": ""www.widyatama.ac.id"", ""email"": ""utama@widyatama.ac.id"", ""phone"": ""022-7274010 / 022-7274010""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-widyatama
580,UNIVERSITAS WIDYATAMA,JAWA BARAT,ILMU PERPUSTAKAAN,B (BAIK),11100000.0,"{""website"": ""www.widyatama.ac.id"", ""email"": ""utama@widyatama.ac.id"", ""phone"": ""022-7274010 / 022-7274010""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-widyatama
599,UNIVERSITAS DJUANDA,JAWA BARAT,BUDIDAYA PERAIRAN,UNGGUL,10800000.0,"{""website"": ""www.unida.ac.id."", ""email"": ""rektorat@unida.ac.id"", ""phone"": ""0251-8240773 / 0251-8240985""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-djuanda
599,UNIVERSITAS DJUANDA,JAWA BARAT,TEKNOLOGI PANGAN,B (BAIK),10800000.0,"{""website"": ""www.unida.ac.id."", ""email"": ""rektorat@unida.ac.id"", ""phone"": ""0251-8240773 / 0251-8240985""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-djuanda
603,UNIVERSITAS AL-GHIFARI,JAWA BARAT,TEKNOLOGI PANGAN,B (BAIK),10690000.0,"{""website"": ""www.unfari.ac.id"", ""email"": ""info@unfari.ac.id"", ""phone"": ""0227835813 / 0227835845""}",JAWA BARAT | Lainnya | Menengah (10-20jt) | Baik Sekali / B,-
52,UNIVERSITAS ISLAM BANDUNG,JAWA BARAT,GURU PAUD,B (BAIK),93250000.0,"{""website"": ""www.unisba.ac.id"", ""email"": ""humas@unisba.ac.id"", ""phone"": ""022-4203368 / 022-4263895""}",JAWA BARAT | Pendidikan | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-bandung
59,UNIVERSITAS 17 AGUSTUS 1945 CIREBON,JAWA BARAT,JASMANI,BAIK SEKALI,75500000.0,"{""website"": ""www.untagcirebon.ac.id"", ""email"": ""akademik_center@untagcirebon.ac.id"", ""phone"": ""0231-481945 / 0231-485345""}",JAWA BARAT | Pendidikan | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-17-agustus-1945-cirebon
64,UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,GURU ANAK USIA DINI,BAIK SEKALI,67040000.0,"{""website"": ""uninus.ac.id"", ""email"": ""info@uninus.ac.id"", ""phone"": ""-7509656 / -7509656""}",JAWA BARAT | Pendidikan | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
64,UNIVERSITAS ISLAM NUSANTARA,JAWA BARAT,GURU PAUD,B (BAIK),67040000.0,"{""website"": ""uninus.ac.id"", ""email"": ""info@uninus.ac.id"", ""phone"": ""-7509656 / -7509656""}",JAWA BARAT | Pendidikan | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-islam-nusantara
26,UNIVERSITAS PASUNDAN,JAWA BARAT,GURU,A,48250000.0,"{""website"": ""www.unpas.ac.id"", ""email"": ""rektorat@unpas.ac.id"", ""phone"": ""+62 22 86032233 / +62 22 86032244""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-pasundan
26,UNIVERSITAS PASUNDAN,JAWA BARAT,GURU SEKOLAH DASAR,C,48250000.0,"{""website"": ""www.unpas.ac.id"", ""email"": ""rektorat@unpas.ac.id"", ""phone"": ""+62 22 86032233 / +62 22 86032244""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-pasundan
2,PRESIDENT UNIVERSITY,JAWA BARAT,GURU,A,36000000.0,Tel: +6221 8910 9762,JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik / C,https://rencanamu.id/cari-kampus/president-university
129,UNIVERSITAS PAKUAN,JAWA BARAT,GURU SEKOLAH DASAR,C,35000006.0,"{""website"": ""www.unpak.ac.id"", ""email"": ""rektorat@unpak.ac.id"", ""phone"": ""0251-8312206 / 0251-8356927""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-pakuan
150,UNIVERSITAS SALI AL-AITAAM,JAWA BARAT,OLAHRAGA,B (BAIK),31515000.0,"{""website"": ""unisal.ac.id"", ""email"": ""universitassalialaitaam@gmail.com"", ""phone"": """"}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
196,UNIVERSITAS ISLAM AL-IHYA KUNINGAN,JAWA BARAT,GURU ANAK USIA DINI,B (BAIK),26118000.0,"{""website"": ""unisa.ac.id"", ""email"": ""kontak@unisa.ac.id"", ""phone"": ""873186 / ---""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
196,UNIVERSITAS ISLAM AL-IHYA KUNINGAN,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,26118000.0,"{""website"": ""unisa.ac.id"", ""email"": ""kontak@unisa.ac.id"", ""phone"": ""873186 / ---""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
196,UNIVERSITAS ISLAM AL-IHYA KUNINGAN,JAWA BARAT,JASMANI,B (BAIK),26118000.0,"{""website"": ""unisa.ac.id"", ""email"": ""kontak@unisa.ac.id"", ""phone"": ""873186 / ---""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
1531,UNIVERSITAS BANI SALEH,JAWA BARAT,GURU ANAK USIA DINI,B (BAIK),25450000.0,"{""website"": ""www.ubs.ac.id"", ""email"": ""info@ubs.ac.id"", ""phone"": ""0218800992""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
1531,UNIVERSITAS BANI SALEH,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),25450000.0,"{""website"": ""www.ubs.ac.id"", ""email"": ""info@ubs.ac.id"", ""phone"": ""0218800992""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
204,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PASUNDAN,JAWA BARAT,JASMANI,UNGGUL,25150000.0,"{""website"": ""www.stkippasundan.ac.id"", ""email"": ""baak@stkippasundan.ac.id"", ""phone"": ""022-6628311 / 022-6630345""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
279,UNIVERSITAS PANCA SAKTI BEKASI,JAWA BARAT,GURU ANAK USIA DINI,BAIK SEKALI,20200000.0,"{""website"": ""https://panca-sakti.ac.id/"", ""email"": ""info@panca-sakti.ac.id"", ""phone"": ""+6221-84979181""}",JAWA BARAT | Pendidikan | Mahal (20-50jt) | Baik Sekali / B,-
456,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,JAWA BARAT,BIMBINGAN KONSELING,BAIK SEKALI,13800000.0,"{""website"": ""ikipsiliwangi.ac.id"", ""email"": ""ikipsiliwangi4212@gmail.com"", ""phone"": ""0226658680 / 0226629913""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
456,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,JAWA BARAT,GURU ANAK USIA DINI,BAIK SEKALI,13800000.0,"{""website"": ""ikipsiliwangi.ac.id"", ""email"": ""ikipsiliwangi4212@gmail.com"", ""phone"": ""0226658680 / 0226629913""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
456,INSTITUT KEGURUAN DAN ILMU PENDIDIKAN SILIWANGI,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,13800000.0,"{""website"": ""ikipsiliwangi.ac.id"", ""email"": ""ikipsiliwangi4212@gmail.com"", ""phone"": ""0226658680 / 0226629913""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
490,UNIVERSITAS AN NASHER,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),12750000.0,"{""website"": ""https://www.universitasannasher.ac.id/"", ""email"": ""info@universitasannasher.ac.id"", ""phone"": ""0231 322919 / 0231 322919""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
524,UNIVERSITAS KUNINGAN,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),12150000.0,"{""website"": ""www.uniku.ac.id"", ""email"": ""rektorat@uniku.ac.id"", ""phone"": ""0232-874824 / 0232-874824""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-kuningan
539,UNIVERSITAS GALUH,JAWA BARAT,JASMANI,B (BAIK),12000000.0,"{""website"": ""https://unigal.ac.id/"", ""email"": ""info@unigal.ac.id"", ""phone"": ""776787 / 776787""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
534,UNIVERSITAS ISLAM 45 BEKASI,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),12000000.0,"{""website"": ""www.unismabekasi.ac.id"", ""email"": ""humas@unismabekasi.ac.id"", ""phone"": ""021-8808851""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-islam-45-bekasi
534,UNIVERSITAS ISLAM 45 BEKASI,JAWA BARAT,OLAHRAGA,B (BAIK),12000000.0,"{""website"": ""www.unismabekasi.ac.id"", ""email"": ""humas@unismabekasi.ac.id"", ""phone"": ""021-8808851""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-islam-45-bekasi
567,UNIVERSITAS LANGLANGBUANA,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),11500000.0,"{""website"": ""www.unla.ac.id"", ""email"": ""info@unla.ac.id"", ""phone"": ""022-4218084""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-langlangbuana
596,UNIVERSITAS MUHAMMADIYAH SUKABUMI,JAWA BARAT,GURU ANAK USIA DINI,BAIK SEKALI,10836000.0,"{""website"": ""www.ummi.ac.id"", ""email"": ""info@ummi.ac.id"", ""phone"": ""0266-218345 / 0266-218342""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
596,UNIVERSITAS MUHAMMADIYAH SUKABUMI,JAWA BARAT,JASMANI,BAIK SEKALI,10836000.0,"{""website"": ""www.ummi.ac.id"", ""email"": ""info@ummi.ac.id"", ""phone"": ""0266-218345 / 0266-218342""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,-
599,UNIVERSITAS DJUANDA,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),10800000.0,"{""website"": ""www.unida.ac.id."", ""email"": ""rektorat@unida.ac.id"", ""phone"": ""0251-8240773 / 0251-8240985""}",JAWA BARAT | Pendidikan | Menengah (10-20jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-djuanda
676,UNIVERSITAS HALIM SANUSI,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),9516000.0,"{""website"": ""http://uhs.ac.id"", ""email"": ""info@uhs.ac.id"", ""phone"": ""022 2053 9554""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
734,UNIVERSITAS MUHAMMADIYAH CIREBON,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,8850000.0,"{""website"": ""www.umc.ac.id"", ""email"": ""rektorat@umc.ac.id"", ""phone"": ""0231 209617 / 0231 209617""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
734,UNIVERSITAS MUHAMMADIYAH CIREBON,JAWA BARAT,OLAHRAGA,B (BAIK),8850000.0,"{""website"": ""www.umc.ac.id"", ""email"": ""rektorat@umc.ac.id"", ""phone"": ""0231 209617 / 0231 209617""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
736,UNIVERSITAS CATUR INSAN CENDEKIA,JAWA BARAT,OLAHRAGA,B (BAIK),8820000.0,"{""website"": ""http://www.cic.ac.id"", ""email"": ""sekretariat@cic.ac.id"", ""phone"": ""0231-200418""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
737,UNIVERSITAS ISLAM AS-SYAFIIYAH,JAWA BARAT,BIMBINGAN KONSELING,BAIK SEKALI,8812500.0,"{""website"": ""www.uia.ac.id"", ""email"": ""info@uia.ac.id"", ""phone"": ""021 8462361 / 021 8464257""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
776,UNIVERSITAS SURYAKANCANA,JAWA BARAT,JASMANI,B (BAIK),8160000.0,"{""website"": ""www.unsur.ac.id"", ""email"": ""unsur@unsur.ac.id"", ""phone"": ""0263-270106 / 0263-281383""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
820,UNIVERSITAS SEBELAS APRIL,JAWA BARAT,GURU ANAK USIA DINI,BAIK SEKALI,8000000.0,"{""website"": ""https://unsap.ac.id/"", ""email"": ""info@unsap.ac.id"", ""phone"": ""0261 - 202911 / 0261 - 202911""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
820,UNIVERSITAS SEBELAS APRIL,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),8000000.0,"{""website"": ""https://unsap.ac.id/"", ""email"": ""info@unsap.ac.id"", ""phone"": ""0261 - 202911 / 0261 - 202911""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
820,UNIVERSITAS SEBELAS APRIL,JAWA BARAT,JASMANI,B (BAIK),8000000.0,"{""website"": ""https://unsap.ac.id/"", ""email"": ""info@unsap.ac.id"", ""phone"": ""0261 - 202911 / 0261 - 202911""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
854,UNIVERSITAS NUSA PUTRA,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,7600000.0,"{""website"": ""www.nusaputra.ac.id"", ""email"": ""info@nusaputra.ac.id"", ""phone"": ""+62-266-210594 / +62-266-237287""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
865,INSTITUT PRIMA BANGSA,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,7500000.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
938,INSTITUT PENDIDIKAN DAN BAHASA INVADA,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),7000000.0,"{""website"": ""www.ipbcirebon.ac.id"", ""email"": ""ipbcirebon.invada@gmail.com"", ""phone"": ""083824408999, 089644481187""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-pendidikan-dan-bahasa-invada-ipb-cirebon
945,UNIVERSITAS LANGLANG BUANA,JAWA BARAT,GURU SEKOLAH DASAR,B (BAIK),7000000.0,"{""website"": ""www.unla.ac.id"", ""email"": ""unlanet_kr@yahoo.co.id"", ""phone"": ""022-4218084 / 022-437144""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
932,UNIVERSITAS PERJUANGAN TASIKMALAYA,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,7000000.0,"{""website"": ""https://unper.ac.id/"", ""email"": ""perjuangan@unper.ac.id"", ""phone"": ""326058 / 7296955""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
955,UNIVERSITAS MUHAMMADIYAH BOGOR RAYA,JAWA BARAT,GURU ANAK USIA DINI,B (BAIK),6900000.0,"{""website"": ""umbogorraya.ac.id"", ""email"": ""umbogorraya@gmail.com"", ""phone"": """"}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,-
1077,UNIVERSITAS MAJALENGKA,JAWA BARAT,GURU SEKOLAH DASAR,BAIK SEKALI,6025000.0,"{""website"": ""http://unma.ac.id"", ""email"": ""info@unma.ac.id"", ""phone"": ""0233-281496 / 0233-281496""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-majalengka
1077,UNIVERSITAS MAJALENGKA,JAWA BARAT,JASMANI,BAIK SEKALI,6025000.0,"{""website"": ""http://unma.ac.id"", ""email"": ""info@unma.ac.id"", ""phone"": ""0233-281496 / 0233-281496""}",JAWA BARAT | Pendidikan | Terjangkau (5-10jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-majalengka
